Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.997982;	36.399985873999995;	0.7;	8267776.0;	257249.33333333334;	0.0;	18.8;	0.0;	1.2
1376315146;	2;	5199.997982;	36.399985873999995;	0.7;	8267776.0;	234880.0;	0.0;	18.133333333333333;	0.26666666666666666;	1.4
1376315446;	2;	5199.997982;	25.99998991;	0.5;	8267776.0;	206918.13333333333;	0.0;	17.533333333333335;	0.0;	1.2
1376315746;	2;	5199.997982;	38.133318534666664;	0.7333333333333333;	8267776.0;	156586.93333333332;	0.0;	17.400000000000002;	0.26666666666666666;	1.3333333333333333
1376316046;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	178955.2;	0.0;	23.06666666666667;	0.0;	1.2
1376316346;	2;	5199.997982;	62.399975784;	1.2;	8267776.0;	301988.5333333333;	0.0;	33.4;	0.3333333333333333;	1.5333333333333334
1376316646;	2;	5199.997982;	51.99997982;	1.0;	8267776.0;	335542.4;	0.0;	18.333333333333332;	0.0;	1.1333333333333333
1376316946;	2;	5199.997982;	53.733312480666655;	1.0333333333333332;	8267776.0;	268435.2;	0.0;	18.266666666666666;	0.26666666666666666;	1.4
1376317246;	2;	5199.997982;	51.99997982;	1.0;	8267776.0;	201326.4;	0.0;	18.133333333333333;	0.0;	1.1333333333333333
1376317546;	2;	5199.997982;	57.19997780200001;	1.1;	8267776.0;	279618.6666666667;	0.0;	17.53333333333333;	0.26666666666666666;	1.4
1376317846;	2;	5199.997982;	51.99997982;	1.0;	8267776.0;	246064.53333333333;	0.3333333333333333;	18.46666666666667;	0.0;	1.1333333333333333
1376318146;	2;	5199.997982;	57.19997780200001;	1.1;	8267776.0;	167771.2;	0.0;	18.333333333333336;	0.2;	1.4666666666666666
1376318446;	2;	5199.997982;	48.53331449866666;	0.9333333333333332;	8267776.0;	156585.86666666667;	0.0;	18.533333333333335;	0.0;	1.2666666666666666
1376318746;	2;	5199.997982;	38.133318534666664;	0.7333333333333333;	8267776.0;	285211.2;	0.0;	18.333333333333336;	0.26666666666666666;	1.5333333333333334
1376319046;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	285211.2;	0.0;	18.266666666666666;	0.0;	1.2
1376319346;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	201326.4;	0.0;	18.266666666666666;	0.26666666666666666;	1.5333333333333334
1376319646;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	195733.6;	0.0;	21.733333333333334;	0.0;	1.2
1376319946;	2;	5199.997982;	50.26664715933333;	0.9666666666666667;	8267776.0;	408244.0;	0.0;	34.333333333333336;	0.26666666666666666;	1.4666666666666666
1376320246;	2;	5199.997982;	51.99997982;	1.0;	8267776.0;	246064.0;	0.0;	17.8;	0.0;	1.1333333333333333
1376320546;	2;	5199.997982;	48.53331449866666;	0.9333333333333332;	8267776.0;	285211.2;	0.0;	18.266666666666666;	0.26666666666666666;	1.5333333333333334
1376320846;	2;	5199.997982;	29.46665523133333;	0.5666666666666667;	8267776.0;	195732.53333333333;	0.0;	18.53333333333333;	0.0;	1.2666666666666666
1376321146;	2;	5199.997982;	38.133318534666664;	0.7333333333333333;	8267776.0;	218102.4;	0.0;	17.933333333333334;	0.26666666666666666;	1.4
1376321446;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	246064.8;	0.3333333333333333;	18.266666666666666;	0.0;	1.2
1376321746;	2;	5199.997982;	48.53331449866666;	0.9333333333333332;	8267776.0;	279618.4;	0.0;	18.066666666666666;	0.26666666666666666;	1.4666666666666666
1376322046;	2;	5199.997982;	34.66665321333334;	0.6666666666666667;	8267776.0;	167771.2;	0.0;	18.333333333333332;	0.0;	1.1333333333333333
1376322346;	2;	5199.997982;	36.399985873999995;	0.7;	8267776.0;	218102.4;	0.0;	18.266666666666666;	0.26666666666666666;	1.4
1376322647;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	134216.8;	0.0;	18.066666666666666;	0.0;	1.1333333333333333
1376322947;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	123031.73333333334;	0.0;	18.133333333333333;	0.26666666666666666;	1.4666666666666666
1376323247;	2;	5199.997982;	29.46665523133333;	0.5666666666666667;	8267776.0;	251656.8;	0.0;	22.866666666666667;	0.0;	1.2
1376323547;	2;	5199.997982;	46.799981838;	0.9;	8267776.0;	318765.86666666664;	0.0;	34.13333333333333;	0.2;	1.5333333333333334
1376323847;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	167770.4;	0.0;	18.0;	0.0;	1.2
1376324147;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	134216.0;	0.0;	17.6;	0.26666666666666666;	1.4
1376324447;	2;	5199.997982;	29.46665523133333;	0.5666666666666667;	8267776.0;	201325.6;	0.0;	17.933333333333334;	0.0;	1.1333333333333333
1376324747;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	201325.6;	0.0;	17.333333333333332;	0.26666666666666666;	1.4666666666666666
1376325047;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	201325.6;	0.3333333333333333;	18.666666666666668;	0.0;	1.2
1376325347;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	201325.6;	0.0;	17.933333333333334;	0.26666666666666666;	1.4
1376325647;	2;	5199.997982;	36.399985873999995;	0.7;	8267776.0;	150994.4;	0.0;	18.666666666666664;	0.0;	1.2
1376325947;	2;	5199.997982;	41.599983856;	0.8;	8267776.0;	173363.73333333334;	0.0;	17.933333333333334;	0.26666666666666666;	1.4
1376326247;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	285211.4666666667;	0.0;	18.2;	0.0;	1.1333333333333333
1376326547;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	201325.6;	0.0;	17.4;	0.26666666666666666;	1.4
1376326847;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	117439.2;	0.0;	22.466666666666665;	0.0;	1.2
1376327147;	2;	5199.997982;	50.26664715933333;	0.9666666666666667;	8267776.0;	307580.8;	0.0;	33.666666666666664;	0.26666666666666666;	1.5333333333333334
1376327447;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	223695.46666666667;	0.0;	17.8;	0.0;	1.2
1376327747;	2;	5199.997982;	43.33331651666666;	0.8333333333333333;	8267776.0;	206917.06666666668;	0.0;	18.53333333333333;	0.26666666666666666;	1.4666666666666666
1376328047;	2;	5199.997982;	29.46665523133333;	0.5666666666666667;	8267776.0;	285210.4;	0.0;	18.0;	0.0;	1.1333333333333333
1376328347;	2;	5199.997982;	41.599983856;	0.8;	8267776.0;	134216.0;	0.0;	17.6;	0.2;	1.4
1376328647;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	123031.73333333334;	0.3333333333333333;	18.933333333333334;	0.0;	1.1333333333333333
1376328947;	2;	5199.997982;	39.86665119533333;	0.7666666666666667;	8267776.0;	117439.2;	0.0;	17.4;	0.26666666666666666;	1.3333333333333333
1376329247;	2;	5199.997982;	32.933320552666665;	0.6333333333333333;	8267776.0;	229286.93333333332;	0.0;	18.266666666666666;	0.0;	1.2666666666666666
1376329547;	2;	5199.997982;	41.599983856;	0.8;	8267776.0;	313173.6;	0.0;	18.133333333333333;	0.26666666666666666;	1.3333333333333333
1376329847;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	251657.06666666668;	0.0;	17.8;	0.0;	1.2
1376330147;	2;	5199.997982;	41.599983856;	0.8;	8267776.0;	285212.26666666666;	0.0;	17.866666666666667;	0.26666666666666666;	1.4666666666666666
1376330447;	2;	5199.997982;	29.46665523133333;	0.5666666666666667;	8267776.0;	106254.13333333333;	0.0;	22.0;	0.0;	1.2
1376330747;	2;	5199.997982;	48.53331449866666;	0.9333333333333332;	8267776.0;	447392.0;	0.0;	33.8;	0.26666666666666666;	1.4
1376331047;	2;	5199.997982;	31.199987892;	0.6;	8267776.0;	184548.8;	0.0;	18.53333333333333;	0.0;	1.1333333333333333
1376331347;	2;	5199.997982;	41.599983856;	0.8;	8267776.0;	178955.46666666667;	0.0;	18.933333333333334;	0.26666666666666666;	1.3333333333333333
