Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	32;	86399.951168;	3965.3977588146668;	4.589583333333334;	8744960.0;	0.0;	0.0;	10.333333333333334;	4.466666666666667;	0.0
1376315146;	32;	86399.951168;	4008.5977343986665;	4.639583333333333;	8744960.0;	0.0;	0.0;	10.133333333333333;	4.6;	0.0
1376315446;	32;	86399.951168;	4028.397723208;	4.6625;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.0
1376315746;	32;	86399.951168;	3981.5977496586665;	4.608333333333333;	8744960.0;	0.0;	0.0;	10.133333333333333;	4.466666666666667;	0.0
1376316046;	32;	86399.951168;	3931.1977781439996;	4.55;	8744960.0;	0.0;	0.0;	10.533333333333333;	4.466666666666667;	0.0
1376316346;	32;	86399.951168;	3923.9977822133333;	4.541666666666667;	8744960.0;	0.0;	0.0;	10.8;	4.533333333333333;	0.06666666666666667
1376316646;	32;	86399.951168;	3995.9977415199996;	4.625;	8744960.0;	0.0;	0.0;	10.266666666666667;	4.466666666666667;	0.0
1376316946;	32;	86399.951168;	3994.1977425373334;	4.622916666666667;	8744960.0;	0.0;	0.0;	9.933333333333334;	4.6;	0.0
1376317246;	32;	86399.951168;	3976.1977527106665;	4.602083333333333;	8744960.0;	0.0;	0.0;	10.133333333333333;	4.466666666666667;	0.0
1376317546;	32;	86399.951168;	3970.7977557626664;	4.595833333333333;	8744960.0;	0.0;	0.0;	10.0;	4.533333333333333;	0.06666666666666667
1376317846;	32;	86399.951168;	4075.1976967573337;	4.716666666666667;	8744960.0;	0.0;	0.0;	15.2;	4.6;	0.06666666666666667
1376318146;	32;	86399.951168;	3990.597744572;	4.61875;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.0
1376318446;	32;	86399.951168;	3848.3978249413335;	4.454166666666667;	8744960.0;	0.0;	0.0;	10.2;	4.666666666666667;	0.06666666666666667
1376318746;	32;	86399.951168;	3821.397840201333;	4.422916666666667;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.06666666666666667
1376319046;	32;	86399.951168;	4053.5977089653334;	4.691666666666666;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.0
1376319346;	32;	86399.951168;	4006.7977354160003;	4.6375;	8744960.0;	0.0;	0.0;	10.133333333333333;	4.533333333333333;	0.0
1376319646;	32;	86399.951168;	3947.397768988;	4.56875;	8744960.0;	0.0;	0.0;	10.133333333333333;	4.533333333333333;	0.06666666666666667
1376319946;	32;	86399.951168;	3947.397768988;	4.56875;	8744960.0;	0.0;	0.0;	10.733333333333333;	4.666666666666667;	0.13333333333333333
1376320246;	32;	86399.951168;	3936.5977750920006;	4.55625;	8744960.0;	0.0;	0.0;	10.333333333333334;	4.533333333333333;	0.06666666666666667
1376320546;	32;	86399.951168;	3902.3977944213334;	4.516666666666667;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.06666666666666667
1376320846;	32;	86399.951168;	3945.597770005333;	4.566666666666666;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.6;	0.0
1376321146;	32;	86399.951168;	3913.197788317333;	4.529166666666667;	8744960.0;	0.0;	0.0;	10.0;	4.733333333333333;	0.06666666666666667
1376321446;	32;	86399.951168;	3988.7977455893338;	4.616666666666667;	8744960.0;	0.0;	0.0;	15.333333333333334;	4.6;	0.06666666666666667
1376321746;	32;	86399.951168;	3900.597795438667;	4.514583333333333;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.466666666666667;	0.06666666666666667
1376322046;	32;	86399.951168;	4010.3977333813336;	4.641666666666667;	8744960.0;	0.0;	0.0;	10.866666666666667;	4.466666666666667;	0.0
1376322346;	32;	86399.951168;	3990.597744572;	4.61875;	8744960.0;	0.0;	0.0;	10.0;	4.466666666666667;	0.0
1376322647;	32;	86399.951168;	3920.397784248;	4.5375;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.466666666666667;	0.06666666666666667
1376322947;	32;	86399.951168;	3916.7977862826665;	4.533333333333333;	8744960.0;	0.0;	0.0;	9.933333333333334;	4.6;	0.06666666666666667
1376323247;	32;	86399.951168;	4084.1976916706662;	4.727083333333333;	8744960.0;	0.0;	0.0;	10.0;	4.4;	0.06666666666666667
1376323547;	32;	86399.951168;	4006.7977354160003;	4.6375;	8744960.0;	0.0;	0.0;	10.933333333333334;	4.4;	0.13333333333333333
1376323847;	32;	86399.951168;	3994.1977425373334;	4.622916666666667;	8744960.0;	0.0;	0.0;	10.4;	4.533333333333333;	0.06666666666666667
1376324147;	32;	86399.951168;	3848.3978249413335;	4.454166666666667;	8744960.0;	0.0;	0.0;	10.066666666666666;	4.533333333333333;	0.0
