Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007896E7;	0.0;	0.0;	13.666666666666666;	4.8;	0.7333333333333333
1376315146;	8;	23407.994216;	269.19193348399995;	1.15;	1.7007896E7;	0.0;	0.0;	13.2;	4.933333333333334;	0.8666666666666667
1376315446;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007896E7;	134217.6;	0.0;	13.733333333333333;	4.933333333333334;	0.8
1376315746;	8;	23407.994216;	267.2412672993333;	1.1416666666666666;	1.7007896E7;	0.0;	0.0;	13.6;	4.866666666666666;	0.8
1376316046;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007896E7;	1029001.6;	0.0;	13.666666666666666;	4.933333333333334;	0.8
1376316346;	8;	23407.994216;	294.5505938846666;	1.2583333333333333;	1.7007976E7;	581609.6;	0.0;	19.666666666666668;	4.933333333333334;	1.0
1376316646;	8;	23407.994216;	288.6985953306667;	1.2333333333333334;	1.7007976E7;	402652.8;	0.0;	18.466666666666665;	4.733333333333333;	1.0
1376316946;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007976E7;	268435.2;	0.0;	14.333333333333334;	4.866666666666666;	0.7333333333333333
1376317246;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007976E7;	0.0;	0.0;	13.533333333333333;	4.8;	0.8666666666666667
1376317546;	8;	23407.994216;	265.29060111466663;	1.1333333333333333;	1.7007976E7;	0.0;	0.0;	13.733333333333333;	4.666666666666667;	0.9333333333333333
1376317846;	8;	23407.994216;	265.29060111466663;	1.1333333333333333;	1.7007976E7;	0.0;	0.0;	13.8;	4.866666666666666;	0.9333333333333333
1376318146;	8;	23407.994216;	267.2412672993333;	1.1416666666666666;	1.7007976E7;	0.0;	0.0;	13.8;	4.866666666666666;	0.8
1376318446;	8;	23407.994216;	269.19193348399995;	1.15;	1.7007976E7;	0.0;	0.0;	13.533333333333333;	4.8;	0.7333333333333333
1376318746;	8;	23407.994216;	267.2412672993333;	1.1416666666666666;	1.7007976E7;	0.0;	0.0;	13.533333333333333;	4.8;	0.8666666666666667
1376319046;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007976E7;	0.0;	0.0;	13.266666666666667;	4.733333333333333;	0.8666666666666667
1376319346;	8;	23407.994216;	263.33993492999997;	1.125;	1.7007976E7;	0.0;	0.0;	13.866666666666667;	4.866666666666666;	0.8666666666666667
1376319646;	8;	23407.994216;	265.29060111466663;	1.1333333333333333;	1.7007976E7;	0.0;	0.0;	13.733333333333333;	4.733333333333333;	0.8666666666666667
1376319946;	8;	23407.994216;	269.19193348399995;	1.15;	1.70080496E7;	0.0;	0.0;	14.4;	5.0;	0.8666666666666667
1376320246;	8;	23407.994216;	282.8465967766666;	1.2083333333333333;	1.7008068E7;	134217.6;	0.0;	18.4;	4.933333333333334;	0.8
1376320546;	8;	23407.994216;	267.2412672993333;	1.1416666666666666;	1.7008068E7;	0.0;	0.0;	13.6;	4.733333333333333;	0.8666666666666667
1376320846;	8;	23407.994216;	269.19193348399995;	1.15;	1.7008068E7;	357913.6;	0.0;	13.533333333333333;	4.866666666666666;	0.7333333333333333
1376321146;	8;	23407.994216;	267.2412672993333;	1.1416666666666666;	1.7008068E7;	671088.0;	0.0;	13.8;	4.866666666666666;	0.7333333333333333
1376321446;	8;	23407.994216;	261.3892687453333;	1.1166666666666667;	1.7008068E7;	44739.2;	0.0;	13.733333333333333;	4.733333333333333;	0.9333333333333333
