Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	11703.99616;	409.63986560000006;	3.5;	1.671168E7;	391468.0;	0.0;	30.666666666666668;	93.6;	76.86666666666666
1376315146;	4;	11703.99616;	555.9398176;	4.75;	1.671168E7;	603979.2;	0.06666666666666667;	30.933333333333334;	166.06666666666666;	178.53333333333333
1376315446;	4;	11703.99616;	364.7745469866667;	3.1166666666666667;	1.671168E7;	637533.6;	0.0;	30.0;	7.066666666666666;	1.6
1376315746;	4;	11703.99616;	663.2264490666666;	5.666666666666666;	1.671168E7;	570424.8;	0.4666666666666667;	30.799999999999997;	126.0;	253.53333333333333
1376316046;	4;	11703.99616;	791.9704068266667;	6.766666666666667;	1.671168E7;	469761.6;	2.6666666666666665;	36.86666666666667;	144.46666666666667;	312.4
1376316346;	4;	11703.99616;	353.0705508266667;	3.016666666666667;	1.671168E7;	1040186.4;	0.2;	50.66666666666667;	11.733333333333333;	5.8
1376316646;	4;	11703.99616;	351.1198848;	3.0;	1.671168E7;	603979.2;	2.466666666666667;	53.53333333333333;	26.2;	17.0
1376316946;	4;	11703.99616;	333.56389056;	2.85;	1.671168E7;	559240.0;	4.8;	36.733333333333334;	12.266666666666667;	7.666666666666667
1376317246;	4;	11703.99616;	1053.3596544;	9.0;	1.671168E7;	615164.0;	31.666666666666668;	189.59999999999997;	155.2;	226.6
1376317546;	4;	11703.99616;	2149.633961386667;	18.366666666666667;	1.671168E7;	917153.6;	184.13333333333333;	6285.0;	268.6;	325.73333333333335
1376317846;	4;	11703.99616;	811.4770670933335;	6.933333333333334;	1.671168E7;	2024448.8;	48.333333333333336;	2932.0;	40.266666666666666;	22.2
1376318146;	4;	11703.99616;	438.899856;	3.75;	1.671168E7;	961892.8;	177.53333333333333;	561.4666666666667;	79.4;	122.86666666666666
1376318446;	4;	11703.99616;	830.9837273600001;	7.1;	1.671168E7;	1442839.2;	14.466666666666667;	521.0;	60.46666666666667;	75.26666666666667
