Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	1;	2925.999717;	118.990655158;	4.066666666666666;	493568.0;	24114.666666666668;	0.0;	3.2666666666666666;	1117.7333333333333;	1141.0666666666666
1376315146;	1;	2925.999717;	278.945306354;	9.533333333333333;	493568.0;	34600.8;	0.0;	3.6;	3203.6;	3232.0666666666666
1376315446;	1;	2925.999717;	113.138655724;	3.8666666666666667;	493568.0;	29357.6;	0.0;	3.2;	1063.6;	1086.6666666666667
1376315746;	1;	2925.999717;	118.990655158;	4.066666666666666;	493568.0;	20968.8;	0.0;	2.2;	1091.4666666666667;	1113.7333333333333
1376316046;	1;	2925.999717;	134.595986982;	4.6;	493568.0;	19920.8;	0.0;	2.7333333333333334;	1448.6;	1471.8
1376316346;	1;	2925.999717;	138.497319938;	4.733333333333333;	493568.0;	25163.2;	0.0;	3.2666666666666666;	1270.1333333333334;	1296.0666666666666
1376316646;	1;	2925.999717;	115.089322202;	3.933333333333333;	493568.0;	28309.6;	0.0;	2.3333333333333335;	1088.8666666666666;	1110.9333333333334
1376316946;	1;	2925.999717;	117.03998868000001;	4.0;	493568.0;	29357.6;	0.0;	2.0;	1084.6666666666667;	1106.5333333333333
1376317246;	1;	2925.999717;	115.089322202;	3.933333333333333;	493568.0;	26212.0;	0.0;	1.5333333333333334;	1094.3333333333333;	1116.0
1376317546;	1;	2925.999717;	109.237322768;	3.733333333333333;	493568.0;	26562.4;	0.0;	1.7333333333333334;	1096.8;	1118.7333333333333
1376317846;	1;	2925.999717;	111.187989246;	3.8;	493568.0;	25164.8;	0.0;	1.4666666666666666;	1081.3333333333333;	1103.0
1376318146;	1;	2925.999717;	109.237322768;	3.733333333333333;	493568.0;	23066.4;	0.0;	1.6;	1078.7333333333333;	1100.1333333333334
1376318446;	1;	2925.999717;	115.089322202;	3.933333333333333;	493568.0;	29008.8;	0.0;	2.933333333333333;	1083.2666666666667;	1106.2666666666667
1376318746;	1;	2925.999717;	107.28665629000001;	3.666666666666667;	493568.0;	23067.2;	0.0;	2.7333333333333334;	1082.0666666666666;	1104.4
1376319046;	1;	2925.999717;	111.187989246;	3.8;	493568.0;	22716.8;	0.0;	2.466666666666667;	1083.8666666666666;	1105.8666666666666
1376319346;	1;	2925.999717;	115.089322202;	3.933333333333333;	493568.0;	17823.466666666667;	0.0;	2.066666666666667;	1105.3333333333333;	1127.8
1376319646;	1;	2925.999717;	122.89198811400001;	4.2;	493568.0;	18872.0;	0.0;	2.0;	1128.6666666666667;	1151.2
1376319946;	1;	2925.999717;	132.645320504;	4.533333333333333;	493568.0;	18872.0;	0.0;	2.466666666666667;	1233.4666666666667;	1257.8
1376320246;	1;	2925.999717;	109.237322768;	3.733333333333333;	493568.0;	23765.333333333332;	0.0;	1.6;	1067.8;	1089.2
