Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	32;	86399.9376;	5043.596357400001;	5.8375;	7694336.0;	0.0;	0.0;	9.533333333333335;	4.533333333333333;	0.0
1376315146;	32;	86399.9376;	5101.1963158;	5.904166666666666;	7694336.0;	0.0;	0.0;	9.933333333333334;	4.533333333333333;	0.0
1376315446;	32;	86399.9376;	5270.3961936000005;	6.1;	7694336.0;	0.0;	0.0;	9.733333333333334;	4.533333333333333;	0.0
1376315746;	32;	86399.9376;	4926.5964419;	5.702083333333333;	7694336.0;	0.0;	0.0;	9.6;	4.533333333333333;	0.0
1376316046;	32;	86399.9376;	5189.396252099999;	6.00625;	7694336.0;	0.0;	0.0;	9.866666666666667;	4.533333333333333;	0.0
1376316346;	32;	86399.9376;	5272.196192300001;	6.102083333333334;	7694336.0;	0.0;	0.0;	10.4;	4.533333333333333;	0.06666666666666667
1376316646;	32;	86399.9376;	5077.796332700001;	5.877083333333334;	7694336.0;	0.0;	0.0;	9.6;	4.533333333333333;	0.0
1376316946;	32;	86399.9376;	5221.7962287;	6.04375;	7694336.0;	0.0;	0.0;	9.466666666666667;	4.6;	0.0
1376317246;	32;	86399.9376;	5354.9961324999995;	6.197916666666666;	7694336.0;	0.0;	0.0;	9.666666666666666;	4.533333333333333;	0.0
1376317546;	32;	86399.9376;	4987.7963977;	5.772916666666666;	7694336.0;	0.0;	0.0;	9.600000000000001;	4.533333333333333;	0.0
1376317846;	32;	86399.9376;	5189.396252099999;	6.00625;	7694336.0;	0.0;	0.0;	13.466666666666667;	4.466666666666667;	0.06666666666666667
1376318146;	32;	86399.9376;	5286.5961819;	6.11875;	7694336.0;	0.0;	0.0;	11.266666666666666;	4.6;	0.0
1376318446;	32;	86399.9376;	5021.996373;	5.8125;	7694336.0;	0.0;	0.0;	9.6;	4.6;	0.0
1376318746;	32;	86399.9376;	5192.9962495;	6.010416666666666;	7694336.0;	0.0;	0.0;	9.6;	4.533333333333333;	0.0
