Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.998412;	8952.665299663335;	86.08333333333334;	1.6340992E7;	973077.6;	0.0;	0.9333333333333333;	0.0;	1.0
1376315146;	4;	10399.998412;	8957.865298869336;	86.13333333333334;	1.6340992E7;	939523.2;	0.0;	0.13333333333333333;	0.0;	1.0
1376315446;	4;	10399.998412;	8950.931966594668;	86.06666666666666;	1.6340992E7;	536870.4;	0.0;	0.13333333333333333;	0.0;	1.0
1376315746;	4;	10399.998412;	8777.598659728003;	84.4;	1.6340992E7;	290804.8;	0.0;	35.333333333333336;	27.866666666666667;	41.86666666666667
1376316046;	4;	10399.998412;	4192.932693104666;	40.31666666666666;	1.6340992E7;	1588241.6;	0.0;	4.666666666666667;	1.0666666666666667;	82.53333333333333
1376316346;	4;	10399.998412;	3017.732872548667;	29.016666666666666;	1.6340992E7;	536870.4;	0.0;	1.4666666666666666;	0.26666666666666666;	1.0
1376316646;	4;	10399.998412;	3964.132728040667;	38.11666666666667;	1.6340992E7;	850044.8;	0.4;	121.53333333333333;	87.2;	2.066666666666667
1376316946;	4;	10399.998412;	4239.7326859586665;	40.766666666666666;	1.6340992E7;	3702170.1333333333;	0.0;	10.466666666666667;	0.06666666666666667;	1.0
1376317246;	4;	10399.998412;	25.999996030000002;	0.25;	1.6340992E7;	2102742.6666666665;	0.0;	0.6666666666666666;	0.4;	0.7333333333333333
1376317546;	4;	10399.998412;	25.999996030000002;	0.25;	1.6340992E7;	413837.6;	0.0;	0.4;	0.0;	1.0
1376317846;	4;	10399.998412;	25.999996030000002;	0.25;	1.6340992E7;	44739.2;	0.06666666666666667;	3.6;	0.0;	1.0
1376318146;	4;	10399.998412;	36.399994442;	0.35;	1.6340992E7;	0.0;	2.8;	1.4666666666666666;	0.13333333333333333;	1.0666666666666667
1376318446;	4;	10399.998412;	5440.932502544668;	52.31666666666667;	1.6340992E7;	771751.2;	0.0;	125.73333333333333;	104.13333333333334;	1.6
1376318746;	4;	10399.998412;	10840.265011441335;	104.23333333333333;	1.6340992E7;	2158666.933333333;	0.0;	0.8666666666666667;	0.6;	0.6666666666666666
1376319046;	4;	10399.998412;	10649.598373888002;	102.4;	1.6340992E7;	4395628.8;	0.0;	0.3333333333333333;	0.06666666666666667;	0.3333333333333333
1376319346;	4;	10399.998412;	10696.398366742002;	102.85;	1.6340992E7;	1644165.6;	0.0;	0.13333333333333333;	0.13333333333333333;	0.4
1376319646;	4;	10399.998412;	10644.398374682001;	102.35;	1.6340992E7;	380283.2;	0.0;	0.13333333333333333;	0.0;	0.26666666666666666
1376319946;	4;	10399.998412;	9758.665176593335;	93.83333333333334;	1.6340992E7;	1386915.7333333334;	0.0;	3.8;	0.0;	0.5333333333333333
1376320246;	4;	10399.998412;	481.8665930893333;	4.633333333333333;	1.6340992E7;	4395628.8;	2.8;	95.06666666666666;	72.6;	1.6666666666666667
1376320546;	4;	10399.998412;	7763.598814558001;	74.65;	1.6340992E7;	2147481.6;	0.0;	71.0;	54.666666666666664;	1.2666666666666666
1376320846;	4;	10399.998412;	10777.865020969335;	103.63333333333334;	1.6340992E7;	7337233.866666666;	0.0;	0.8666666666666667;	0.26666666666666666;	0.6666666666666666
1376321146;	4;	10399.998412;	10649.598373888002;	102.4;	1.6340992E7;	6476003.733333333;	0.0;	1.3333333333333333;	0.0;	0.4666666666666667
1376321446;	4;	10399.998412;	10731.065028115334;	103.18333333333334;	1.6340992E7;	2796200.2666666666;	0.0;	2.066666666666667;	0.0;	0.3333333333333333
1376321746;	4;	10399.998412;	8077.332099986667;	77.66666666666667;	1.6340992E7;	9741968.0;	0.5333333333333333;	44.333333333333336;	1.4666666666666666;	123.33333333333333
1376322046;	4;	10399.998412;	214.93330051466666;	2.0666666666666664;	1.6340992E7;	8343867.2;	0.0;	26.866666666666667;	18.6;	41.8
1376322346;	4;	10399.998412;	7505.332187326668;	72.16666666666667;	1.6340992E7;	3377809.8666666667;	0.0;	71.73333333333333;	54.46666666666667;	1.3333333333333333
1376322647;	4;	10399.998412;	10796.931684724668;	103.81666666666666;	1.6340992E7;	8399791.2;	0.0;	0.7333333333333333;	0.4;	0.4666666666666667
1376322947;	4;	10399.998412;	10737.998360390002;	103.25;	1.6340992E7;	6185198.933333334;	0.0;	0.13333333333333333;	0.0;	0.5333333333333333
1376323247;	4;	10399.998412;	10866.265007471335;	104.48333333333333;	1.6340992E7;	2717906.6666666665;	0.0;	0.13333333333333333;	0.0;	0.4666666666666667
1376323547;	4;	10399.998412;	7032.132259580668;	67.61666666666667;	1.6340992E7;	1.0961112533333333E7;	0.9333333333333333;	47.46666666666667;	1.0666666666666667;	163.0
1376323847;	4;	10399.998412;	105.73331718866666;	1.0166666666666666;	1.6340992E7;	6274676.8;	0.0;	47.06666666666667;	36.733333333333334;	1.3333333333333333
1376324147;	4;	10399.998412;	5241.599199648;	50.4;	1.6340992E7;	2158666.4;	0.0;	27.6;	18.4;	1.0666666666666667
1376324447;	4;	10399.998412;	8600.798686724002;	82.7;	1.6340992E7;	2225775.7333333334;	0.0;	27.933333333333334;	18.333333333333332;	0.8666666666666667
1376324747;	4;	10399.998412;	9526.398545392;	91.6;	1.6340992E7;	6543112.0;	0.0;	0.13333333333333333;	0.0;	0.5333333333333333
1376325047;	4;	10399.998412;	10249.198435026;	98.55;	1.6340992E7;	4306150.4;	0.0;	0.13333333333333333;	0.0;	0.5333333333333333
1376325347;	4;	10399.998412;	7451.598862198001;	71.65;	1.6340992E7;	1.2068408533333333E7;	0.0;	3.3333333333333335;	0.7333333333333333;	81.8
1376325647;	4;	10399.998412;	2449.1996260260003;	23.55;	1.6340992E7;	5469370.4;	0.0;	54.93333333333333;	37.0;	82.53333333333333
1376325947;	4;	10399.998412;	4825.599263168;	46.4;	1.6340992E7;	2650797.6;	135.8;	48.666666666666664;	18.266666666666666;	1.7333333333333334
1376326247;	4;	10399.998412;	6418.532353272667;	61.71666666666667;	1.6340992E7;	1979709.6;	0.0;	4.333333333333333;	0.2;	1.0
1376326547;	4;	10399.998412;	6671.598981298001;	64.15;	1.6340992E7;	1006632.0;	31.133333333333333;	5.0;	0.0;	1.0
1376326847;	4;	10399.998412;	6869.198951126001;	66.05;	1.6340992E7;	693457.6;	0.0;	1.0666666666666667;	0.0;	1.0
1376327147;	4;	10399.998412;	6298.932371534668;	60.56666666666667;	1.6340992E7;	782936.0;	0.0;	29.666666666666668;	19.0;	82.06666666666666
1376327447;	4;	10399.998412;	4433.865989649334;	42.63333333333333;	1.6340992E7;	1364545.6;	0.0;	48.93333333333333;	36.8;	41.733333333333334
1376327747;	4;	10399.998412;	7683.865493399333;	73.88333333333333;	1.6340992E7;	1275067.2;	0.0;	29.8;	18.8;	1.0666666666666667
1376328047;	4;	10399.998412;	8013.198776446;	77.05;	1.6340992E7;	3053451.7333333334;	0.0;	0.7333333333333333;	0.0;	0.6666666666666666
1376328347;	4;	10399.998412;	7701.198824086001;	74.05;	1.6340992E7;	7258940.266666667;	0.0;	1.9333333333333333;	0.2;	41.0
1376328647;	4;	10399.998412;	6740.932304044666;	64.81666666666666;	1.6340992E7;	1.2169072266666668E7;	0.0;	0.6;	0.0;	1.0
1376328947;	4;	10399.998412;	5439.199169476;	52.3;	1.6340992E7;	3489658.6666666665;	0.0;	3.2666666666666666;	0.7333333333333333;	81.86666666666666
1376329247;	4;	10399.998412;	1729.8664025293335;	16.633333333333333;	1.6340992E7;	1688904.8;	0.0;	51.0;	36.8;	41.733333333333334
1376329547;	4;	10399.998412;	6389.065691105334;	61.43333333333333;	1.6340992E7;	1241512.8;	10.2;	33.06666666666667;	18.733333333333334;	1.2
1376329847;	4;	10399.998412;	6872.665617263334;	66.08333333333333;	1.6340992E7;	626348.8;	0.0;	1.2666666666666666;	0.0;	1.0
1376330147;	4;	10399.998412;	6879.598949538002;	66.15;	1.6340992E7;	727012.0;	0.0;	0.6;	0.0;	1.0
1376330447;	4;	10399.998412;	7319.865548979333;	70.38333333333333;	1.6340992E7;	682272.8;	0.0;	26.933333333333334;	18.2;	1.2666666666666666
1376330747;	4;	10399.998412;	4645.332624026667;	44.66666666666667;	1.6340992E7;	1912600.8;	0.0;	5.733333333333333;	0.6;	122.2
1376331047;	4;	10399.998412;	3395.599481518;	32.65;	1.6340992E7;	1163219.2;	0.0;	27.4;	18.6;	1.1333333333333333
1376331347;	4;	10399.998412;	8304.398731982;	79.85;	1.6340992E7;	1442839.2;	0.0;	49.2;	36.86666666666667;	0.9333333333333333
1376331647;	4;	10399.998412;	9671.99852316;	93.0;	1.6340992E7;	5122641.066666666;	0.0;	0.8;	0.0;	0.6
1376331947;	4;	10399.998412;	8534.932030114667;	82.06666666666666;	1.6340992E7;	1.2828975733333332E7;	0.0;	1.8;	0.2;	41.4
1376332247;	4;	10399.998412;	7836.398803442;	75.35;	1.6340992E7;	5089086.666666667;	0.0;	25.866666666666667;	18.866666666666667;	41.733333333333334
1376332547;	4;	10399.998412;	4835.99926158;	46.5;	1.6340992E7;	1946155.2;	0.0;	3.6666666666666665;	0.6;	81.93333333333334
1376332847;	4;	10399.998412;	3026.3995378920004;	29.1;	1.6340992E7;	816490.4;	0.0;	46.86666666666667;	36.333333333333336;	1.4666666666666666
1376333147;	4;	10399.998412;	7645.732165888667;	73.51666666666667;	1.6340992E7;	1901416.2666666666;	0.0;	34.0;	18.866666666666667;	0.9333333333333333
1376333447;	4;	10399.998412;	9288.931914984667;	89.31666666666666;	1.6340992E7;	8433345.066666666;	0.0;	2.533333333333333;	0.4;	41.2
1376333747;	4;	10399.998412;	8377.198720866001;	80.55;	1.6340992E7;	1.1039406666666666E7;	0.0;	0.0;	0.0;	1.0
1376334047;	4;	10399.998412;	9821.065167065335;	94.43333333333334;	1.6340992E7;	3109374.933333333;	0.0;	26.533333333333335;	18.4;	1.0666666666666667
