Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376406653;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376406954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407254;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407554;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407854;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408154;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408454;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408754;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409054;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409354;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409654;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410254;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410554;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410854;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411154;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411454;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411754;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412054;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412354;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412654;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413255;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413555;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413855;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414155;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414455;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414755;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415055;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415355;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415655;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415955;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376416255;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376416555;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376416855;	2;	5199.999264;	666.2499057;	12.8125;	352512.0;	6291456.0;	2379.142857142857;	897.7142857142858;	128.28571428571428;	2.0
1376417155;	2;	5199.999264;	2123.3330328;	40.833333333333336;	1608351.2;	4048899.7333333334;	1713.9333333333334;	5315.2;	769.4;	14.4
1376417455;	2;	5199.998754;	89.14283578285715;	1.7142857142857142;	2136064.0;	2097152.0;	0.0;	3.3333333333333335;	0.0;	0.0
1376417755;	2;	5199.998754;	64.133317966;	1.2333333333333334;	2136064.0;	1487578.6666666667;	0.0;	2.0;	0.06666666666666667;	0.06666666666666667
1376418055;	2;	5199.998754;	53.733320458;	1.0333333333333332;	2136064.0;	301988.0;	0.0;	1.8666666666666667;	0.0;	0.0
1376418355;	2;	5199.998754;	55.466653376000004;	1.0666666666666667;	2136064.0;	0.0;	0.0;	2.066666666666667;	0.06666666666666667;	0.0
1376418655;	2;	5199.998754;	53.733320458;	1.0333333333333332;	2136064.0;	39145.86666666667;	0.0;	1.8;	0.0;	0.0
1376418955;	2;	5199.998754;	55.466653376000004;	1.0666666666666667;	2136064.0;	33553.6;	0.0;	2.0;	0.13333333333333333;	0.06666666666666667
1376419255;	2;	5199.998754;	53.733320458;	1.0333333333333332;	2136064.0;	0.0;	0.0;	1.8;	0.0;	0.0
1376419555;	2;	5199.998754;	55.466653376000004;	1.0666666666666667;	2136064.0;	0.0;	0.0;	2.0;	0.13333333333333333;	0.06666666666666667
1376419855;	2;	5199.998754;	53.733320458;	1.0333333333333332;	2136064.0;	0.0;	0.0;	1.8666666666666667;	0.0;	0.0
1376420155;	2;	5199.998754;	55.466653376000004;	1.0666666666666667;	2136064.0;	0.0;	0.0;	2.0;	0.13333333333333333;	0.06666666666666667
1376420455;	2;	5199.998754;	53.733320458;	1.0333333333333332;	2136064.0;	0.0;	0.0;	1.8;	0.0;	0.0
