Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5851.998856;	122.89197597600001;	2.1;	6281216.0;	444594.4;	122.39999999999999;	54.93333333333333;	0.5333333333333333;	0.3333333333333333
1376315146;	2;	5851.998856;	126.79330854666667;	2.1666666666666665;	6281216.0;	432010.4;	122.53333333333333;	54.06666666666666;	0.5333333333333333;	0.3333333333333333
1376315446;	2;	5851.998856;	122.89197597600001;	2.1;	6281216.0;	436206.13333333336;	121.73333333333333;	54.53333333333333;	0.5333333333333333;	0.3333333333333333
1376315746;	2;	5851.998856;	128.74397483200002;	2.2;	6281216.0;	398457.06666666665;	122.46666666666667;	54.4;	0.5333333333333333;	0.3333333333333333
1376316046;	2;	5851.998856;	148.25063768533334;	2.533333333333333;	6281216.0;	448789.06666666665;	137.66666666666666;	67.6;	1.6666666666666667;	1.0666666666666667
1376316346;	2;	5851.998856;	154.10263654133334;	2.6333333333333333;	6281216.0;	608172.0;	138.73333333333335;	102.6;	8.2;	1.8666666666666667
1376316646;	2;	5851.998856;	128.74397483200002;	2.2;	6281216.0;	452982.13333333336;	122.33333333333333;	64.2;	0.5333333333333333;	0.3333333333333333
1376316946;	2;	5851.998856;	128.74397483200002;	2.2;	6281216.0;	398456.0;	122.06666666666668;	54.266666666666666;	0.5333333333333333;	0.4
1376317246;	2;	5851.998856;	126.79330854666667;	2.1666666666666665;	6281216.0;	427816.8;	121.4;	54.4;	0.5333333333333333;	0.3333333333333333
1376317546;	2;	5851.998856;	132.64530740266665;	2.2666666666666666;	6281216.0;	348126.13333333336;	122.13333333333333;	55.4;	0.4666666666666667;	0.3333333333333333
1376317846;	2;	5851.998856;	128.74397483200002;	2.2;	6281216.0;	356513.3333333333;	122.06666666666666;	56.733333333333334;	0.5333333333333333;	0.3333333333333333
1376318146;	2;	5851.998856;	122.89197597600001;	2.1;	6281216.0;	436205.86666666664;	121.93333333333334;	53.46666666666667;	0.5333333333333333;	0.3333333333333333
1376318446;	2;	5851.998856;	163.85596796800002;	2.8;	6281216.0;	360708.8;	1010.8;	71.06666666666666;	8.2;	2.0
1376318746;	2;	5851.998856;	230.17862166933332;	3.933333333333333;	6281216.0;	406845.6;	5183.866666666667;	66.66666666666667;	1.5333333333333334;	1.2
1376319046;	2;	5851.998856;	234.07995424;	4.0;	6281216.0;	297793.6;	5008.4;	58.26666666666666;	1.4666666666666666;	1.1333333333333333
1376319346;	2;	5851.998856;	241.8826193813333;	4.133333333333333;	6281216.0;	289404.8;	5183.933333333333;	60.06666666666666;	1.5333333333333334;	1.1333333333333333
1376319646;	2;	5851.998856;	257.48794966400004;	4.4;	6281216.0;	373290.6666666667;	5025.199999999999;	76.06666666666666;	2.6;	1.8
1376319946;	2;	5851.998856;	263.33994852;	4.5;	6281216.0;	633338.6666666666;	3760.0;	98.66666666666667;	1.8666666666666667;	1.3333333333333333
1376320246;	2;	5851.998856;	122.89197597600001;	2.1;	6281216.0;	469760.8;	122.33333333333334;	59.800000000000004;	0.5333333333333333;	0.3333333333333333
1376320546;	2;	5851.998856;	124.84264226133332;	2.1333333333333333;	6281216.0;	482342.93333333335;	121.86666666666667;	54.33333333333333;	0.5333333333333333;	0.4
1376320846;	2;	5851.998856;	142.39863882933335;	2.4333333333333336;	6281216.0;	415234.4;	135.13333333333335;	68.86666666666667;	8.066666666666666;	1.9333333333333333
1376321146;	2;	5851.998856;	128.74397483200002;	2.2;	6281216.0;	473953.6;	122.33333333333333;	61.6;	0.6666666666666666;	0.4666666666666667
1376321446;	2;	5851.998856;	124.84264226133332;	2.1333333333333333;	6281216.0;	490732.0;	122.00000000000001;	54.46666666666667;	0.5333333333333333;	0.3333333333333333
1376321746;	2;	5851.998856;	122.89197597600001;	2.1;	6281216.0;	369097.06666666665;	122.06666666666666;	53.666666666666664;	0.5333333333333333;	0.3333333333333333
