Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.997436;	10434.66409412;	100.33333333333334;	1.6347524E7;	1185588.8;	0.0;	0.0;	0.0;	0.4
1376315146;	4;	10399.997436;	10353.197447538;	99.55;	1.6347524E7;	503316.0;	0.0;	0.13333333333333333;	0.0;	0.4666666666666667
1376315446;	4;	10399.997436;	5165.33205988;	49.66666666666667;	1.6347524E7;	8097801.333333333;	0.0;	47.333333333333336;	0.8666666666666667;	163.86666666666667
1376315746;	4;	10399.997436;	51.99998718;	0.5;	1.6347524E7;	5458185.066666666;	0.0;	11.266666666666667;	0.0;	1.0
1376316046;	4;	10399.997436;	5680.131932962;	54.61666666666667;	1.6347524E7;	2628428.8;	2.8;	98.46666666666667;	79.86666666666666;	1.4
1376316346;	4;	10399.997436;	10614.930716343999;	102.06666666666666;	1.6347524E7;	9328129.866666667;	0.0;	0.2;	0.2;	0.4666666666666667
1376316646;	4;	10399.997436;	10696.397362926;	102.85;	1.6347524E7;	5793730.133333334;	0.0;	0.8666666666666667;	0.6666666666666666;	0.3333333333333333
1376316946;	4;	10399.997436;	4556.932209874;	43.81666666666667;	1.6347524E7;	8858368.533333333;	0.0;	1.3333333333333333;	0.13333333333333333;	0.8666666666666667
1376317246;	4;	10399.997436;	51.99998718;	0.5;	1.6347524E7;	6509557.6;	0.0;	0.2;	0.4;	0.8
1376317546;	4;	10399.997436;	51.99998718;	0.5;	1.6347524E7;	1308621.6;	0.0;	1.0;	0.0;	0.8666666666666667
1376317846;	4;	10399.997436;	51.99998718;	0.5;	1.6347524E7;	268435.2;	0.0;	0.26666666666666666;	0.0;	1.0
1376318146;	4;	10399.997436;	72.79998205199999;	0.7;	1.6347524E7;	167772.0;	2.8;	3.933333333333333;	0.13333333333333333;	1.0666666666666667
1376318446;	4;	10399.997436;	2579.199364128;	24.8;	1.6347524E7;	872414.4;	0.0;	206.66666666666666;	186.73333333333332;	2.8
1376318746;	4;	10399.997436;	2469.9993910499998;	23.75;	1.6347524E7;	2919232.8;	0.0;	196.13333333333333;	186.4;	3.8
