Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	967484.5333333333;	0.0;	12.933333333333334;	0.4666666666666667;	2.6
1376315146;	2;	5851.99868;	171.65862794666663;	2.933333333333333;	6201344.0;	1247104.0;	0.0;	19.066666666666666;	0.6;	0.5333333333333333
1376315446;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1196772.5333333334;	0.0;	18.2;	0.6;	0.4666666666666667
1376315746;	2;	5851.99868;	148.25063322666665;	2.533333333333333;	6201344.0;	1135256.8;	0.0;	12.8;	0.4666666666666667;	2.6666666666666665
1376316046;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6201344.0;	1414876.0;	0.0;	12.866666666666667;	0.4;	0.3333333333333333
1376316346;	2;	5851.99868;	206.77062002666665;	3.533333333333333;	6201344.0;	1269474.4;	0.0;	332.4666666666667;	4.0;	2.066666666666667
1376316646;	2;	5851.99868;	152.15196568;	2.6;	6201344.0;	1269474.1333333333;	0.0;	13.333333333333334;	0.4666666666666667;	2.8
1376316946;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1537909.6;	0.0;	13.333333333333334;	0.5333333333333333;	0.6
1376317246;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1135256.8;	0.0;	14.666666666666668;	0.4666666666666667;	0.4666666666666667
1376317546;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1079332.8;	0.0;	12.933333333333334;	0.4666666666666667;	2.7333333333333334
1376317846;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	1196773.0666666667;	0.0;	12.733333333333333;	0.4666666666666667;	0.4666666666666667
1376318146;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1017815.2;	0.0;	14.0;	0.4666666666666667;	0.4666666666666667
1376318446;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	973075.7333333333;	0.0;	13.266666666666666;	0.4666666666666667;	2.6666666666666665
1376318746;	2;	5851.99868;	200.91862134666667;	3.433333333333333;	6201344.0;	1191180.8;	0.0;	21.066666666666666;	0.6666666666666666;	0.6666666666666666
1376319046;	2;	5851.99868;	191.16529021333335;	3.266666666666667;	6201344.0;	1174402.4;	0.0;	16.266666666666666;	0.4;	0.3333333333333333
1376319346;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1073740.0;	0.0;	12.6;	0.5333333333333333;	2.7333333333333334
1376319646;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	1023408.0;	0.0;	12.8;	0.5333333333333333;	0.4666666666666667
1376319946;	2;	5851.99868;	175.5599604;	3.0;	6201344.0;	1560279.2;	0.0;	19.333333333333336;	3.933333333333333;	2.066666666666667
1376320246;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1258288.8;	0.0;	13.333333333333334;	0.4666666666666667;	2.8666666666666667
1376320546;	2;	5851.99868;	144.3493007733333;	2.466666666666667;	6201344.0;	1509946.4;	0.0;	12.933333333333334;	0.6;	0.6666666666666666
1376320846;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1174403.2;	0.0;	14.466666666666667;	0.4666666666666667;	0.4
1376321146;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1023408.8;	0.0;	13.2;	0.5333333333333333;	2.7333333333333334
1376321446;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1056962.4;	0.0;	13.200000000000001;	0.4;	0.4
1376321746;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1308620.8;	0.0;	14.533333333333335;	0.5333333333333333;	0.4666666666666667
1376322046;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1107295.2;	0.0;	12.8;	0.4666666666666667;	2.6
1376322346;	2;	5851.99868;	173.60929417333332;	2.966666666666667;	6201344.0;	1241512.0;	0.0;	18.933333333333334;	0.6666666666666666;	0.6
1376322647;	2;	5851.99868;	122.89197227999999;	2.1;	6201344.0;	1398099.2;	0.0;	15.133333333333335;	0.4;	0.3333333333333333
1376322947;	2;	5851.99868;	140.44796831999997;	2.4;	6201344.0;	1230326.4;	0.0;	12.733333333333334;	0.5333333333333333;	2.6666666666666665
1376323247;	2;	5851.99868;	122.89197227999999;	2.1;	6201344.0;	1135256.2666666666;	0.0;	13.266666666666667;	0.4;	0.4
1376323547;	2;	5851.99868;	187.26395776;	3.2;	6201344.0;	1168811.2;	0.0;	18.8;	3.8666666666666667;	2.0
1376323847;	2;	5851.99868;	148.25063322666665;	2.533333333333333;	6201344.0;	1101702.4;	0.0;	13.666666666666666;	0.5333333333333333;	2.8
1376324147;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1347766.9333333333;	0.0;	12.733333333333334;	0.5333333333333333;	0.6
1376324447;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1213550.1333333333;	0.0;	14.533333333333333;	0.3333333333333333;	0.3333333333333333
1376324747;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1152033.0666666667;	0.0;	12.866666666666667;	0.5333333333333333;	2.7333333333333334
1376325047;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6201344.0;	1124072.0;	0.0;	13.066666666666666;	0.4666666666666667;	0.4
1376325347;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1196772.0;	0.0;	13.933333333333334;	0.4666666666666667;	0.4666666666666667
1376325647;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6201344.0;	1068147.2;	0.0;	12.8;	0.3333333333333333;	2.6
1376325947;	2;	5851.99868;	163.85596303999998;	2.8;	6201344.0;	1152033.6;	0.0;	19.200000000000003;	0.7333333333333333;	0.6
1376326247;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1224734.4;	0.0;	15.399999999999999;	0.4;	0.3333333333333333
1376326547;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1135256.0;	0.0;	13.399999999999999;	0.5333333333333333;	2.6666666666666665
1376326847;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1185586.9333333333;	0.0;	12.733333333333334;	0.4666666666666667;	0.4
1376327147;	2;	5851.99868;	179.46129285333333;	3.066666666666667;	6201344.0;	1068147.2;	0.0;	19.4;	3.8;	2.066666666666667
1376327447;	2;	5851.99868;	140.44796831999997;	2.4;	6201344.0;	1017816.0;	0.0;	13.533333333333335;	0.4;	2.8
1376327747;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1107293.6;	0.0;	13.2;	0.6;	0.6
1376328047;	2;	5851.99868;	124.84263850666666;	2.1333333333333333;	6201344.0;	1073740.0;	0.0;	14.666666666666666;	0.4666666666666667;	0.4
1376328347;	2;	5851.99868;	146.299967;	2.5;	6201344.0;	1112886.9333333333;	0.0;	13.133333333333333;	0.5333333333333333;	2.6666666666666665
1376328647;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1090517.6;	0.0;	12.866666666666667;	0.4666666666666667;	0.4666666666666667
1376328947;	2;	5851.99868;	144.3493007733333;	2.466666666666667;	6201344.0;	1370137.0666666667;	0.0;	14.333333333333332;	0.4666666666666667;	0.4666666666666667
1376329247;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1342175.2;	0.0;	12.133333333333335;	0.4666666666666667;	2.6
1376329547;	2;	5851.99868;	206.77062002666665;	3.533333333333333;	6201344.0;	1224735.2;	0.0;	21.933333333333334;	0.6666666666666666;	0.6
1376329847;	2;	5851.99868;	204.8199538;	3.5;	6201344.0;	1481984.2666666666;	0.0;	19.8;	0.5333333333333333;	0.4
1376330147;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6201344.0;	1163217.6;	0.0;	13.399999999999999;	0.6;	2.6666666666666665
1376330447;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1202364.8;	0.0;	12.6;	0.4666666666666667;	0.4
1376330747;	2;	5851.99868;	181.41195907999997;	3.1;	6201344.0;	1386914.4;	0.0;	19.133333333333333;	3.8666666666666667;	2.066666666666667
1376331047;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1224734.4;	0.0;	13.066666666666666;	0.4666666666666667;	2.8
1376331347;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1291843.2;	0.0;	12.866666666666667;	0.5333333333333333;	0.6
1376331647;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	1140848.5333333334;	0.0;	13.933333333333334;	0.4;	0.4
1376331947;	2;	5851.99868;	144.3493007733333;	2.466666666666667;	6201344.0;	1241512.0;	0.0;	12.8;	0.5333333333333333;	2.6666666666666665
1376332247;	2;	5851.99868;	124.84263850666666;	2.1333333333333333;	6201344.0;	1207956.8;	0.0;	12.466666666666667;	0.4666666666666667;	0.4
1376332547;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1040185.6;	0.0;	14.333333333333332;	0.4666666666666667;	0.4
1376332847;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	973076.5333333333;	0.0;	12.266666666666666;	0.4666666666666667;	2.6
1376333147;	2;	5851.99868;	165.80662926666665;	2.833333333333333;	6201344.0;	1090516.8;	0.0;	19.733333333333334;	0.6666666666666666;	0.6
1376333447;	2;	5851.99868;	146.299967;	2.5;	6201344.0;	1409284.0;	0.0;	14.266666666666666;	0.4;	0.3333333333333333
1376333747;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6201344.0;	1342175.2;	0.0;	13.666666666666666;	0.6;	2.7333333333333334
1376334047;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1140848.8;	0.0;	12.333333333333334;	0.4;	0.4
1376334347;	2;	5851.99868;	179.46129285333333;	3.066666666666667;	6201344.0;	1196771.7333333334;	0.0;	19.4;	3.8666666666666667;	2.0
1376334647;	2;	5851.99868;	134.59596964;	2.3;	6201344.0;	1364544.8;	0.0;	12.733333333333333;	0.4666666666666667;	2.8
1376334947;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	1112886.6666666667;	0.0;	12.533333333333331;	0.6;	0.6
1376335247;	2;	5851.99868;	128.74397096;	2.2;	6201344.0;	995446.1333333333;	0.0;	14.133333333333333;	0.4;	0.3333333333333333
1376335547;	2;	5851.99868;	140.44796831999997;	2.4;	6201344.0;	984261.3333333334;	0.0;	12.799999999999999;	0.5333333333333333;	2.7333333333333334
1376335847;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1135256.0;	0.0;	12.4;	0.4666666666666667;	0.4
1376336147;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6201344.0;	1118478.9333333333;	0.0;	14.600000000000001;	0.4666666666666667;	0.4
1376336447;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	1185587.7333333334;	0.0;	12.666666666666666;	0.5333333333333333;	2.6
1376336747;	2;	5851.99868;	173.60929417333332;	2.966666666666667;	6201344.0;	1224733.8666666667;	0.0;	19.0;	0.6666666666666666;	0.6
1376337047;	2;	5851.99868;	130.69463718666665;	2.2333333333333334;	6201344.0;	1364544.5333333334;	0.0;	14.600000000000001;	0.4;	0.3333333333333333
1376337347;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6201344.0;	1140848.0;	0.0;	13.133333333333333;	0.5333333333333333;	2.6666666666666665
1376337647;	2;	5851.99868;	126.79330473333331;	2.1666666666666665;	6201344.0;	1040185.3333333334;	0.0;	12.666666666666666;	0.4666666666666667;	0.4
