Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.9972;	64.13331606666667;	0.6166666666666667;	1.6777216E7;	167772.0;	0.0;	4.2;	0.4;	0.26666666666666666
1376315146;	4;	10399.9972;	55.46665173333333;	0.5333333333333333;	1.6777216E7;	257250.4;	0.0;	6.933333333333334;	0.6;	0.2
1376315446;	4;	10399.9972;	58.933317466666665;	0.5666666666666667;	1.6777216E7;	380283.2;	0.0;	3.6666666666666665;	0.3333333333333333;	0.5333333333333333
1376315746;	4;	10399.9972;	55.46665173333333;	0.5333333333333333;	1.6777216E7;	190141.6;	0.0;	2.6666666666666665;	0.4;	0.0
1376316046;	4;	10399.9972;	206.26661113333333;	1.9833333333333334;	1.6777216E7;	212511.2;	0.3333333333333333;	18.266666666666666;	53.266666666666666;	5.533333333333333
1376316346;	4;	10399.9972;	116.13330206666667;	1.1166666666666667;	1.6777216E7;	570424.8;	0.0;	7.066666666666666;	67.13333333333334;	9.2
1376316646;	4;	10399.9972;	71.06664753333332;	0.6833333333333332;	1.6777216E7;	324359.2;	0.0;	6.466666666666667;	1.0666666666666667;	0.4666666666666667
1376316946;	4;	10399.9972;	60.66665033333334;	0.5833333333333334;	1.6777216E7;	178956.8;	0.0;	2.6;	0.6;	0.26666666666666666
1376317246;	4;	10399.9972;	57.19998460000001;	0.55;	1.6777216E7;	100663.2;	0.0;	9.333333333333334;	0.4;	0.13333333333333333
1376317546;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	156587.2;	0.0;	2.1333333333333333;	0.2;	0.0
1376317846;	4;	10399.9972;	55.46665173333333;	0.5333333333333333;	1.6777216E7;	324359.2;	0.0;	2.066666666666667;	0.3333333333333333;	0.0
1376318146;	4;	10399.9972;	93.5999748;	0.9;	1.6777216E7;	324359.2;	0.0;	5.066666666666666;	4.466666666666667;	1.2666666666666666
1376318446;	4;	10399.9972;	55.46665173333333;	0.5333333333333333;	1.6777216E7;	380283.2;	0.0;	2.0;	0.26666666666666666;	0.0
1376318746;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	301989.6;	0.0;	4.933333333333334;	0.4;	0.2
1376319046;	4;	10399.9972;	57.19998460000001;	0.55;	1.6777216E7;	301989.6;	0.0;	4.266666666666667;	0.26666666666666666;	0.5333333333333333
1376319346;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	156587.2;	0.0;	4.0;	0.4;	0.13333333333333333
1376319646;	4;	10399.9972;	67.59998180000001;	0.65;	1.6777216E7;	324359.2;	0.0;	6.733333333333333;	2.1333333333333333;	0.9333333333333333
1376319946;	4;	10399.9972;	57.19998460000001;	0.55;	1.6777216E7;	313174.4;	0.0;	3.1333333333333333;	1.0;	0.0
1376320246;	4;	10399.9972;	76.26664613333332;	0.7333333333333333;	1.6777216E7;	55924.0;	0.0;	1.6666666666666667;	64.8;	0.0
1376320546;	4;	10399.9972;	74.53331326666667;	0.7166666666666667;	1.6777216E7;	290804.8;	13.466666666666667;	8.533333333333333;	0.3333333333333333;	0.13333333333333333
1376320846;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	290804.8;	0.0;	5.333333333333333;	0.4;	0.2
1376321146;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	335544.0;	0.0;	2.6;	0.2;	0.0
1376321446;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	346728.8;	0.0;	1.6666666666666667;	0.06666666666666667;	0.0
1376321746;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	447392.0;	0.0;	2.6666666666666665;	0.2;	0.0
1376322046;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	167772.0;	0.0;	1.6666666666666667;	0.13333333333333333;	0.0
1376322346;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	100663.2;	0.0;	1.4;	0.8;	0.0
1376322647;	4;	10399.9972;	55.46665173333333;	0.5333333333333333;	1.6777216E7;	123032.8;	0.0;	3.533333333333333;	0.13333333333333333;	0.5333333333333333
1376322947;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	123032.8;	0.0;	2.066666666666667;	0.2;	0.0
1376323247;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	201326.4;	0.0;	1.6666666666666667;	0.26666666666666666;	0.0
1376323547;	4;	10399.9972;	53.73331886666666;	0.5166666666666666;	1.6777216E7;	402652.8;	0.0;	11.866666666666667;	0.7333333333333333;	0.26666666666666666
1376323847;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	324359.2;	0.0;	1.4;	0.13333333333333333;	0.0
1376324147;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	279620.0;	0.0;	1.6;	0.13333333333333333;	0.0
1376324447;	4;	10399.9972;	50.26665313333333;	0.48333333333333334;	1.6777216E7;	123032.8;	0.0;	1.7333333333333334;	0.2;	0.0
1376324747;	4;	10399.9972;	50.26665313333333;	0.48333333333333334;	1.6777216E7;	123032.8;	0.0;	1.6;	0.2;	0.0
1376325047;	4;	10399.9972;	50.26665313333333;	0.48333333333333334;	1.6777216E7;	78293.6;	0.0;	1.6666666666666667;	0.13333333333333333;	0.0
1376325347;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	167772.0;	0.0;	1.2666666666666666;	0.13333333333333333;	0.0
1376325647;	4;	10399.9972;	50.26665313333333;	0.48333333333333334;	1.6777216E7;	145402.4;	0.0;	6.133333333333334;	0.5333333333333333;	0.2
1376325947;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	201326.4;	0.0;	2.4;	0.26666666666666666;	0.0
1376326247;	4;	10399.9972;	57.19998460000001;	0.55;	1.6777216E7;	190141.6;	0.0;	3.466666666666667;	0.26666666666666666;	0.5333333333333333
1376326547;	4;	10399.9972;	51.999986;	0.5;	1.6777216E7;	123032.8;	0.0;	1.6;	0.2;	0.0
1376326847;	4;	10399.9972;	53.73331886666666;	0.5166666666666666;	1.6777216E7;	33554.4;	0.0;	12.866666666666667;	0.26666666666666666;	0.0
