Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377699485;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377699785;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377700085;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377700385;	1;	2599.998988;	1247.99951424;	48.0;	2041277.0909090908;	1809267.6363636365;	8806.3;	3582.8;	185.4;	5.9
1377700685;	1;	2599.998988;	2031.4658759573329;	78.13333333333333;	2097152.0;	1968525.3333333333;	780.1333333333333;	3058.866666666667;	351.8666666666667;	12.666666666666666
1377700985;	1;	2599.998988;	2353.8657504693333;	90.53333333333335;	2097152.0;	1814733.0666666667;	2856.4;	8153.733333333334;	1006.3333333333334;	33.8
1377701285;	1;	2599.998988;	2397.1990669360002;	92.2;	2097152.0;	1715469.0666666667;	3077.733333333333;	8512.2;	36.86666666666667;	1.4666666666666666
1377701585;	1;	2599.998988;	2326.1324279306664;	89.46666666666665;	2097152.0;	1564473.3333333333;	4610.133333333333;	11297.733333333334;	0.0;	0.0
1377701885;	1;	2599.998988;	2417.9990588399996;	93.0;	2097152.0;	1613407.4666666666;	2692.6;	5872.933333333333;	0.0;	0.06666666666666667
1377702185;	1;	2599.998988;	2379.8657403493335;	91.53333333333335;	2097152.0;	1495966.9333333333;	2963.4666666666667;	7638.066666666667;	0.0;	0.0
1377702485;	1;	2599.998988;	2447.4657140373333;	94.13333333333334;	2097152.0;	1280658.9333333333;	1585.0;	2741.0666666666666;	0.0;	0.0
1377702785;	1;	2599.998988;	2078.265857741333;	79.93333333333334;	2097152.0;	1221939.2;	4332.066666666667;	5134.666666666667;	0.0;	0.0
1377703085;	1;	2599.998988;	2144.132498770666;	82.46666666666665;	2097152.0;	1940562.9333333333;	3874.6;	1459.8666666666666;	0.2;	5.0
1377703385;	1;	2599.998988;	2419.7323914986664;	93.06666666666666;	2097152.0;	1772790.4;	1438.1333333333334;	868.0666666666667;	0.9333333333333333;	6.333333333333333
1377703685;	1;	2599.998988;	1870.2659387013334;	71.93333333333334;	2097152.0;	1841297.8666666667;	6253.666666666667;	1409.3333333333333;	0.6;	3.7333333333333334
1377703985;	1;	2599.998988;	1294.7994960239998;	49.8;	2097152.0;	2020255.7333333334;	1895.5333333333333;	417.26666666666665;	12.2;	10.666666666666666
1377704285;	1;	2599.998988;	537.3331241866665;	20.666666666666664;	2097152.0;	1501558.4;	63.0;	119.8;	0.8;	5.533333333333333
1377704585;	1;	2599.998988;	1804.3992976719999;	69.4;	2097152.0;	864024.5333333333;	575.4666666666667;	728.0666666666667;	0.2;	4.666666666666667
1377704885;	1;	2599.998988;	2469.9990386;	95.0;	2097152.0;	711631.4666666667;	176.0;	891.2666666666667;	0.0;	2.2666666666666666
1377705185;	1;	2599.998988;	2369.4657443973333;	91.13333333333334;	2097152.0;	817887.7333333333;	340.6666666666667;	951.4;	0.0;	16.6
1377705485;	1;	2599.998988;	43.33331646666666;	1.6666666666666665;	2097152.0;	612366.4;	0.3333333333333333;	6.266666666666667;	0.0;	0.06666666666666667
1377705785;	1;	2599.998988;	24.26665722133333;	0.9333333333333332;	2097152.0;	272627.2;	0.2;	6.133333333333334;	0.06666666666666667;	0.9333333333333333
1377706085;	1;	2599.998988;	22.533324562666667;	0.8666666666666667;	2097152.0;	146800.0;	0.2;	5.733333333333333;	0.0;	0.13333333333333333
1377706385;	1;	2599.998988;	17.33332658666667;	0.6666666666666667;	2097152.0;	138411.2;	0.2;	5.666666666666667;	0.0;	0.06666666666666667
1377706685;	1;	2599.998988;	162.93326991466665;	6.266666666666667;	2097152.0;	262841.06666666665;	1528.8666666666666;	230.13333333333333;	0.0;	0.13333333333333333
1377706986;	1;	2599.998988;	41.599983808;	1.6;	2097152.0;	301987.2;	130.06666666666666;	27.533333333333335;	0.0;	0.13333333333333333
1377707286;	1;	2599.998988;	15.599993927999998;	0.6;	2097152.0;	188741.6;	1.3333333333333333;	6.333333333333333;	0.0;	0.06666666666666667
1377707586;	1;	2599.998988;	25.999989879999998;	1.0;	2097152.0;	184548.0;	49.266666666666666;	12.466666666666667;	0.0;	0.6
1377707886;	1;	2599.998988;	19.06665924533333;	0.7333333333333333;	2097152.0;	171964.8;	0.06666666666666667;	5.8;	0.0;	0.06666666666666667
1377708186;	1;	2599.998988;	19.06665924533333;	0.7333333333333333;	2097152.0;	121633.6;	0.2;	5.933333333333334;	0.0;	0.06666666666666667
1377708486;	1;	2599.998988;	19.06665924533333;	0.7333333333333333;	2097152.0;	102059.73333333334;	0.06666666666666667;	5.8;	0.0;	0.06666666666666667
1377708786;	1;	2599.998988;	19.06665924533333;	0.7333333333333333;	2097152.0;	114642.93333333333;	0.0;	5.933333333333334;	0.0;	0.06666666666666667
1377709086;	1;	2599.998988;	17.33332658666667;	0.6666666666666667;	2097152.0;	134215.2;	0.0;	5.666666666666667;	0.0;	0.06666666666666667
1377709386;	1;	2599.998988;	15.599993927999998;	0.6;	2097152.0;	150993.6;	0.06666666666666667;	6.066666666666666;	0.13333333333333333;	0.9333333333333333
1377709686;	1;	2599.998988;	15.599993927999998;	0.6;	2097152.0;	146798.93333333332;	0.0;	9.133333333333333;	0.0;	0.13333333333333333
