Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	9599.998916;	553.5999374893333;	5.766666666666667;	5537792.0;	562035.7333333333;	0.0;	2.8;	1050.8;	4.0
1376315146;	4;	9599.998916;	547.199938212;	5.7;	5537792.0;	390067.73333333334;	0.0;	3.066666666666667;	990.7333333333333;	8.066666666666666
1376315446;	4;	9599.998916;	526.3999405606668;	5.483333333333333;	5537792.0;	448788.5333333333;	0.0;	2.933333333333333;	881.7333333333333;	5.066666666666666
1376315746;	4;	9599.998916;	502.3999432706667;	5.233333333333333;	5537792.0;	415234.13333333336;	0.0;	2.933333333333333;	799.8;	4.6
1376316046;	4;	9599.998916;	587.1999336953334;	6.116666666666666;	5537792.0;	377485.6;	0.0;	2.8;	1030.0666666666666;	4.4
1376316346;	4;	9599.998916;	1172.7998675713334;	12.216666666666667;	5537792.0;	708836.5333333333;	0.0;	4.333333333333333;	1751.8666666666666;	44.13333333333333
1376316646;	4;	9599.998916;	591.9999331533334;	6.166666666666666;	5537792.0;	578812.0;	0.0;	2.6666666666666665;	1088.3333333333333;	5.466666666666667
1376316946;	4;	9599.998916;	631.9999286366667;	6.583333333333334;	5537792.0;	478148.0;	0.0;	3.066666666666667;	1092.6666666666667;	6.733333333333333
1376317246;	4;	9599.998916;	603.1999318886668;	6.283333333333334;	5537792.0;	499120.8;	0.0;	2.8;	1130.5333333333333;	4.8
1376317546;	4;	9599.998916;	551.99993767;	5.75;	5537792.0;	436205.6;	0.0;	6.0;	1033.7333333333333;	4.0
1376317846;	4;	9599.998916;	539.1999391153333;	5.616666666666666;	5537792.0;	490731.2;	0.0;	2.8;	914.5333333333333;	4.866666666666666
1376318146;	4;	9599.998916;	502.3999432706667;	5.233333333333333;	5537792.0;	566228.0;	0.0;	3.4;	824.0666666666667;	5.733333333333333
1376318446;	4;	9599.998916;	499.19994363200004;	5.2;	5537792.0;	541063.2;	0.0;	2.7333333333333334;	841.1333333333333;	4.2
1376318746;	4;	9599.998916;	526.3999405606668;	5.483333333333333;	5537792.0;	364901.6;	0.0;	3.1333333333333333;	1094.4666666666667;	4.266666666666667
1376319046;	4;	9599.998916;	575.99993496;	6.0;	5537792.0;	595589.6;	0.0;	2.8666666666666667;	1048.7333333333333;	4.733333333333333
1376319346;	4;	9599.998916;	567.9999358633333;	5.916666666666666;	5537792.0;	532674.6666666666;	0.0;	3.2;	931.4666666666667;	4.066666666666666
1376319646;	4;	9599.998916;	569.5999356826667;	5.933333333333334;	5537792.0;	448788.5333333333;	0.0;	2.7333333333333334;	922.4666666666667;	4.133333333333334
1376319946;	4;	9599.998916;	617.5999302626667;	6.433333333333334;	5537792.0;	583006.9333333333;	0.0;	4.4;	1253.9333333333334;	3.6
1376320246;	4;	9599.998916;	675.1999237586667;	7.033333333333334;	5537792.0;	524285.86666666664;	0.0;	2.7333333333333334;	1472.5333333333333;	4.933333333333334
1376320546;	4;	9599.998916;	654.3999261073334;	6.816666666666666;	5537792.0;	633338.6666666666;	0.0;	3.3333333333333335;	1027.3333333333333;	6.066666666666666
1376320846;	4;	9599.998916;	561.599936586;	5.85;	5537792.0;	545258.4;	0.0;	2.8666666666666667;	1075.6666666666667;	4.6
1376321146;	4;	9599.998916;	532.799939838;	5.55;	5537792.0;	532674.9333333333;	0.0;	6.266666666666667;	903.1333333333333;	3.933333333333333
1376321446;	4;	9599.998916;	524.7999407413332;	5.466666666666666;	5537792.0;	557840.8;	0.0;	2.7333333333333334;	903.2;	4.4
