Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	1;	2599.999301;	3.4666657346666665;	0.13333333333333333;	262144.0;	18872.0;	0.0;	0.0;	47.0;	47.06666666666667
1376315146;	1;	2599.999301;	0.0;	0.0;	262144.0;	21843.733333333334;	0.0;	0.0;	33.13333333333333;	33.06666666666667
1376315446;	1;	2599.999301;	3.4666657346666665;	0.13333333333333333;	262144.0;	24290.666666666668;	0.0;	0.0;	45.8;	45.86666666666667
1376315746;	1;	2599.999301;	0.0;	0.0;	262144.0;	25862.666666666668;	0.0;	0.0;	28.6;	28.666666666666668
1376316046;	1;	2599.999301;	0.0;	0.0;	262144.0;	23415.466666666667;	0.0;	0.2;	27.266666666666666;	27.2
1376316346;	1;	2599.999301;	5.199998601999999;	0.2;	262144.0;	25687.466666666667;	0.0;	0.0;	30.466666666666665;	30.533333333333335
1376316646;	1;	2599.999301;	0.0;	0.0;	262144.0;	21668.8;	0.0;	0.0;	27.0;	27.133333333333333
1376316946;	1;	2599.999301;	0.0;	0.0;	262144.0;	26911.466666666667;	0.0;	0.0;	29.466666666666665;	29.4
1376317246;	1;	2599.999301;	0.0;	0.0;	262144.0;	29707.733333333334;	0.0;	0.3333333333333333;	27.0;	27.066666666666666
1376317546;	1;	2599.999301;	0.0;	0.0;	262144.0;	25863.466666666667;	0.0;	0.0;	35.666666666666664;	35.93333333333333
1376317846;	1;	2599.999301;	0.0;	0.0;	262144.0;	24114.666666666668;	0.0;	0.0;	27.866666666666667;	27.866666666666667
1376318146;	1;	2599.999301;	0.0;	0.0;	262144.0;	17299.2;	0.0;	0.0;	27.4;	27.6
1376318446;	1;	2599.999301;	0.0;	0.0;	262144.0;	19571.466666666667;	0.0;	0.13333333333333333;	26.066666666666666;	26.4
