Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	23407.993664;	2426.6286765013338;	10.366666666666667;	2.5165824E7;	5536479.2;	35.46666666666667;	249.0;	37.266666666666666;	67.33333333333333
1376315146;	8;	23407.993664;	1425.9369473653333;	6.091666666666666;	2.5165824E7;	4395628.266666667;	4.066666666666666;	651.5333333333333;	1.2666666666666666;	6.266666666666667
1376315446;	8;	23407.993664;	1970.1728000533333;	8.416666666666666;	2.5165824E7;	3741316.0;	5.133333333333334;	66.86666666666666;	6.266666666666667;	21.666666666666668
1376315746;	8;	23407.993664;	1583.9409045973332;	6.766666666666667;	2.5165824E7;	3690984.0;	1.6;	53.06666666666667;	5.2;	21.866666666666667
1376316046;	8;	23407.993664;	1658.0662178666669;	7.083333333333334;	2.5165824E7;	3271555.2;	0.06666666666666667;	636.3333333333334;	26.0;	20.2
1376316346;	8;	23407.993664;	1736.0928634133334;	7.416666666666666;	2.5165824E7;	3254778.1333333333;	1.7333333333333334;	339.53333333333336;	346.8;	1009.0666666666667
1376316646;	8;	23407.993664;	3113.263157312;	13.3;	2.5165824E7;	3640654.1333333333;	6.533333333333333;	1056.6666666666667;	307.53333333333336;	1795.6
1376316946;	8;	23407.993664;	3124.9671541440002;	13.35;	2.5165824E7;	4227857.066666666;	6.066666666666666;	374.4;	364.3333333333333;	2463.5333333333333
1376317246;	8;	23407.993664;	2689.9686052213337;	11.491666666666667;	2.5165824E7;	4378852.0;	6.266666666666667;	915.6;	78.06666666666666;	504.0
1376317546;	8;	23407.993664;	2436.3820071946666;	10.408333333333333;	2.5165824E7;	5435816.0;	9.466666666666667;	247.26666666666668;	63.266666666666666;	197.6
1376317846;	8;	23407.993664;	1622.954227370667;	6.933333333333334;	2.5165824E7;	3925866.4;	0.0;	740.2;	0.3333333333333333;	1.4666666666666666
1376318146;	8;	23407.993664;	1308.8969790453332;	5.591666666666666;	2.5165824E7;	3120560.0;	0.0;	52.06666666666667;	2.2;	8.533333333333333
1376318446;	8;	23407.993664;	1593.6942352906667;	6.808333333333334;	2.5165824E7;	3120560.0;	0.4666666666666667;	505.26666666666665;	0.9333333333333333;	10.933333333333334
1376318746;	8;	23407.993664;	1310.8476451840002;	5.6;	2.5165824E7;	2717908.0;	0.0;	29.733333333333334;	0.4;	8.533333333333333
