Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377700385;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377700685;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377700985;	2;	5199.998724;	251.33327165999998;	4.833333333333333;	708096.0;	5913968.0;	658.6363636363636;	30.272727272727273;	0.18181818181818182;	0.0
1377701285;	2;	5199.998724;	5.199998724;	0.1;	744379.7333333333;	2298476.0;	3.3333333333333335;	1.8;	0.0;	0.0
1377701585;	2;	5199.998724;	0.0;	0.0;	745472.0;	536869.6;	0.4;	1.8666666666666667;	0.0;	0.0
1377701885;	2;	5199.998724;	0.0;	0.0;	745472.0;	100662.4;	0.0;	1.5333333333333334;	0.0;	0.0
1377702185;	2;	5199.998724;	0.0;	0.0;	745472.0;	16776.8;	0.13333333333333333;	1.8;	0.0;	0.0
1377702485;	2;	5199.998724;	0.0;	0.0;	745472.0;	33553.6;	0.0;	1.5333333333333334;	0.0;	0.0
1377702785;	2;	5199.998724;	0.0;	0.0;	745472.0;	16776.8;	0.0;	1.6;	0.0;	0.0
1377703085;	2;	5199.998724;	0.0;	0.0;	745472.0;	33553.6;	1.2666666666666666;	1.1333333333333333;	0.0;	0.0
1377703385;	2;	5199.998724;	0.0;	0.0;	745472.0;	0.0;	0.0;	1.5333333333333334;	0.0;	0.0
1377703685;	2;	5199.998724;	0.0;	0.0;	745472.0;	16776.8;	0.0;	1.3333333333333333;	0.0;	0.0
1377703985;	2;	5199.998724;	0.0;	0.0;	745472.0;	16776.8;	0.0;	1.5333333333333334;	0.0;	0.0
1377704285;	2;	5199.998724;	2145.8661401040004;	41.26666666666667;	1965943.4666666666;	855636.8;	692.8;	6204.733333333334;	842.1333333333333;	20.333333333333332
1377704585;	2;	5199.998724;	240.93327421199996;	4.633333333333333;	2595498.6666666665;	1526724.8;	274.73333333333335;	703.6666666666667;	98.2;	6.4
1377704885;	2;	5199.998724;	0.0;	0.0;	2600960.0;	508907.2;	0.0;	0.0;	0.0;	0.0
1377705185;	2;	5199.998724;	5.199998724;	0.1;	2600960.0;	44738.4;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
