Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377176541;	1;	2599.998982;	1219.6358861018182;	46.90909090909091;	1021192.7272727273;	3145728.0;	1242.5;	5628.6;	1109.6;	19.4
1377176841;	1;	2599.998982;	1793.99929758;	69.0;	2435533.3333333335;	2703926.6666666665;	43.73333333333333;	2399.6;	142.4;	2.933333333333333
1377177141;	1;	2599.998982;	409.0665065013334;	15.733333333333333;	2442784.533333333;	1563076.0;	338.0;	1125.0;	69.86666666666666;	3.533333333333333
1377177441;	1;	2599.998982;	0.0;	0.0;	2443752.0;	592792.8;	0.0;	0.0;	0.0;	0.0
1377177741;	1;	2599.998982;	5.1999979640000005;	0.2;	2443752.0;	86680.26666666666;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1377178041;	1;	2599.998982;	0.0;	0.0;	2443752.0;	22368.0;	0.0;	0.0;	0.0;	0.0
1377178341;	1;	2599.998982;	5.1999979640000005;	0.2;	2443752.0;	0.0;	0.0;	0.26666666666666666;	0.06666666666666667;	0.0
1377178641;	1;	2599.998982;	0.0;	0.0;	2443752.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377178941;	1;	2599.998982;	5.1999979640000005;	0.2;	2443752.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1377179241;	1;	2599.998982;	0.0;	0.0;	2443752.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377179541;	1;	2599.998982;	5.1999979640000005;	0.2;	2443752.0;	16776.8;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
1377179841;	1;	2599.998982;	0.0;	0.0;	2443752.0;	8388.0;	0.0;	0.0;	0.0;	0.0
1377180141;	1;	2599.998982;	17.33332654666667;	0.6666666666666667;	2443752.0;	36349.6;	329.53333333333336;	13.8;	0.26666666666666666;	0.2
1377180441;	1;	2599.998982;	450.6664902133333;	17.333333333333332;	2443752.0;	315968.8;	63.53333333333333;	242.46666666666667;	28.666666666666668;	5.866666666666666
1377180741;	1;	2599.999724;	25.99999724;	1.0;	2443752.0;	335544.0;	0.0;	2.3;	0.1;	0.0
1377181041;	1;	2599.999724;	55.466660778666665;	2.1333333333333333;	2443752.0;	218101.6;	3.0;	114.46666666666667;	25.733333333333334;	0.4
1377181341;	1;	2599.999724;	22.533330941333332;	0.8666666666666667;	2443752.0;	92272.53333333334;	0.6;	0.4;	0.06666666666666667;	0.0
1377181641;	1;	2599.999724;	24.266664090666662;	0.9333333333333332;	2443752.0;	53125.066666666666;	0.0;	1.0666666666666667;	0.06666666666666667;	0.0
1377181941;	1;	2599.999724;	25.99999724;	1.0;	2443752.0;	41940.0;	0.6;	0.8;	0.06666666666666667;	0.0
1377182241;	1;	2599.999724;	25.99999724;	1.0;	2443752.0;	114642.93333333333;	0.0;	5.266666666666667;	0.0;	0.0
1377182542;	1;	2599.999724;	36.399996136;	1.4;	2443752.0;	97865.33333333333;	0.0;	9.933333333333334;	0.06666666666666667;	0.0
1377182842;	1;	2599.999724;	8.666665746666668;	0.33333333333333337;	2443752.0;	50329.6;	0.0;	0.0;	0.0;	0.0
1377183142;	1;	2599.999724;	81.46665801866666;	3.1333333333333333;	2443752.0;	204121.06666666668;	22.6;	357.4666666666667;	0.06666666666666667;	0.6
1377183442;	1;	2599.999724;	15.599998343999998;	0.6;	2443752.0;	159382.13333333333;	0.0;	0.2;	0.0;	0.06666666666666667
1377183742;	1;	2599.999724;	25.99999724;	1.0;	2443752.0;	33552.26666666667;	0.0;	6.6;	0.2;	0.26666666666666666
1377184042;	1;	2599.999724;	65.86665967466666;	2.533333333333333;	2443752.0;	50329.6;	0.8666666666666667;	40.6;	2.2;	0.4
1377184342;	1;	2599.999724;	91.86665691466665;	3.533333333333333;	2443752.0;	248860.0;	5.666666666666666;	190.26666666666668;	25.133333333333333;	1.6666666666666667
1377184642;	1;	2599.999724;	31.199996687999995;	1.2;	2443752.0;	201325.33333333334;	0.3333333333333333;	12.266666666666667;	0.26666666666666666;	0.06666666666666667
1377184942;	1;	2599.999724;	126.53331990133334;	4.866666666666667;	2443752.0;	262841.06666666665;	0.6666666666666666;	190.4;	34.8;	1.1333333333333333
1377185242;	1;	2599.999724;	53.733327629333324;	2.0666666666666664;	2443752.0;	226490.93333333332;	60.666666666666664;	20.266666666666666;	1.0;	0.06666666666666667
