Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.9972;	209.73327686666667;	2.0166666666666666;	1.6707584E7;	436207.2;	0.0;	57.46666666666666;	14.666666666666666;	9.333333333333334
1376315146;	4;	10399.9972;	206.26661113333333;	1.9833333333333334;	1.6707584E7;	458576.8;	0.26666666666666666;	53.53333333333333;	14.733333333333333;	9.4
1376315446;	4;	10399.9972;	206.26661113333333;	1.9833333333333334;	1.6707584E7;	771751.2;	0.0;	53.199999999999996;	14.666666666666666;	9.333333333333334
1376315746;	4;	10399.9972;	204.53327826666663;	1.9666666666666666;	1.6707584E7;	458576.8;	0.0;	51.66666666666667;	14.533333333333333;	9.333333333333334
1376316046;	4;	10399.9972;	218.3999412;	2.1;	1.6707584E7;	458576.8;	0.6000000000000001;	53.733333333333334;	14.6;	9.4
1376316346;	4;	10399.9972;	227.06660553333336;	2.1833333333333336;	1.6707584E7;	1342176.0;	0.0;	67.2;	14.6;	9.466666666666667
1376316646;	4;	10399.9972;	213.19994259999999;	2.05;	1.6707584E7;	480946.4;	0.0;	75.73333333333333;	14.4;	9.333333333333334
1376316946;	4;	10399.9972;	209.73327686666667;	2.0166666666666666;	1.6707584E7;	380283.2;	0.26666666666666666;	52.733333333333334;	14.533333333333333;	9.4
1376317246;	4;	10399.9972;	214.93327546666663;	2.0666666666666664;	1.6707584E7;	693457.6;	1.0666666666666667;	53.800000000000004;	14.533333333333333;	9.466666666666667
1376317546;	4;	10399.9972;	209.73327686666667;	2.0166666666666666;	1.6707584E7;	581609.6;	0.0;	52.333333333333336;	14.4;	9.266666666666667
1376317846;	4;	10399.9972;	214.93327546666663;	2.0666666666666664;	1.6707584E7;	894784.0;	0.6000000000000001;	54.333333333333336;	14.4;	9.333333333333334
1376318146;	4;	10399.9972;	256.53326426666666;	2.466666666666667;	1.6707584E7;	648718.4;	0.0;	54.86666666666667;	14.533333333333333;	9.4
1376318446;	4;	10399.9972;	223.5999398;	2.15;	1.6707584E7;	704642.4;	0.0;	57.8;	14.533333333333333;	9.333333333333334
1376318746;	4;	10399.9972;	209.73327686666667;	2.0166666666666666;	1.6707584E7;	503316.0;	0.26666666666666666;	53.53333333333333;	14.466666666666667;	9.4
1376319046;	4;	10399.9972;	209.73327686666667;	2.0166666666666666;	1.6707584E7;	559240.0;	0.0;	53.46666666666667;	14.4;	9.333333333333334
