Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5851.998988;	294.55061572933334;	5.033333333333333;	8388608.0;	810896.8;	0.06666666666666667;	96.6;	0.0;	6.533333333333333
1376315146;	2;	5851.998988;	296.5012820586667;	5.066666666666666;	8388608.0;	939522.4;	0.0;	89.46666666666667;	0.0;	6.333333333333333
1376315446;	2;	5851.998988;	314.05727902266665;	5.366666666666666;	8388608.0;	654309.6;	0.06666666666666667;	94.0;	0.0;	7.0
1376315746;	2;	5851.998988;	323.8106106693334;	5.533333333333334;	8388608.0;	1157626.4;	0.06666666666666667;	94.86666666666667;	0.0;	7.2
1376316046;	2;	5851.998988;	323.8106106693334;	5.533333333333334;	8388608.0;	939522.4;	6.733333333333333;	105.86666666666667;	0.0;	7.266666666666667
1376316346;	2;	5851.998988;	325.76127699866663;	5.566666666666666;	8388608.0;	883598.1333333333;	0.06666666666666667;	96.73333333333333;	0.0;	7.866666666666666
1376316646;	2;	5851.998988;	319.90927801066664;	5.466666666666666;	8388608.0;	805304.8;	0.13333333333333333;	96.4;	0.0;	7.6
1376316946;	2;	5851.998988;	333.563942316;	5.7;	8388608.0;	816489.6;	1.7333333333333334;	99.4;	0.0;	8.133333333333333
1376317246;	2;	5851.998988;	355.0212719386667;	6.066666666666666;	8388608.0;	1163217.6;	0.06666666666666667;	97.13333333333334;	0.0;	9.0
1376317546;	2;	5851.998988;	353.07060560933337;	6.033333333333334;	8388608.0;	1017816.2666666667;	0.06666666666666667;	100.73333333333333;	0.0;	9.533333333333333
1376317846;	2;	5851.998988;	204.81996458;	3.5;	8388608.0;	1006630.9333333333;	7.133333333333333;	84.73333333333333;	0.0;	0.3333333333333333
1376318146;	2;	5851.998988;	177.51063596933335;	3.033333333333333;	8388608.0;	637532.2666666667;	1.6666666666666667;	62.333333333333336;	0.0;	0.0
1376318446;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	385874.93333333335;	0.0;	65.73333333333333;	0.0;	0.0
1376318746;	2;	5851.998988;	200.91863192133331;	3.433333333333333;	8388608.0;	475352.5333333333;	268.06666666666666;	343.66666666666663;	0.0;	0.0
1376319046;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8388608.0;	609570.6666666666;	0.0;	61.4;	0.0;	0.0
1376319346;	2;	5851.998988;	181.41196862800004;	3.1;	8388608.0;	967484.0;	0.0;	64.33333333333333;	0.0;	0.0
1376319646;	2;	5851.998988;	300.4026147173334;	5.133333333333334;	8388608.0;	721418.1333333333;	7.066666666666667;	97.86666666666666;	0.4;	7.266666666666667
1376319946;	2;	5851.998988;	230.17862686133333;	3.933333333333333;	8388608.0;	810896.8;	0.0;	70.53333333333335;	0.13333333333333333;	2.066666666666667
1376320246;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8388608.0;	503314.6666666667;	0.0;	60.93333333333333;	0.0;	0.0
1376320546;	2;	5851.998988;	158.00397267600002;	2.7;	8388608.0;	380283.2;	0.0;	64.86666666666667;	0.0;	0.0
1376320846;	2;	5851.998988;	288.69861674133335;	4.933333333333334;	8388608.0;	889190.4;	23.733333333333334;	467.5333333333333;	0.13333333333333333;	0.0
1376321146;	2;	5851.998988;	158.00397267600002;	2.7;	8388608.0;	933929.6;	0.0;	60.13333333333333;	0.0;	0.0
1376321446;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8388608.0;	475352.8;	7.266666666666667;	122.80000000000001;	0.0;	0.0
1376321746;	2;	5851.998988;	161.9053053346667;	2.766666666666667;	8388608.0;	576016.5333333333;	0.0;	60.6;	0.0;	0.0
1376322046;	2;	5851.998988;	167.75730432266667;	2.8666666666666667;	8388608.0;	430614.13333333336;	0.8666666666666667;	64.46666666666667;	0.0;	0.0
1376322346;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8388608.0;	425021.06666666665;	0.0;	64.46666666666667;	0.0;	0.0
1376322647;	2;	5851.998988;	167.75730432266667;	2.8666666666666667;	8388608.0;	318766.4;	0.0;	66.93333333333334;	0.0;	0.0
1376322947;	2;	5851.998988;	185.31330128666667;	3.166666666666667;	8388608.0;	564831.4666666667;	0.0;	60.733333333333334;	0.0;	0.0
1376323247;	2;	5851.998988;	236.03062584933335;	4.033333333333333;	8388608.0;	581608.8;	703.8000000000001;	79.46666666666667;	0.0;	0.2
1376323547;	2;	5851.998988;	756.8585357813333;	12.933333333333332;	8388608.0;	1420468.8;	4141.400000000001;	85.39999999999999;	0.0;	0.0
1376323847;	2;	5851.998988;	163.85597166399998;	2.8;	8388608.0;	1045778.1333333333;	0.0;	64.33333333333333;	0.0;	0.0
1376324147;	2;	5851.998988;	183.36263495733337;	3.1333333333333333;	8388608.0;	531276.8;	110.4;	127.33333333333333;	0.0;	0.0
1376324447;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8388608.0;	732604.0;	0.0;	66.33333333333333;	0.0;	0.2
1376324747;	2;	5851.998988;	163.85597166399998;	2.8;	8388608.0;	497722.93333333335;	0.0;	63.46666666666667;	0.0;	0.0
1376325047;	2;	5851.998988;	165.8066379933333;	2.833333333333333;	8388608.0;	475352.8;	7.8;	74.0;	0.0;	0.0
1376325347;	2;	5851.998988;	177.51063596933335;	3.033333333333333;	8388608.0;	531276.5333333333;	0.0;	64.0;	0.0;	0.0
1376325647;	2;	5851.998988;	169.707970652;	2.9;	8388608.0;	503315.2;	0.0;	64.86666666666667;	0.0;	0.0
1376325947;	2;	5851.998988;	161.9053053346667;	2.766666666666667;	8388608.0;	318765.6;	0.0;	64.53333333333333;	0.0;	0.0
1376326247;	2;	5851.998988;	169.707970652;	2.9;	8388608.0;	296396.26666666666;	0.0;	60.266666666666666;	0.0;	0.0
1376326547;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8388608.0;	754973.6;	0.0;	64.26666666666667;	0.0;	0.0
1376326847;	2;	5851.998988;	167.75730432266667;	2.8666666666666667;	8388608.0;	520092.8;	6.866666666666666;	80.33333333333333;	0.0;	0.0
1376327147;	2;	5851.998988;	169.707970652;	2.9;	8388608.0;	503315.2;	0.0;	60.2;	0.0;	0.0
1376327447;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	369097.6;	0.0;	64.06666666666666;	0.0;	0.0
1376327747;	2;	5851.998988;	163.85597166399998;	2.8;	8388608.0;	419429.6;	0.0;	63.53333333333333;	0.0;	0.0
1376328047;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	419428.8;	0.0;	61.53333333333333;	0.0;	0.0
1376328347;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	268434.4;	0.0;	62.46666666666666;	0.0;	0.0
1376328647;	2;	5851.998988;	181.41196862800004;	3.1;	8388608.0;	335543.2;	7.0;	80.0;	0.0;	0.0
1376328947;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8388608.0;	620756.0;	0.0;	60.333333333333336;	0.0;	0.0
1376329247;	2;	5851.998988;	239.93195850799998;	4.1;	8388608.0;	436205.6;	4.866666666666667;	70.60000000000001;	0.0;	0.0
1376329547;	2;	5851.998988;	163.85597166399998;	2.8;	8388608.0;	341135.73333333334;	0.0;	64.2;	0.0;	0.0
1376329847;	2;	5851.998988;	159.95463900533332;	2.733333333333333;	8388608.0;	285210.6666666667;	0.0;	60.733333333333334;	0.0;	0.0
1376330147;	2;	5851.998988;	171.65863698133333;	2.933333333333333;	8388608.0;	564831.2;	0.0;	64.0;	0.0;	0.0
1376330447;	2;	5851.998988;	167.75730432266667;	2.8666666666666667;	8388608.0;	397059.2;	7.133333333333334;	74.46666666666667;	0.0;	0.0
1376330747;	2;	5851.998988;	167.75730432266667;	2.8666666666666667;	8388608.0;	391466.4;	0.0;	60.0;	0.0;	0.0
1376331047;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	408243.2;	0.0;	64.60000000000001;	0.0;	0.0
1376331347;	2;	5851.998988;	247.73462382533336;	4.233333333333333;	8388608.0;	307580.8;	1.6666666666666667;	62.93333333333333;	0.0;	0.0
1376331647;	2;	5851.998988;	210.67196356800002;	3.6;	8388608.0;	564831.4666666667;	0.0;	65.73333333333333;	0.0;	0.0
1376331947;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	408244.8;	0.0;	61.4;	0.0;	0.0
1376332247;	2;	5851.998988;	185.31330128666667;	3.166666666666667;	8388608.0;	452982.6666666667;	7.4;	77.53333333333333;	0.0;	0.0
1376332547;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	592793.0666666667;	0.0;	65.46666666666667;	0.0;	0.0
1376332847;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	369097.6;	0.0;	62.0;	0.0;	0.0
1376333147;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	520092.26666666666;	0.0;	64.8;	0.0;	0.0
1376333447;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	380282.6666666667;	0.0;	62.0;	0.0;	0.0
1376333747;	2;	5851.998988;	181.41196862800004;	3.1;	8388608.0;	760565.8666666667;	0.0;	65.26666666666667;	0.0;	0.0
1376334047;	2;	5851.998988;	185.31330128666667;	3.166666666666667;	8388608.0;	413836.8;	6.866666666666666;	75.06666666666666;	0.0;	0.0
1376334347;	2;	5851.998988;	341.3666076333334;	5.833333333333334;	8388608.0;	587201.0666666667;	0.06666666666666667;	85.86666666666666;	0.4666666666666667;	8.0
1376334647;	2;	5851.998988;	528.6305752493333;	9.033333333333333;	8388608.0;	995445.8666666667;	0.13333333333333333;	108.26666666666667;	0.8;	12.8
1376334947;	2;	5851.998988;	358.9226045973334;	6.133333333333334;	8388608.0;	989853.3333333334;	107.0;	129.93333333333334;	0.4;	5.333333333333333
1376335247;	2;	5851.998988;	177.51063596933335;	3.033333333333333;	8388608.0;	693457.0666666667;	0.0;	62.46666666666667;	0.0;	0.0
1376335547;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	441798.13333333336;	0.0;	64.66666666666667;	0.0;	0.0
1376335847;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8388608.0;	408244.8;	7.533333333333333;	78.73333333333333;	0.0;	0.0
1376336147;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	587201.3333333334;	0.0;	62.46666666666667;	0.0;	0.0
1376336447;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	374689.86666666664;	0.0;	61.733333333333334;	0.0;	0.0
1376336747;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	234880.0;	0.0;	64.66666666666667;	0.0;	0.0
1376337047;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	341134.93333333335;	0.0;	62.13333333333333;	0.0;	0.0
1376337347;	2;	5851.998988;	185.31330128666667;	3.166666666666667;	8388608.0;	749380.5333333333;	0.0;	75.0;	0.0;	0.0
1376337647;	2;	5851.998988;	275.04395243600004;	4.7;	8388608.0;	536869.6;	11.666666666666666;	86.33333333333334;	0.0;	0.0
1376337947;	2;	5851.998988;	171.65863698133333;	2.933333333333333;	8388608.0;	654309.6;	0.0;	64.26666666666667;	0.0;	0.0
1376338248;	2;	5851.998988;	171.65863698133333;	2.933333333333333;	8388608.0;	419429.6;	0.0;	65.0;	0.0;	0.0
1376338548;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	469761.6;	0.0;	62.46666666666667;	0.0;	0.0
1376338848;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	609570.6666666666;	0.0;	65.33333333333333;	0.0;	0.0
1376339148;	2;	5851.998988;	169.707970652;	2.9;	8388608.0;	419429.86666666664;	0.0;	61.266666666666666;	0.0;	0.0
1376339448;	2;	5851.998988;	177.51063596933335;	3.033333333333333;	8388608.0;	307580.8;	7.2;	77.0;	0.0;	0.0
1376339748;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	469760.8;	0.0;	65.06666666666666;	0.0;	0.0
1376340048;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8388608.0;	262841.86666666664;	0.0;	61.4;	0.0;	0.0
1376340348;	2;	5851.998988;	161.9053053346667;	2.766666666666667;	8388608.0;	385874.13333333336;	0.0;	60.86666666666667;	0.0;	0.0
1376340648;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	313173.06666666665;	0.0;	61.86666666666667;	0.0;	0.0
1376340948;	2;	5851.998988;	181.41196862800004;	3.1;	8388608.0;	536869.6;	0.0;	62.06666666666667;	0.0;	0.0
1376341248;	2;	5851.998988;	382.3306005493334;	6.533333333333334;	8388608.0;	492130.13333333336;	2757.8;	90.0;	0.0;	0.06666666666666667
1376341548;	2;	5851.998988;	4744.020512938667;	81.06666666666666;	8388608.0;	1806344.5333333334;	11432.266666666666;	865.5333333333333;	0.0;	0.0
1376341848;	2;	5851.998988;	5058.077791961334;	86.43333333333334;	8388608.0;	1185587.7333333334;	1725.6666666666667;	514.9333333333334;	0.0;	0.0
1376342148;	2;	5851.998988;	5108.795116524;	87.3;	8388608.0;	1146441.6;	2036.6666666666667;	1162.4666666666667;	0.0;	0.0
1376342448;	2;	5851.998988;	5161.463107416001;	88.2;	8388608.0;	1275066.1333333333;	4805.333333333333;	1426.6666666666667;	0.06666666666666667;	0.4666666666666667
1376342748;	2;	5851.998988;	5214.131098308;	89.1;	8388608.0;	1666535.2;	17146.333333333336;	2849.9333333333334;	0.06666666666666667;	0.13333333333333333
1376343048;	2;	5851.998988;	5069.781789937334;	86.63333333333334;	8388608.0;	1711273.0666666667;	32897.53333333333;	2020.0;	0.0;	0.06666666666666667
1376343348;	2;	5851.998988;	4172.475278444001;	71.3;	8388608.0;	1918194.1333333333;	17317.266666666666;	2217.6;	0.06666666666666667;	0.3333333333333333
1376343648;	2;	5851.998988;	2797.2555162639997;	47.8;	8388608.0;	1509947.2;	5129.266666666666;	392.8666666666667;	0.0;	0.0
1376343948;	2;	5851.998988;	4814.244500794667;	82.26666666666667;	8388608.0;	1493169.3333333333;	13415.8;	3251.6;	0.0;	0.0
1376344248;	2;	5851.998988;	5175.117771721334;	88.43333333333334;	8388608.0;	1319805.8666666667;	11547.4;	288.3333333333333;	0.0;	0.0
1376344548;	2;	5851.998988;	3987.1619771573332;	68.13333333333333;	8388608.0;	1867861.0666666667;	2109.6666666666665;	517.8666666666667;	0.0;	0.0
1376344848;	2;	5851.998988;	446.70258941733334;	7.633333333333334;	8388608.0;	1621794.1333333333;	9610.133333333333;	1063.2;	0.6666666666666666;	0.0
1376345148;	2;	5851.998988;	1466.901079658667;	25.066666666666666;	8388608.0;	2427102.6666666665;	32082.666666666664;	8510.866666666667;	0.0;	0.0
1376345448;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	1224734.4;	120.66666666666667;	62.2;	0.0;	0.0
1376345748;	2;	5851.998988;	175.55996964000002;	3.0;	8388608.0;	469760.8;	0.5333333333333333;	78.60000000000001;	0.0;	0.0
1376346048;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8388608.0;	531276.8;	346.73333333333335;	62.2;	0.0;	0.0
