Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377786792;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377787092;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377787392;	1;	2926.000093;	1217.216038688;	41.6;	1890921.6;	1784673.6;	9305.555555555555;	3894.3333333333335;	184.0;	5.111111111111111
1377787692;	1;	2926.000093;	2007.2360637979998;	68.6;	2097152.0;	2003478.1333333333;	935.3333333333334;	2273.4666666666667;	243.13333333333333;	7.666666666666667
1377787992;	1;	2926.000093;	2479.2974121353336;	84.73333333333333;	2097152.0;	1849686.4;	1775.4666666666667;	6008.933333333333;	882.0666666666667;	26.2
1377788292;	1;	2926.000093;	2485.149412321334;	84.93333333333334;	2097152.0;	1744828.2666666666;	1766.1333333333334;	4889.333333333333;	247.66666666666666;	6.4
1377788592;	1;	2926.000093;	2451.988077934;	83.8;	2097152.0;	1658146.1333333333;	2920.866666666667;	7030.066666666667;	34.6;	1.0666666666666667
1377788892;	1;	2926.000093;	2352.5040747720004;	80.4;	2097152.0;	1620398.1333333333;	4129.666666666667;	10437.866666666667;	0.0;	0.0
1377789192;	1;	2926.000093;	2249.118738152667;	76.86666666666667;	2097152.0;	1628786.6666666667;	3405.3333333333335;	7719.933333333333;	0.0;	0.0
1377789492;	1;	2926.000093;	2401.270742988667;	82.06666666666666;	2097152.0;	1564473.6;	2917.866666666667;	8297.733333333334;	0.0;	0.0
1377789792;	1;	2926.000093;	2481.248078864;	84.8;	2097152.0;	1430256.0;	1775.1333333333334;	2742.4666666666667;	0.0;	0.0
1377790092;	1;	2926.000093;	2428.5800771900003;	83.0;	2097152.0;	1301630.6666666667;	4370.466666666666;	5163.866666666667;	0.0;	0.0
1377790392;	1;	2926.000093;	2169.1414022773333;	74.13333333333333;	2097152.0;	1996487.2;	5004.4;	1699.1333333333334;	0.13333333333333333;	5.866666666666666
1377790692;	1;	2926.000093;	1960.42006231;	67.0;	2097152.0;	2076180.0;	6366.066666666667;	1261.2666666666667;	0.0;	4.2
1377790992;	1;	2926.000093;	1515.668048174;	51.8;	2097152.0;	2025848.2666666666;	680.6;	799.8;	0.0;	3.1333333333333333
1377791292;	1;	2926.000093;	2178.894735920667;	74.46666666666667;	2097152.0;	1488976.0;	1496.6666666666667;	796.9333333333333;	0.0;	3.533333333333333
1377791592;	1;	2926.000093;	2225.710737408667;	76.06666666666666;	2097152.0;	1256890.6666666667;	329.53333333333336;	581.0666666666667;	11.533333333333333;	24.2
1377791892;	1;	2925.999183;	819.27977124;	28.0;	2097152.0;	587200.0;	318.0;	1305.0;	0.0;	18.0
1377792192;	1;	2925.999183;	2457.83931372;	84.0;	2097152.0;	612365.8666666667;	374.93333333333334;	946.2;	0.06666666666666667;	9.066666666666666
1377792492;	1;	2925.999183;	2453.9379814759995;	83.86666666666666;	2097152.0;	752176.0;	117.33333333333333;	847.4666666666667;	0.0;	8.4
1377792792;	1;	2925.999183;	101.43463834399999;	3.466666666666667;	2097152.0;	567627.2;	6.6;	10.133333333333333;	0.0;	0.2
1377793092;	1;	2925.999183;	13.654662853999998;	0.4666666666666666;	2097152.0;	290803.2;	3.066666666666667;	6.066666666666666;	0.0;	0.2
1377793392;	1;	2925.999183;	165.80662037;	5.666666666666666;	2097152.0;	213908.0;	1527.4;	224.0;	0.0;	0.26666666666666666
1377793692;	1;	2925.999183;	35.111990195999994;	1.2;	2097152.0;	313173.06666666665;	57.06666666666667;	26.266666666666666;	0.0;	0.13333333333333333
1377793992;	1;	2925.999183;	23.407993464;	0.8;	2097152.0;	246063.46666666667;	74.26666666666667;	14.533333333333333;	0.0;	0.2
1377794292;	1;	2925.999183;	17.555995097999997;	0.6;	2097152.0;	171964.26666666666;	7.0;	10.466666666666667;	0.3333333333333333;	0.7333333333333333
1377794592;	1;	2925.999183;	17.555995097999997;	0.6;	2097152.0;	160779.73333333334;	2.8;	6.0;	0.6;	1.2
1377794892;	1;	2925.999183;	9.75333061;	0.33333333333333337;	2097152.0;	121633.6;	1.8666666666666667;	6.533333333333333;	0.0;	0.13333333333333333
1377795192;	1;	2925.999183;	19.50666122;	0.6666666666666667;	2097152.0;	137011.73333333334;	57.2;	10.0;	0.0;	0.6666666666666666
1377795492;	1;	2925.999183;	11.703996732;	0.4;	2097152.0;	185945.33333333334;	2.0;	6.333333333333333;	0.0;	0.13333333333333333
1377795793;	1;	2925.999183;	9.75333061;	0.33333333333333337;	2097152.0;	159382.4;	1.6;	6.6;	0.0;	0.4
1377796093;	1;	2925.999183;	9.75333061;	0.33333333333333337;	2097152.0;	103457.86666666667;	0.9333333333333333;	9.533333333333333;	0.0;	0.06666666666666667
1377796393;	1;	2925.999183;	5.851998366;	0.2;	2097152.0;	89476.53333333334;	0.8;	6.2;	0.0;	0.06666666666666667
1377796693;	1;	2925.999183;	5.851998366;	0.2;	2097152.0;	125828.0;	0.4666666666666667;	6.533333333333333;	0.0;	0.06666666666666667
1377796993;	1;	2925.999183;	5.851998366;	0.2;	2097152.0;	125828.0;	0.13333333333333333;	6.0;	0.0;	0.06666666666666667
