Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	1;	2599.999724;	10.399998896;	0.4;	1964032.0;	260045.6;	0.0;	1.0666666666666667;	2.4;	2.8
1376315146;	1;	2599.999724;	0.0;	0.0;	1964032.0;	138410.4;	0.0;	1.0666666666666667;	0.0;	0.13333333333333333
1376315446;	1;	2599.999724;	10.399998896;	0.4;	1964032.0;	82485.86666666667;	0.0;	0.8;	0.26666666666666666;	0.3333333333333333
1376315746;	1;	2599.999724;	0.0;	0.0;	1964032.0;	104856.0;	0.0;	0.9333333333333333;	0.0;	0.13333333333333333
1376316046;	1;	2599.999724;	39.866662434666665;	1.5333333333333334;	1964032.0;	96467.2;	0.0;	1.0;	1.7333333333333334;	2.2
1376316346;	1;	2599.999724;	60.666660226666664;	2.3333333333333335;	1964032.0;	125828.0;	0.0;	6.133333333333334;	2.466666666666667;	3.3333333333333335
1376316646;	1;	2599.999724;	74.53332542133333;	2.8666666666666667;	1964032.0;	185944.8;	0.0;	0.8666666666666667;	2.3333333333333335;	3.2
1376316946;	1;	2599.999724;	60.666660226666664;	2.3333333333333335;	1964032.0;	109050.13333333333;	0.0;	0.9333333333333333;	1.4;	1.8666666666666667
1376317246;	1;	2599.999724;	67.599992824;	2.6;	1964032.0;	155187.46666666667;	0.0;	1.0;	7.0;	8.133333333333333
1376317546;	1;	2599.999724;	60.666660226666664;	2.3333333333333335;	1964032.0;	139808.26666666666;	0.0;	1.2666666666666666;	1.8;	2.7333333333333334
1376317846;	1;	2599.999724;	72.799992272;	2.8;	1964032.0;	79689.6;	0.0;	0.7333333333333333;	2.2;	2.533333333333333
1376318146;	1;	2599.999724;	57.199993928000005;	2.2;	1964032.0;	111846.66666666667;	0.0;	1.0666666666666667;	0.06666666666666667;	0.13333333333333333
1376318446;	1;	2599.999724;	67.599992824;	2.6;	1964032.0;	145401.33333333334;	0.0;	1.0;	0.2;	0.4
1376318746;	1;	2599.999724;	57.199993928000005;	2.2;	1964032.0;	100661.6;	0.0;	0.8;	0.0;	0.13333333333333333
1376319046;	1;	2599.999724;	64.13332652533333;	2.466666666666667;	1964032.0;	79689.6;	0.0;	1.0;	0.26666666666666666;	0.3333333333333333
1376319346;	1;	2599.999724;	71.06665912266665;	2.733333333333333;	1964032.0;	83884.0;	0.0;	0.8;	2.7333333333333334;	3.2666666666666666
1376319646;	1;	2599.999724;	86.66665746666666;	3.333333333333333;	1964032.0;	90874.66666666667;	0.0;	1.0666666666666667;	3.6;	4.266666666666667
1376319946;	1;	2599.999724;	51.99999448;	2.0;	1964032.0;	174760.53333333333;	0.0;	5.933333333333334;	2.6666666666666665;	3.466666666666667
1376320246;	1;	2599.999724;	62.39999337599999;	2.4;	1964032.0;	178955.2;	0.0;	0.8666666666666667;	2.466666666666667;	3.4
1376320546;	1;	2599.999724;	27.733330389333332;	1.0666666666666667;	1964032.0;	109050.4;	0.0;	1.2;	0.2;	0.4
1376320846;	1;	2599.999724;	36.399996136;	1.4;	1964032.0;	99263.46666666666;	0.0;	0.5333333333333333;	0.2;	0.26666666666666666
1376321146;	1;	2599.999724;	17.333331493333336;	0.6666666666666667;	1964032.0;	123031.73333333334;	0.0;	0.26666666666666666;	0.0;	0.13333333333333333
1376321446;	1;	2599.999724;	25.99999724;	1.0;	1964032.0;	113244.0;	0.0;	0.4666666666666667;	0.2;	0.26666666666666666
1376321746;	1;	2599.999724;	25.99999724;	1.0;	1964032.0;	123031.73333333334;	0.0;	0.4666666666666667;	0.0;	0.13333333333333333
1376322046;	1;	2599.999724;	46.799995032;	1.8;	1964032.0;	88078.4;	0.0;	0.4666666666666667;	0.2;	0.2
1376322346;	1;	2599.999724;	8.666665746666668;	0.33333333333333337;	1964032.0;	93670.93333333333;	0.0;	0.2;	0.0;	0.13333333333333333
1376322647;	1;	2599.999724;	38.13332928533333;	1.4666666666666666;	1964032.0;	75495.2;	0.0;	0.4666666666666667;	0.2;	0.26666666666666666
