Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377173841;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377174141;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377174441;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377174741;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377175041;	0;	0.0;	0.0;	0.0;	4941004.8;	6442449.6;	0.0;	0.0;	0.0;	0.0
1377175341;	2;	5399.997794;	0.0;	0.0;	12288.0;	6291456.0;	0.0;	0.0;	0.0;	0.0
1377175641;	2;	5399.997794;	0.0;	0.0;	8218624.0;	6501169.333333333;	0.0;	0.0;	0.0;	0.0
1377175941;	2;	5399.997794;	502.1997948420001;	9.3;	6632063.733333333;	6873065.066666666;	1866.0714285714287;	340.07142857142856;	0.0;	0.0
1377176241;	2;	5399.997794;	48.599980146;	0.9;	8220672.0;	3780463.7333333334;	3.3333333333333335;	12.066666666666666;	0.0;	0.0
1377176541;	2;	5399.997794;	48.599980146;	0.9;	8220672.0;	956300.2666666667;	39.666666666666664;	7.666666666666667;	0.0;	0.0
1377176841;	2;	5399.997794;	43.199982352;	0.8;	8220672.0;	307580.8;	22.866666666666667;	3.533333333333333;	0.0;	0.0
1377177141;	2;	5399.997794;	43.199982352;	0.8;	8220672.0;	109695.69230769231;	22.866666666666667;	3.533333333333333;	0.0;	0.0
1377177441;	2;	5399.997794;	53.99997794;	1.0;	28340.0;	6291456.0;	4.4;	0.0;	0.0;	0.0
1377177741;	2;	5399.997794;	186.5453783381818;	3.4545454545454546;	1588317.0909090908;	5902529.090909091;	1100.7;	357.8;	0.0;	0.0
1377178041;	2;	5399.997794;	329.39986543399993;	6.1;	8220672.0;	6811548.0;	862.4;	179.2;	0.0;	0.0
1377178341;	2;	5399.997794;	61.19997499866667;	1.1333333333333333;	8220672.0;	2667575.2;	21.533333333333335;	46.733333333333334;	0.0;	0.0
1377178641;	2;	5399.997794;	332.99986396333327;	6.166666666666666;	8220672.0;	5530887.466666667;	1291.8;	77.6;	0.0;	0.0
1377178941;	2;	5399.997794;	48.599980146;	0.9;	8220672.0;	4127192.8;	3.933333333333333;	9.733333333333333;	0.0;	0.0
1377179241;	2;	5399.997794;	53.99997794;	1.0;	8220672.0;	872412.8;	21.666666666666668;	31.133333333333333;	0.0;	0.0
1377179541;	2;	5399.997794;	53.99997794;	1.0;	8220672.0;	246064.8;	0.0;	1.1333333333333333;	0.0;	0.0
1377179841;	2;	5399.997794;	46.79998088133333;	0.8666666666666667;	8220672.0;	162178.93333333332;	4.2;	2.1333333333333333;	0.0;	0.0
1377180141;	2;	5399.997794;	29.999987744444446;	0.5555555555555556;	7310904.888888889;	2236960.4444444445;	2048.75;	129.625;	0.0;	0.0
1377180441;	2;	5399.997794;	502.1997948420001;	9.3;	8220535.466666667;	6895434.4;	1506.5333333333333;	72.6;	0.06666666666666667;	0.3333333333333333
1377180741;	2;	5399.997794;	79.19996764533333;	1.4666666666666666;	8220672.0;	2980750.4;	150.8;	46.8;	0.0;	0.0
1377181041;	2;	5399.997794;	70.199971322;	1.3;	8220672.0;	967484.2666666667;	59.86666666666667;	14.266666666666667;	0.0;	0.0
1377181341;	2;	5399.997794;	82.79996617466668;	1.5333333333333334;	8220672.0;	458576.0;	4.533333333333333;	14.133333333333333;	0.06666666666666667;	0.06666666666666667
1377181641;	2;	5399.997794;	313.199872052;	5.8;	8220672.0;	6140459.466666667;	1228.7333333333333;	63.0;	0.4666666666666667;	0.9333333333333333
1377181941;	2;	5399.997794;	158.39993529066666;	2.933333333333333;	8220672.0;	2622835.466666667;	711.2;	142.53333333333333;	0.13333333333333333;	0.26666666666666666
