Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	1;	2599.999405;	0.0;	0.0;	1300480.0;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1376315146;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	0.0;	0.0;	0.13333333333333333;	0.26666666666666666;	0.13333333333333333
1376315446;	1;	2599.999405;	0.0;	0.0;	1300480.0;	27960.0;	0.0;	0.4;	0.0;	0.0
1376315746;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	55922.4;	0.0;	0.2;	0.26666666666666666;	0.13333333333333333
1376316046;	1;	2599.999405;	0.0;	0.0;	1300480.0;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1376316346;	1;	2599.999405;	6.933331746666666;	0.26666666666666666;	1300480.0;	47533.333333333336;	0.0;	4.733333333333333;	0.26666666666666666;	0.2
1376316646;	1;	2599.999405;	0.0;	0.0;	1300480.0;	30756.8;	0.0;	0.06666666666666667;	0.0;	0.0
1376316946;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	16776.0;	0.0;	0.13333333333333333;	0.26666666666666666;	0.13333333333333333
1376317246;	1;	2599.999405;	0.0;	0.0;	1300480.0;	5592.266666666666;	0.0;	0.4;	0.0;	0.0
1376317546;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	27960.533333333333;	0.0;	0.26666666666666666;	0.26666666666666666;	0.13333333333333333
1376317846;	1;	2599.999405;	0.0;	0.0;	1300480.0;	33552.0;	0.0;	0.3333333333333333;	0.0;	0.0
1376318146;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	39144.0;	0.0;	0.2;	0.26666666666666666;	0.13333333333333333
1376318446;	1;	2599.999405;	0.0;	0.0;	1300480.0;	11184.0;	0.0;	0.2;	0.0;	0.0
1376318746;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	100661.6;	0.0;	0.26666666666666666;	0.26666666666666666;	0.13333333333333333
1376319046;	1;	2599.999405;	0.0;	0.0;	1300480.0;	53127.2;	0.0;	0.4;	0.0;	0.0
1376319346;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	89476.8;	0.0;	0.2;	0.26666666666666666;	0.13333333333333333
1376319646;	1;	2599.999405;	0.0;	0.0;	1300480.0;	5592.266666666666;	0.0;	0.13333333333333333;	0.0;	0.0
1376319946;	1;	2599.999405;	8.666664683333334;	0.33333333333333337;	1300480.0;	120234.66666666667;	0.0;	5.133333333333334;	0.26666666666666666;	0.2
1376320246;	1;	2599.999405;	0.0;	0.0;	1300480.0;	25164.533333333333;	0.0;	0.26666666666666666;	0.0;	0.0
1376320546;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	100661.6;	0.0;	0.13333333333333333;	0.26666666666666666;	0.13333333333333333
1376320846;	1;	2599.999405;	0.0;	0.0;	1300480.0;	55922.13333333333;	0.0;	0.4;	0.0;	0.0
1376321146;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	67106.4;	0.0;	0.2;	0.26666666666666666;	0.13333333333333333
1376321446;	1;	2599.999405;	0.0;	0.0;	1300480.0;	5592.0;	0.0;	0.2;	0.0;	0.0
1376321746;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	19572.266666666666;	0.0;	0.26666666666666666;	0.26666666666666666;	0.13333333333333333
1376322046;	1;	2599.999405;	0.0;	0.0;	1300480.0;	16776.8;	0.0;	0.13333333333333333;	0.0;	0.0
1376322346;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	30756.533333333333;	0.0;	0.3333333333333333;	0.2;	0.13333333333333333
1376322647;	1;	2599.999405;	0.0;	0.0;	1300480.0;	22368.533333333333;	0.0;	0.4666666666666667;	0.0;	0.0
1376322947;	1;	2599.999405;	5.19999881;	0.2;	1300480.0;	47533.333333333336;	0.0;	0.4;	0.26666666666666666;	0.13333333333333333
