Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376657776;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376658076;	8;	21599.9844;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376658376;	8;	21599.9844;	1918.7986142;	8.883333333333333;	3.2369164533333335E7;	2.887918E7;	4863.714285714285;	2716.9285714285716;	119.0;	3.4285714285714284
1376658676;	8;	21599.9844;	3612.5973909000004;	16.725;	3.2594875733333334E7;	2.5478996266666666E7;	2139.6;	5048.6;	529.6666666666666;	16.533333333333335
1376658976;	8;	21599.9844;	4418.9968085;	20.458333333333332;	3.2638189866666667E7;	1.2012485066666666E7;	2987.866666666667;	11691.133333333333;	716.0666666666667;	16.0
1376659276;	8;	21599.9844;	3230.9976665;	14.958333333333332;	3.2669696E7;	6464818.666666667;	742.7333333333333;	9732.4;	0.06666666666666667;	0.0
1376659576;	8;	21599.9844;	3247.1976548000002;	15.033333333333333;	3.2669696E7;	4764728.8;	316.0;	11035.066666666668;	0.0;	0.06666666666666667
1376659876;	8;	21599.9844;	3648.5973649;	16.891666666666666;	3.2669696E7;	4787096.8;	310.53333333333336;	9128.266666666666;	0.06666666666666667;	0.0
1376660176;	8;	21599.9844;	4316.3968826;	19.983333333333334;	3.2669969066666666E7;	6330601.6;	446.2;	5842.6;	0.0;	0.0
1376660476;	8;	21599.9844;	3958.1971412999997;	18.325;	3.2672426666666668E7;	1.3354661866666667E7;	3429.6666666666665;	5545.866666666667;	0.6;	1.4666666666666666
1376660776;	8;	21599.9844;	4588.1966863;	21.241666666666664;	3.2673792E7;	2.4651320533333335E7;	1789.4666666666667;	18294.4;	9456.8;	259.6
1376661076;	8;	21599.9844;	1666.7987962;	7.716666666666666;	3.2673792E7;	9014955.466666667;	260.8;	800.4666666666667;	111.53333333333333;	5.666666666666667
1376661376;	8;	21599.9844;	1502.9989145000002;	6.958333333333334;	3.2673792E7;	2438286.933333333;	286.6666666666667;	629.8;	0.3333333333333333;	5.0
1376661676;	8;	21599.9844;	2847.5979433999996;	13.183333333333332;	3.2673792E7;	984262.4;	158.86666666666667;	927.6;	0.26666666666666666;	7.6
1376661976;	8;	21599.9844;	1663.1987988000003;	7.7;	3.2673792E7;	939523.2;	1425.9333333333334;	691.0;	0.0;	8.066666666666666
1376662276;	8;	21599.9844;	266.39980760000003;	1.2333333333333334;	3.2673792E7;	671088.0;	65.93333333333334;	69.86666666666666;	0.0;	1.0
1376662576;	8;	21599.9844;	91.7999337;	0.425;	3.2673792E7;	0.0;	38.333333333333336;	11.533333333333333;	0.26666666666666666;	1.2
1376662876;	8;	21599.9844;	80.9999415;	0.375;	3.2673792E7;	0.0;	0.0;	2.2666666666666666;	0.2;	1.0666666666666667
1376663176;	8;	21599.9844;	80.9999415;	0.375;	3.2673792E7;	0.0;	0.0;	0.9333333333333333;	0.26666666666666666;	1.0666666666666667
1376663476;	8;	21599.9844;	77.3999441;	0.35833333333333334;	3.2673792E7;	246065.6;	0.0;	0.5333333333333333;	0.2;	1.0
