Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.998616;	324.133247064;	6.233333333333333;	8267776.0;	1235919.4666666666;	0.0;	1298.8;	324.93333333333334;	610.6666666666666
1376315146;	2;	5199.998616;	211.46661038399998;	4.066666666666666;	8267776.0;	1235918.9333333333;	0.0;	471.06666666666666;	316.6666666666667;	378.1333333333333
1376315446;	2;	5199.998616;	181.99995156;	3.5;	8267776.0;	945114.4;	0.0;	354.53333333333336;	313.0;	258.46666666666664
1376315746;	2;	5199.998616;	135.199964016;	2.6;	8267776.0;	598385.8666666667;	0.0;	186.20000000000002;	205.4;	188.46666666666667
1376316046;	2;	5199.998616;	254.79993218400003;	4.9;	8267776.0;	1146441.3333333333;	0.0;	702.8;	233.4;	419.0
1376316346;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	911560.2666666667;	0.0;	9.133333333333333;	0.06666666666666667;	0.06666666666666667
1376316646;	2;	5199.998616;	41.599988928;	0.8;	8267776.0;	441798.93333333335;	0.0;	3.3333333333333335;	0.26666666666666666;	0.2
1376316946;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	374689.86666666664;	0.0;	3.4;	0.0;	0.0
1376317246;	2;	5199.998616;	57.199984776;	1.1;	8267776.0;	413836.5333333333;	0.0;	4.2;	1.4666666666666666;	161.86666666666667
1376317546;	2;	5199.998616;	60.666650520000005;	1.1666666666666667;	8267776.0;	676679.2;	0.0;	3.6000000000000005;	1.6;	129.73333333333332
1376317846;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	721418.1333333333;	0.0;	3.666666666666667;	0.5333333333333333;	18.933333333333334
1376318146;	2;	5199.998616;	39.866656056000004;	0.7666666666666667;	8267776.0;	425021.6;	0.0;	3.1333333333333333;	0.0;	0.0
1376318446;	2;	5199.998616;	48.533320415999995;	0.9333333333333332;	8267776.0;	430613.86666666664;	0.0;	3.8000000000000003;	0.3333333333333333;	0.4666666666666667
1376318746;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	391466.4;	0.0;	3.6;	0.06666666666666667;	0.06666666666666667
1376319046;	2;	5199.998616;	36.39999031199999;	0.7;	8267776.0;	380281.6;	0.0;	3.1333333333333333;	0.26666666666666666;	0.2
1376319346;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	324358.6666666667;	0.0;	3.0;	0.0;	0.0
1376319646;	2;	5199.998616;	45.066654672000006;	0.8666666666666667;	8267776.0;	615162.6666666666;	0.0;	3.8666666666666667;	0.4666666666666667;	0.8
1376319946;	2;	5199.998616;	45.066654672000006;	0.8666666666666667;	8267776.0;	514499.73333333334;	0.0;	10.8;	0.13333333333333333;	0.06666666666666667
1376320246;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	408243.4666666667;	0.0;	3.4000000000000004;	0.26666666666666666;	0.2
1376320546;	2;	5199.998616;	46.799987544;	0.9;	8267776.0;	615162.4;	0.0;	5.0;	0.0;	0.0
1376320846;	2;	5199.998616;	36.39999031199999;	0.7;	8267776.0;	531276.8;	0.0;	3.066666666666667;	0.3333333333333333;	0.2
1376321146;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	374689.6;	0.0;	3.2666666666666666;	0.06666666666666667;	0.0
1376321446;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	341135.73333333334;	0.0;	3.2;	0.4;	0.2
1376321746;	2;	5199.998616;	39.866656056000004;	0.7666666666666667;	8267776.0;	313173.86666666664;	0.0;	3.0666666666666664;	0.06666666666666667;	0.0
1376322046;	2;	5199.998616;	36.39999031199999;	0.7;	8267776.0;	346727.2;	0.0;	3.2;	0.4;	0.2
1376322346;	2;	5199.998616;	39.866656056000004;	0.7666666666666667;	8267776.0;	391466.4;	0.0;	3.2;	0.06666666666666667;	0.06666666666666667
1376322647;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	285211.73333333334;	0.0;	3.2;	0.4;	0.2
1376322947;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	430613.86666666664;	0.0;	3.2666666666666666;	0.06666666666666667;	0.0
1376323247;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	397058.93333333335;	0.0;	3.466666666666667;	0.13333333333333333;	0.0
1376323547;	2;	5199.998616;	46.799987544;	0.9;	8267776.0;	408244.8;	0.0;	9.066666666666666;	0.4666666666666667;	0.2
1376323847;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	408244.0;	0.0;	4.0;	0.06666666666666667;	0.06666666666666667
1376324147;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	374689.86666666664;	0.0;	3.3333333333333335;	0.3333333333333333;	0.13333333333333333
1376324447;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	190141.06666666668;	0.0;	2.8666666666666667;	0.06666666666666667;	0.0
1376324747;	2;	5199.998616;	57.199984776;	1.1;	8267776.0;	313173.3333333333;	0.0;	5.8;	0.3333333333333333;	0.13333333333333333
1376325047;	2;	5199.998616;	31.199991695999998;	0.6;	8267776.0;	430613.06666666665;	0.0;	3.0666666666666664;	0.06666666666666667;	0.0
1376325347;	2;	5199.998616;	39.866656056000004;	0.7666666666666667;	8267776.0;	229287.73333333334;	0.0;	3.0666666666666664;	0.3333333333333333;	0.13333333333333333
1376325647;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	313173.06666666665;	0.0;	3.0666666666666664;	0.06666666666666667;	0.0
1376325947;	2;	5199.998616;	41.599988928;	0.8;	8267776.0;	385874.4;	0.0;	3.1333333333333333;	0.3333333333333333;	0.2
1376326247;	2;	5199.998616;	25.99999308;	0.5;	8267776.0;	262841.6;	0.0;	3.0;	0.06666666666666667;	0.0
1376326547;	2;	5199.998616;	41.599988928;	0.8;	8267776.0;	536869.0666666667;	0.0;	3.1333333333333333;	0.3333333333333333;	0.13333333333333333
1376326847;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	419429.86666666664;	0.0;	3.2;	0.06666666666666667;	0.0
1376327147;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	341134.93333333335;	0.0;	9.0;	0.4666666666666667;	0.2
1376327447;	2;	5199.998616;	31.199991695999998;	0.6;	8267776.0;	274027.2;	0.0;	3.2666666666666666;	0.06666666666666667;	0.0
1376327747;	2;	5199.998616;	39.866656056000004;	0.7666666666666667;	8267776.0;	262842.13333333336;	0.0;	3.3333333333333335;	0.3333333333333333;	0.2
1376328047;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	178955.73333333334;	0.0;	3.0666666666666664;	0.06666666666666667;	0.0
1376328347;	2;	5199.998616;	41.599988928;	0.8;	8267776.0;	329950.4;	0.0;	3.3333333333333335;	0.3333333333333333;	0.2
1376328647;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	206917.33333333334;	0.0;	3.1333333333333333;	0.06666666666666667;	0.0
1376328947;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	380281.6;	0.0;	3.2666666666666666;	0.3333333333333333;	0.2
1376329247;	2;	5199.998616;	29.466658823999996;	0.5666666666666667;	8267776.0;	313173.06666666665;	0.0;	3.2;	0.06666666666666667;	0.0
1376329547;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	324358.4;	0.0;	4.4;	0.3333333333333333;	0.26666666666666666
1376329847;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	380282.6666666667;	0.0;	4.6;	0.06666666666666667;	0.0
1376330147;	2;	5199.998616;	45.066654672000006;	0.8666666666666667;	8267776.0;	329950.93333333335;	0.0;	4.733333333333333;	0.3333333333333333;	0.2
1376330447;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	341135.2;	0.0;	3.9333333333333336;	0.06666666666666667;	0.0
1376330747;	2;	5199.998616;	50.266653288;	0.9666666666666667;	8267776.0;	419428.0;	0.0;	10.866666666666667;	0.4666666666666667;	0.2
1376331047;	2;	5199.998616;	36.39999031199999;	0.7;	8267776.0;	313173.86666666664;	0.0;	3.1333333333333337;	0.06666666666666667;	0.0
1376331347;	2;	5199.998616;	50.266653288;	0.9666666666666667;	8267776.0;	268433.6;	0.0;	4.933333333333334;	0.4;	0.2
1376331647;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	352320.8;	0.0;	2.8;	0.06666666666666667;	0.0
1376331947;	2;	5199.998616;	41.599988928;	0.8;	8267776.0;	452983.2;	0.0;	3.0666666666666664;	0.4;	0.2
1376332247;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	262841.6;	0.0;	3.1333333333333333;	0.06666666666666667;	0.0
1376332547;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	452983.2;	0.0;	2.9333333333333336;	0.4;	0.2
1376332847;	2;	5199.998616;	36.39999031199999;	0.7;	8267776.0;	285212.0;	0.0;	3.4000000000000004;	0.06666666666666667;	0.0
1376333147;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	335543.2;	0.0;	3.2666666666666666;	0.4;	0.26666666666666666
1376333447;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	369096.8;	0.0;	3.066666666666667;	0.06666666666666667;	0.0
1376333747;	2;	5199.998616;	46.799987544;	0.9;	8267776.0;	369097.06666666665;	0.0;	3.0666666666666664;	0.4;	0.2
1376334047;	2;	5199.998616;	32.933324567999996;	0.6333333333333333;	8267776.0;	436206.4;	0.0;	3.2;	0.06666666666666667;	0.0
1376334347;	2;	5199.998616;	46.799987544;	0.9;	8267776.0;	419428.8;	0.0;	8.933333333333334;	0.5333333333333333;	0.26666666666666666
1376334647;	2;	5199.998616;	38.133323184;	0.7333333333333333;	8267776.0;	452983.2;	0.0;	4.066666666666666;	0.06666666666666667;	0.0
1376334947;	2;	5199.998616;	43.33332179999999;	0.8333333333333333;	8267776.0;	419429.6;	0.0;	3.3333333333333335;	0.4;	0.2
1376335247;	2;	5199.998616;	34.66665744;	0.6666666666666667;	8267776.0;	318765.6;	0.0;	3.2;	0.0;	0.0
