Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	1;	2599.999629;	62.399991095999994;	2.4;	158828.0;	78292.0;	0.0;	0.2;	528.7333333333333;	533.6
1376315146;	1;	2599.999629;	60.66665801;	2.3333333333333335;	158828.0;	67457.06666666667;	0.0;	0.13333333333333333;	467.6666666666667;	472.26666666666665
1376315446;	1;	2599.999629;	74.533322698;	2.8666666666666667;	158828.0;	70428.8;	0.0;	0.2;	606.2;	611.2
1376315746;	1;	2599.999629;	51.99999258;	2.0;	158828.0;	71651.46666666666;	0.0;	0.3333333333333333;	392.6;	396.26666666666665
1376316046;	1;	2599.999629;	57.199991838;	2.2;	158828.0;	75496.26666666666;	0.0;	0.13333333333333333;	503.93333333333334;	508.93333333333334
1376316346;	1;	2599.999629;	71.06665652599999;	2.733333333333333;	158828.0;	74796.0;	0.0;	0.2;	551.2;	556.4
1376316646;	1;	2599.999629;	83.199988128;	3.2;	158828.0;	78467.73333333334;	0.0;	0.13333333333333333;	657.3333333333334;	663.2
1376316946;	1;	2599.999629;	71.06665652599999;	2.733333333333333;	158828.0;	73748.26666666666;	0.0;	0.2;	656.4666666666667;	662.4666666666667
1376317246;	1;	2599.999629;	51.99999258;	2.0;	158828.0;	78465.86666666667;	0.0;	0.13333333333333333;	464.53333333333336;	469.06666666666666
1376317546;	1;	2599.999629;	62.399991095999994;	2.4;	158828.0;	68679.73333333334;	0.0;	0.26666666666666666;	394.3333333333333;	398.53333333333336
1376317846;	1;	2599.999629;	60.66665801;	2.3333333333333335;	158828.0;	70252.8;	0.0;	0.13333333333333333;	414.46666666666664;	418.26666666666665
1376318146;	1;	2599.999629;	64.133324182;	2.466666666666667;	158828.0;	64660.0;	0.0;	0.13333333333333333;	545.1333333333333;	549.6666666666666
1376318446;	1;	2599.999629;	50.266659493999995;	1.9333333333333333;	158828.0;	71301.33333333333;	0.0;	0.2;	379.93333333333334;	383.6666666666667
1376318746;	1;	2599.999629;	79.733321956;	3.066666666666667;	158828.0;	65185.333333333336;	0.0;	0.2;	618.6;	624.4
1376319046;	1;	2599.999629;	93.599986644;	3.6;	158828.0;	67980.8;	0.0;	0.2;	882.0;	890.4
1376319346;	1;	2599.999629;	71.06665652599999;	2.733333333333333;	158828.0;	72175.46666666666;	0.0;	0.2;	580.0;	585.8
1376319646;	1;	2599.999629;	83.199988128;	3.2;	158828.0;	69205.33333333333;	0.0;	0.2;	678.6666666666666;	685.4
1376319946;	1;	2599.999629;	65.866657268;	2.533333333333333;	158828.0;	74796.53333333334;	0.0;	0.13333333333333333;	416.8666666666667;	420.4
1376320246;	1;	2599.999629;	51.99999258;	2.0;	158828.0;	69029.86666666667;	0.0;	0.13333333333333333;	444.53333333333336;	448.6
1376320546;	1;	2599.999629;	57.199991838;	2.2;	158828.0;	67981.6;	0.0;	0.13333333333333333;	430.0;	434.46666666666664
1376320846;	1;	2599.999629;	65.866657268;	2.533333333333333;	158828.0;	73748.53333333334;	0.0;	0.2;	495.46666666666664;	499.8
1376321146;	1;	2599.999629;	45.066660236;	1.7333333333333334;	158828.0;	72175.2;	0.0;	0.2;	326.26666666666665;	329.1333333333333
1376321446;	1;	2599.999629;	64.133324182;	2.466666666666667;	158828.0;	76368.53333333334;	0.0;	0.13333333333333333;	687.4666666666667;	692.6
1376321746;	1;	2599.999629;	91.866653558;	3.533333333333333;	158828.0;	73573.33333333333;	0.0;	0.2;	740.5333333333333;	747.4
1376322046;	1;	2599.999629;	69.33332344;	2.666666666666667;	158828.0;	78642.4;	0.0;	0.13333333333333333;	502.6;	507.46666666666664
1376322346;	1;	2599.999629;	62.399991095999994;	2.4;	158828.0;	73923.46666666666;	0.0;	0.2;	574.8;	579.2666666666667
1376322647;	1;	2599.999629;	69.33332344;	2.666666666666667;	158828.0;	82310.93333333333;	0.0;	0.2;	514.2666666666667;	519.4666666666667
