Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	20799.994464;	14693.462755944;	70.64166666666667;	2.0385792E7;	3369422.933333333;	0.13333333333333333;	7.466666666666667;	6787.0;	122.66666666666667
1376315146;	8;	20799.994464;	13866.662976000001;	66.66666666666667;	2.0385792E7;	3537194.6666666665;	0.2;	8.333333333333334;	6758.266666666666;	116.26666666666667
1376315446;	8;	20799.994464;	13993.196275656;	67.275;	2.0385792E7;	4180321.066666667;	2.7333333333333334;	7.666666666666667;	8758.666666666666;	133.2
1376315746;	8;	20799.994464;	7988.931207047999;	38.40833333333333;	2.0385792E7;	3900700.8;	2.6666666666666665;	5.133333333333334;	1007.1333333333333;	36.53333333333333
1376316046;	8;	20799.994464;	7767.064599432;	37.34166666666667;	2.0385792E7;	2390750.4;	0.06666666666666667;	4.6;	6568.333333333333;	97.8
1376316346;	8;	20799.994464;	1403.99962632;	6.75;	2.0385792E7;	1845492.0;	2.6666666666666665;	2.6;	21.4;	3.066666666666667
1376316646;	8;	20799.994464;	103.99997232;	0.5;	2.0385792E7;	699049.0666666667;	0.0;	1.0;	0.0;	1.0
1376316946;	8;	20799.994464;	110.933303808;	0.5333333333333333;	2.0385792E7;	41942.4;	0.0;	0.8666666666666667;	0.0;	1.0
1376317246;	8;	20799.994464;	121.33330104000001;	0.5833333333333334;	2.0385792E7;	167769.6;	0.0;	0.9333333333333333;	0.0;	1.0
1376317546;	8;	20799.994464;	124.79996678399999;	0.6;	2.0385792E7;	139808.0;	0.0;	2.3333333333333335;	0.0;	1.5333333333333334
1376317846;	8;	20799.994464;	143.866628376;	0.6916666666666668;	2.0385792E7;	195731.2;	0.0;	1.1333333333333333;	0.0;	1.0
1376318146;	8;	20799.994464;	157.733291352;	0.7583333333333333;	2.0385792E7;	55923.2;	0.0;	1.0;	0.0;	1.0
1376318446;	8;	20799.994464;	176.79995294399998;	0.85;	2.0385792E7;	69904.0;	0.06666666666666667;	1.6;	0.06666666666666667;	1.0666666666666667
1376318746;	8;	20799.994464;	181.99995156;	0.875;	2.0385792E7;	83885.6;	0.0;	0.9333333333333333;	0.0;	1.0
1376319046;	8;	20799.994464;	181.99995156;	0.875;	2.0385792E7;	0.0;	0.06666666666666667;	1.1333333333333333;	0.0;	1.0
1376319346;	8;	20799.994464;	180.26661868800002;	0.8666666666666667;	2.0385792E7;	69904.0;	0.0;	1.0;	0.0;	1.0
1376319646;	8;	20799.994464;	175.066620072;	0.8416666666666667;	2.0385792E7;	251656.0;	0.0;	1.0;	0.0;	1.0
