Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	20799.997792;	12006.798725432;	57.725;	2.092032E7;	3327480.2666666666;	0.13333333333333333;	7.933333333333334;	8558.8;	94.13333333333334
1376315146;	8;	20799.997792;	11495.465446378668;	55.26666666666667;	2.092032E7;	3900701.3333333335;	0.13333333333333333;	8.666666666666666;	7865.933333333333;	83.53333333333333
1376315446;	8;	20799.997792;	11011.865497714667;	52.94166666666667;	2.092032E7;	4585770.933333334;	2.7333333333333334;	7.0;	6396.466666666666;	65.66666666666667
1376315746;	8;	20799.997792;	7205.465901778666;	34.641666666666666;	2.092034E7;	3481270.6666666665;	2.6666666666666665;	6.266666666666667;	3636.0666666666666;	50.53333333333333
1376316046;	8;	20799.997792;	7661.332520053333;	36.833333333333336;	2.092034E7;	2600467.2;	0.06666666666666667;	5.8;	5198.666666666667;	55.666666666666664
1376316346;	8;	20799.997792;	1351.99985648;	6.5;	2.092034E7;	2013264.0;	2.6666666666666665;	2.6;	21.266666666666666;	3.1333333333333333
1376316646;	8;	20799.997792;	103.99998896;	0.5;	2.092034E7;	629144.0;	0.0;	1.0666666666666667;	0.0;	1.0
1376316946;	8;	20799.997792;	117.86665415466665;	0.5666666666666667;	2.092034E7;	139808.0;	0.06666666666666667;	2.7333333333333334;	0.0;	1.5333333333333334
1376317246;	8;	20799.997792;	123.06665360266666;	0.5916666666666667;	2.092034E7;	125827.2;	0.0;	1.1333333333333333;	0.0;	1.0
1376317546;	8;	20799.997792;	119.59998730399998;	0.575;	2.092034E7;	83884.8;	0.0;	1.1333333333333333;	0.0;	1.0
1376317846;	8;	20799.997792;	131.73331934933333;	0.6333333333333333;	2.092034E7;	41942.4;	0.0;	0.8666666666666667;	0.0;	1.0
1376318146;	8;	20799.997792;	145.599984544;	0.7;	2.092034E7;	167770.4;	0.0;	0.8666666666666667;	0.0;	1.0
1376318446;	8;	20799.997792;	145.599984544;	0.7;	2.092034E7;	307579.4666666667;	0.06666666666666667;	1.2666666666666666;	0.06666666666666667;	1.1333333333333333
