Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376654776;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655076;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655376;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655676;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655976;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656276;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656576;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656876;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657176;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657476;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657776;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376658076;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376658376;	8;	21599.988088;	2049.298869849;	9.4875;	2.85713052E7;	2.72126436E7;	3074.4444444444443;	2162.0;	0.5555555555555556;	0.0
1376658676;	8;	21599.988088;	2033.9988782866662;	9.416666666666666;	3.2591872E7;	3.18095992E7;	4313.333333333333;	1449.0666666666666;	124.86666666666666;	3.7333333333333334
1376658976;	8;	21599.988088;	3261.5982012879995;	15.1;	3.25963776E7;	2.1072181333333332E7;	915.7333333333333;	4595.6;	513.7333333333333;	15.4
1376659276;	8;	21599.988088;	2795.3984583886668;	12.941666666666668;	3.2621141333333332E7;	8858368.266666668;	2042.0;	4798.333333333333;	610.9333333333333;	14.933333333333334
1376659576;	8;	21599.988088;	1729.7990460473331;	8.008333333333333;	3.2662459733333334E7;	4093638.6666666665;	674.2666666666667;	7802.466666666666;	110.2;	2.8
1376659876;	8;	21599.988088;	2165.3988058219998;	10.025;	3.2667648E7;	3019896.0;	690.9333333333333;	7333.266666666666;	0.06666666666666667;	0.06666666666666667
1376660176;	8;	21599.988088;	2982.5983551513327;	13.808333333333332;	3.2667648E7;	3981790.1333333333;	294.6;	8946.666666666666;	0.0;	0.0
1376660476;	8;	21599.988088;	2831.398438535333;	13.108333333333333;	3.2667648E7;	3534397.066666667;	219.86666666666667;	6762.8;	0.06666666666666667;	0.0
1376660776;	8;	21599.988088;	3369.598141728;	15.6;	3.2667648E7;	4675248.8;	140.53333333333333;	8364.866666666667;	0.0;	0.0
