Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.998504;	10609.731807163998;	102.01666666666667;	1.6340992E7;	6811548.266666667;	0.0;	1.0;	0.0;	0.4666666666666667
1376315146;	4;	10399.998504;	10729.331789959997;	103.16666666666666;	1.6340992E7;	3075820.0;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
1376315446;	4;	10399.998504;	10680.798463607998;	102.7;	1.6340992E7;	1577056.8;	0.0;	0.0;	0.0;	0.26666666666666666
1376315746;	4;	10399.998504;	10327.198514472;	99.3;	1.6340992E7;	4160748.2666666666;	0.0;	40.666666666666664;	0.2;	41.333333333333336
1376316046;	4;	10399.998504;	4269.199385892;	41.05;	1.6340992E7;	1.14756136E7;	0.0;	44.46666666666667;	1.6666666666666667;	124.53333333333333
1376316346;	4;	10399.998504;	2671.0662824439996;	25.683333333333334;	1.6340992E7;	3690985.6;	3.2;	79.8;	39.86666666666667;	1.4
1376316646;	4;	10399.998504;	6005.999136059999;	57.75;	1.6340992E7;	1409284.8;	0.0;	98.8;	93.66666666666667;	1.6666666666666667
1376316946;	4;	10399.998504;	3674.66613808;	35.333333333333336;	1.6340992E7;	2773830.4;	0.2;	12.733333333333333;	0.06666666666666667;	0.9333333333333333
1376317246;	4;	10399.998504;	25.99999626;	0.25;	1.6340992E7;	1711274.4;	0.0;	0.4666666666666667;	0.4;	0.8
1376317546;	4;	10399.998504;	25.99999626;	0.25;	1.6340992E7;	246065.6;	0.0;	0.4;	0.0;	0.8666666666666667
1376317846;	4;	10399.998504;	25.99999626;	0.25;	1.6340992E7;	0.0;	0.0;	0.3333333333333333;	0.0;	1.0
1376318146;	4;	10399.998504;	36.39999476399999;	0.35;	1.6340992E7;	44739.2;	2.8;	1.4666666666666666;	0.13333333333333333;	1.0
1376318446;	4;	10399.998504;	5472.132546188001;	52.61666666666667;	1.6340992E7;	704642.4;	0.0;	125.13333333333334;	104.13333333333334;	1.7333333333333334
1376318746;	4;	10399.998504;	10734.531789211998;	103.21666666666665;	1.6340992E7;	2214590.4;	0.0;	0.8;	0.6;	0.4
1376319046;	4;	10399.998504;	10628.798471088;	102.2;	1.6340992E7;	4328519.466666667;	0.0;	0.4;	0.06666666666666667;	0.4666666666666667
1376319346;	4;	10399.998504;	10717.198458371999;	103.05;	1.6340992E7;	1398100.0;	0.0;	0.13333333333333333;	0.13333333333333333;	0.3333333333333333
