Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5851.998988;	128.743977736;	2.2;	8353792.0;	1168810.6666666667;	13.266666666666667;	15.933333333333334;	14.066666666666666;	38.93333333333333
1376315146;	2;	5851.998988;	173.6093033106667;	2.966666666666667;	8353792.0;	1476392.5333333334;	11.6;	27.53333333333333;	9.333333333333334;	49.0
1376315446;	2;	5851.998988;	144.34930837066668;	2.466666666666667;	8353792.0;	1297436.0;	13.866666666666667;	21.666666666666664;	14.533333333333333;	44.8
1376315746;	2;	5851.998988;	132.64531039466667;	2.2666666666666666;	8353792.0;	1375729.6;	6.866666666666666;	20.0;	12.6;	29.533333333333335
1376316046;	2;	5851.998988;	140.44797571200002;	2.4;	8353792.0;	1325398.4;	6.4;	20.666666666666668;	16.533333333333335;	38.333333333333336
1376316346;	2;	5851.998988;	158.00397267600002;	2.7;	8353792.0;	1515539.4666666666;	9.733333333333333;	17.2;	13.933333333333334;	38.333333333333336
1376316646;	2;	5851.998988;	198.967965592;	3.4;	8353792.0;	1247104.2666666666;	5.6;	19.46666666666667;	9.2;	22.666666666666668
1376316946;	2;	5851.998988;	150.2013073586667;	2.566666666666667;	8353792.0;	1241512.0;	7.4;	21.93333333333333;	12.533333333333333;	35.2
1376317246;	2;	5851.998988;	156.0533063466667;	2.666666666666667;	8353792.0;	1090517.6;	17.0;	25.333333333333336;	13.933333333333334;	49.4
1376317546;	2;	5851.998988;	154.10264001733333;	2.6333333333333333;	8353792.0;	1476392.8;	11.066666666666666;	17.266666666666666;	12.533333333333333;	38.6
1376317846;	2;	5851.998988;	148.25064102933334;	2.533333333333333;	8353792.0;	1476392.8;	10.0;	22.2;	17.933333333333334;	54.333333333333336
1376318146;	2;	5851.998988;	132.64531039466667;	2.2666666666666666;	8353792.0;	1207957.6;	7.333333333333333;	21.333333333333336;	12.6;	43.266666666666666
1376318446;	2;	5851.998988;	130.69464406533334;	2.2333333333333334;	8353792.0;	1191180.0;	9.133333333333333;	20.799999999999997;	12.8;	32.13333333333333
1376318746;	2;	5851.998988;	179.4613022986667;	3.066666666666667;	8353792.0;	1398098.9333333333;	8.2;	33.666666666666664;	14.666666666666666;	42.46666666666667
1376319046;	2;	5851.998988;	134.595976724;	2.3;	8353792.0;	1325397.6;	9.6;	23.466666666666665;	14.333333333333334;	40.333333333333336
1376319346;	2;	5851.998988;	247.73462382533336;	4.233333333333333;	8353792.0;	1677719.7333333334;	20.2;	32.733333333333334;	15.866666666666667;	45.733333333333334
1376319646;	2;	5851.998988;	193.115966604;	3.3;	8353792.0;	2264922.4;	12.533333333333333;	35.2;	7.533333333333333;	25.6
1376319946;	2;	5851.998988;	171.65863698133333;	2.933333333333333;	8353792.0;	2264922.4;	16.8;	33.8;	11.666666666666666;	29.866666666666667
1376320246;	2;	5851.998988;	152.15197368800003;	2.6;	8353792.0;	1577055.2;	5.333333333333333;	20.46666666666667;	8.933333333333334;	25.266666666666666
1376320546;	2;	5851.998988;	126.79331140666667;	2.1666666666666665;	8353792.0;	1191180.0;	6.2;	21.799999999999997;	7.4;	25.8
