Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377771491;	4;	10399.9972;	287.7332558666667;	2.766666666666667;	1181317.8666666667;	2910846.4;	257.6428571428571;	8333.571428571428;	0.0;	0.0
1377771791;	4;	10399.9972;	375.8180806363637;	3.6136363636363638;	802597.8181818182;	2566150.5454545454;	470.6;	139.1;	0.0;	0.0
1377772091;	4;	10399.9972;	155.999958;	1.5;	277104.0;	1962933.6;	0.0;	0.5333333333333333;	0.0;	0.0
1377772391;	4;	10399.9972;	159.46662373333334;	1.5333333333333334;	277104.0;	444593.6;	0.0;	0.3333333333333333;	0.0;	0.0
1377772691;	4;	10399.9972;	155.999958;	1.5;	277104.0;	86680.8;	0.0;	0.3333333333333333;	0.0;	0.0
1377772991;	4;	10399.9972;	155.999958;	1.5;	277104.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377773291;	4;	10399.9972;	155.999958;	1.5;	277104.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377773591;	4;	10399.9972;	155.999958;	1.5;	277104.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377773891;	4;	10399.9972;	155.999958;	1.5;	277104.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377774191;	4;	10399.9972;	155.999958;	1.5;	277923.2;	0.0;	1.1333333333333333;	1.4;	0.0;	0.0
1377774491;	4;	10399.9972;	155.999958;	1.5;	279152.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377774791;	4;	10399.9972;	155.999958;	1.5;	279152.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377775091;	4;	10399.9972;	155.999958;	1.5;	279152.0;	0.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377775391;	4;	10399.9972;	155.999958;	1.5;	279152.0;	0.0;	0.0;	0.6;	0.0;	0.0
1377775691;	4;	10399.9972;	181.999951;	1.75;	284067.2;	25165.066666666666;	26.066666666666666;	10.4;	0.0;	0.3333333333333333
1377775991;	4;	10399.9972;	201.0666125333333;	1.9333333333333333;	335536.8;	95068.8;	396.3333333333333;	704.5333333333333;	0.0;	0.4666666666666667
1377776291;	4;	10399.9972;	400.3998922;	3.85;	640644.2666666667;	450187.2;	295.53333333333336;	86.2;	0.0;	0.6666666666666666
1377776591;	4;	10399.9972;	187.1999496;	1.8;	641024.0;	187343.73333333334;	0.0;	5.333333333333333;	0.0;	0.0
1377776892;	4;	10399.9972;	207.999944;	2.0;	641024.0;	92272.8;	41.13333333333333;	31.666666666666668;	0.06666666666666667;	1.7333333333333334
1377777192;	4;	10399.9972;	187.1999496;	1.8;	641024.0;	81087.73333333334;	0.0;	8.466666666666667;	0.06666666666666667;	0.4666666666666667
1377777492;	4;	10399.9972;	181.999951;	1.75;	641024.0;	36348.0;	0.0;	5.4;	0.0;	0.0
1377777792;	4;	10399.9972;	181.999951;	1.75;	641024.0;	0.0;	0.06666666666666667;	6.4;	0.0;	0.0
1377778092;	4;	10399.9972;	185.46661673333335;	1.7833333333333334;	641024.0;	2796.0;	0.0;	5.2;	0.0;	0.0
1377778392;	4;	10399.9972;	195.86661393333335;	1.8833333333333335;	641024.0;	41940.0;	0.0;	5.333333333333333;	0.0;	0.0
1377778692;	4;	10399.9972;	181.999951;	1.75;	641024.0;	13980.0;	0.0;	5.266666666666667;	0.0;	0.0
1377778992;	4;	10399.9972;	183.73328386666665;	1.7666666666666666;	641024.0;	2796.0;	0.0;	5.333333333333333;	0.0;	0.0
1377779292;	4;	10399.9972;	201.0666125333333;	1.9333333333333333;	641024.0;	22368.0;	0.0;	5.333333333333333;	0.0;	0.0
1377779592;	4;	10399.9972;	5775.465111733332;	55.53333333333333;	1247347.7333333334;	612366.9333333333;	0.0;	10464.933333333332;	229.46666666666667;	2.1333333333333333
1377779892;	4;	10399.9972;	1176.9330164666667;	11.316666666666668;	2922496.0;	2060799.7333333334;	0.0;	838.4;	0.0;	0.0
1377780192;	4;	10399.9972;	181.999951;	1.75;	2922496.0;	740991.2;	0.0;	5.4;	0.0;	0.0
1377780492;	4;	10399.9972;	181.999951;	1.75;	2922496.0;	184548.0;	0.0;	5.933333333333334;	0.0;	0.0
1377780792;	4;	10399.9972;	181.999951;	1.75;	2922496.0;	50328.8;	0.0;	6.2;	0.0;	0.0
1377781092;	4;	10399.9972;	181.999951;	1.75;	2922496.0;	16776.0;	0.0;	5.333333333333333;	0.0;	0.0
1377781392;	4;	10399.9972;	405.59989079999997;	3.9;	2946662.4;	156585.33333333334;	0.0;	63.53333333333333;	3.466666666666667;	6.933333333333334
1377781692;	4;	10399.9972;	457.59987680000006;	4.4;	2982980.2666666666;	335542.6666666667;	0.0;	81.66666666666667;	6.6;	7.533333333333333
1377781992;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	234879.2;	0.0;	5.4;	0.0;	0.0
1377782292;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	92272.8;	0.0;	5.666666666666667;	0.0;	0.0
1377782592;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	8388.0;	0.0;	5.466666666666667;	0.0;	0.0
1377782892;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	16776.0;	0.0;	5.266666666666667;	0.0;	0.0
1377783192;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	55922.13333333333;	0.0;	5.733333333333333;	0.0;	0.0
1377783492;	4;	10399.9972;	181.999951;	1.75;	2985984.0;	33553.6;	0.0;	5.266666666666667;	0.0;	0.0
