Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376655376;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655676;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376655976;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656276;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656576;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376656876;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657176;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657476;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376657776;	8;	20799.99696;	1829.9997325384618;	8.798076923076923;	3.0103079384615384E7;	2.9708576307692308E7;	5089.5;	2017.3333333333333;	11.666666666666666;	0.5
1376658076;	8;	20799.99696;	2816.666255;	13.541666666666668;	3.2591872E7;	3.1049031733333334E7;	3099.3333333333335;	2055.6666666666665;	353.93333333333334;	11.466666666666667
1376658376;	8;	20799.99696;	4484.13267796;	21.558333333333334;	3.2617540266666666E7;	1.36902064E7;	2702.3333333333335;	8711.2;	939.7333333333333;	30.133333333333333
1376658676;	8;	20799.99696;	2742.13293256;	13.183333333333332;	3.26701056E7;	8097801.066666666;	1319.6666666666667;	13919.933333333332;	114.46666666666667;	3.466666666666667
1376658976;	8;	20799.99696;	3622.6661372000003;	17.416666666666668;	3.2673792E7;	4988424.8;	334.8666666666667;	9711.333333333334;	0.2;	0.0
1376659276;	8;	20799.99696;	3662.5327980400007;	17.608333333333334;	3.2673792E7;	4898944.8;	279.06666666666666;	10180.4;	0.0;	0.06666666666666667
1376659576;	8;	20799.99696;	4153.066059680001;	19.96666666666667;	3.2673792E7;	6039796.0;	379.93333333333334;	6709.8;	0.06666666666666667;	0.0
1376659876;	8;	20799.99696;	3844.5327714400005;	18.483333333333334;	3.2673792E7;	1.2325659466666667E7;	3536.6666666666665;	5803.6;	0.5333333333333333;	1.1333333333333333
1376660176;	8;	20799.99696;	4764.932636920001;	22.908333333333335;	3.2673792E7;	2.6463260533333335E7;	2328.266666666667;	17902.866666666665;	9455.933333333332;	297.8
1376660476;	8;	20799.99696;	1852.93306252;	8.908333333333333;	3.2673792E7;	1.06479376E7;	257.93333333333334;	893.0666666666667;	112.86666666666666;	6.266666666666667
