Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	20799.996928;	14395.331207253332;	69.20833333333333;	2.097152E7;	3537195.2;	0.2;	7.866666666666666;	4959.0;	79.13333333333334
1376315146;	8;	20799.996928;	13773.064632490668;	66.21666666666667;	2.097152E7;	3690985.6;	2.7333333333333334;	8.133333333333333;	7710.333333333333;	87.2
1376315446;	8;	20799.996928;	12965.331418453332;	62.33333333333333;	2.097152E7;	3607099.2;	2.7333333333333334;	7.4;	8003.466666666666;	87.13333333333334
1376315746;	8;	20799.996928;	7884.932168789333;	37.90833333333333;	2.097152E7;	2991934.933333333;	2.6666666666666665;	12.133333333333333;	1652.7333333333333;	40.333333333333336
1376316046;	8;	20799.996928;	8937.065346730667;	42.96666666666667;	2.097152E7;	2278904.0;	0.06666666666666667;	5.133333333333334;	4839.2;	59.666666666666664
1376316346;	8;	20799.996928;	1093.7331717973334;	5.258333333333334;	2.097152E7;	1817530.1333333333;	2.6666666666666665;	2.8;	21.4;	3.066666666666667
1376316646;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	419428.26666666666;	0.0;	0.9333333333333333;	0.0;	1.0
1376316946;	8;	20799.996928;	103.99998464000001;	0.5;	2.097152E7;	223693.86666666667;	0.0;	2.6;	0.0;	1.5333333333333334
1376317246;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	55923.2;	0.0;	0.8666666666666667;	0.0;	1.0
1376317546;	8;	20799.996928;	98.799985408;	0.475;	2.097152E7;	83884.8;	0.0;	1.1333333333333333;	0.0;	1.0
1376317846;	8;	20799.996928;	98.799985408;	0.475;	2.097152E7;	209714.4;	0.0;	1.2;	0.0;	1.0
1376318146;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	125827.73333333334;	0.0;	1.2;	0.0;	1.0
1376318446;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	167770.66666666666;	0.0;	1.4666666666666666;	0.06666666666666667;	1.1333333333333333
1376318746;	8;	20799.996928;	95.33331925333334;	0.45833333333333337;	2.097152E7;	111846.4;	0.0;	1.0;	0.0;	1.0
1376319046;	8;	20799.996928;	98.799985408;	0.475;	2.097152E7;	293598.4;	0.0;	1.0666666666666667;	0.0;	1.0
1376319346;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	13980.8;	0.0;	0.9333333333333333;	0.0;	1.0
1376319646;	8;	20799.996928;	95.33331925333334;	0.45833333333333337;	2.097152E7;	0.0;	0.0;	1.2666666666666666;	0.0;	1.0
1376319946;	8;	20799.996928;	97.06665233066666;	0.4666666666666666;	2.097152E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1376320246;	8;	20799.994464;	415.99988928;	2.0;	2.097152E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1376320546;	8;	20799.994464;	129.9999654;	0.625;	2.097152E7;	55923.2;	0.13333333333333333;	2.8;	0.0;	1.5333333333333334
1376320846;	8;	20799.994464;	93.599975088;	0.45;	2.097152E7;	83884.8;	0.0;	1.0666666666666667;	0.0;	1.0
1376321146;	8;	20799.994464;	4258.798866504;	20.475;	2.097152E7;	1747626.4;	2.6;	3.8666666666666667;	6953.4;	62.53333333333333
1376321446;	8;	20799.994464;	402.133226304;	1.9333333333333333;	2.097152E7;	3970605.066666667;	0.06666666666666667;	8.133333333333333;	0.6;	1.4666666666666666
1376321746;	8;	20799.994464;	3371.3324360399997;	16.208333333333332;	2.097152E7;	1356156.8;	2.6;	2.933333333333333;	3786.6666666666665;	32.266666666666666
1376322046;	8;	20799.994464;	16149.462368424;	77.64166666666667;	2.097152E7;	3928663.7333333334;	0.0;	1.3333333333333333;	5259.533333333334;	41.333333333333336
1376322346;	8;	20799.996904;	19040.663832536662;	91.54166666666666;	2.097152E7;	1.0066328E7;	0.0;	2.5;	0.5;	1.0
1376322647;	8;	20799.996904;	21127.596855238;	101.575;	2.097152E7;	9716802.666666666;	0.0;	1.3333333333333333;	92.66666666666667;	1.6
1376322947;	8;	20799.996904;	21278.396832792;	102.3;	2.097152E7;	6417283.2;	0.0;	1.0;	1.9333333333333333;	0.8666666666666667
1376323247;	8;	20799.996904;	21137.996853689998;	101.625;	2.097152E7;	5131030.133333334;	0.0;	0.8666666666666667;	0.4;	0.8
1376323547;	8;	20799.996904;	21117.196856786;	101.525;	2.097152E7;	4585770.666666667;	0.0;	0.9333333333333333;	3.3333333333333335;	0.8
1376323847;	8;	20799.996904;	21087.730194505333;	101.38333333333334;	2.097152E7;	4194303.466666667;	0.0;	0.9333333333333333;	2.8666666666666667;	0.8666666666666667
1376324147;	8;	20799.996904;	21163.99684982;	101.75;	2.097152E7;	4096435.466666667;	0.13333333333333333;	2.0;	1.3333333333333333;	0.8
1376324447;	8;	20799.996904;	21228.130173607333;	102.05833333333334;	2.097152E7;	4459942.4;	0.0;	2.3333333333333335;	1.2666666666666666;	0.8666666666666667
1376324747;	8;	20799.996904;	21013.196872266;	101.025;	2.097152E7;	4501884.8;	0.0;	2.1333333333333333;	0.3333333333333333;	1.0
1376325047;	8;	20799.996904;	21053.063532998665;	101.21666666666665;	2.097152E7;	3816814.6666666665;	0.0;	0.8666666666666667;	0.0;	0.6
1376325347;	8;	20799.996904;	21212.530175929336;	101.98333333333333;	2.097152E7;	3956624.0;	0.0;	1.1333333333333333;	2.6666666666666665;	0.7333333333333333
1376325647;	8;	20799.996904;	20994.130208437335;	100.93333333333334;	2.097152E7;	4445959.733333333;	0.0;	0.9333333333333333;	2.933333333333333;	0.8
1376325947;	8;	20799.996904;	21006.263539964664;	100.99166666666666;	2.097152E7;	4096435.2;	0.06666666666666667;	0.9333333333333333;	0.6666666666666666;	0.6666666666666666
1376326247;	8;	20799.996904;	21188.263512874666;	101.86666666666666;	2.097152E7;	3900701.3333333335;	0.0;	0.8;	1.2666666666666666;	0.9333333333333333
1376326547;	8;	20799.996904;	21009.730206115335;	101.00833333333334;	2.097152E7;	4921316.0;	0.0;	1.0;	4.266666666666667;	0.7333333333333333
1376326847;	8;	20799.996904;	21247.196837436004;	102.15;	2.097152E7;	3886720.533333333;	0.0;	0.9333333333333333;	1.6666666666666667;	0.9333333333333333
1376327147;	8;	20799.996904;	21013.196872266;	101.025;	2.097152E7;	3914682.6666666665;	0.0;	1.2;	0.0;	0.9333333333333333
1376327447;	8;	20799.996904;	21250.663503586664;	102.16666666666666;	2.097152E7;	4529847.466666667;	0.0;	8.133333333333333;	1.2666666666666666;	0.9333333333333333
1376327747;	8;	20799.996904;	21120.663522936666;	101.54166666666666;	2.097152E7;	3900700.533333333;	0.0;	1.7333333333333334;	0.0;	0.9333333333333333
1376328047;	8;	20799.996904;	21040.930201471336;	101.15833333333335;	2.097152E7;	4208282.666666667;	0.0;	2.6;	0.26666666666666666;	1.1333333333333333
