Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	20799.9944;	15724.795766399999;	75.6;	2.0637696E7;	3285536.533333333;	0.0;	8.266666666666667;	6745.266666666666;	98.0
1376315146;	8;	20799.9944;	13773.062958533334;	66.21666666666667;	2.0637696E7;	3313498.933333333;	5.2;	8.4;	6585.8;	79.0
1376315446;	8;	20799.9944;	12811.063217533334;	61.59166666666667;	2.0637696E7;	3467289.066666667;	2.6;	8.066666666666666;	7351.266666666666;	83.06666666666666
1376315746;	8;	20799.9944;	7442.931329466665;	35.78333333333333;	2.0637696E7;	3103783.2;	2.6;	5.333333333333333;	2281.733333333333;	36.733333333333334
1376316046;	8;	20799.9944;	8595.5976858;	41.325;	2.0637696E7;	2348807.2;	0.0;	13.733333333333333;	5135.866666666667;	59.2
1376316346;	8;	20799.9944;	1384.9329604666668;	6.658333333333334;	2.0637696E7;	2139092.8;	2.6;	2.7333333333333334;	21.333333333333332;	2.6
1376316646;	8;	20799.9944;	69.33331466666668;	0.33333333333333337;	2.0637696E7;	629144.0;	0.0;	1.0;	0.0;	1.0
1376316946;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	279617.6;	0.0;	0.8666666666666667;	0.0;	1.0
1376317246;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	209713.6;	0.0;	0.9333333333333333;	0.0;	1.0
1376317546;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	0.0;	0.0;	1.0;	0.0;	1.0
1376317846;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	139809.06666666668;	0.0;	1.3333333333333333;	0.0;	1.0
1376318146;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	293600.0;	0.0;	0.8666666666666667;	0.0;	1.0
1376318446;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	0.0;	0.0;	1.2;	0.06666666666666667;	1.0
1376318746;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	41942.4;	0.0;	1.0;	0.0;	1.0
1376319046;	8;	20799.9944;	71.06664753333332;	0.3416666666666666;	2.0637696E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
