Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	11703.997536;	11011.511015120002;	94.08333333333334;	1.6777216E7;	5905578.4;	0.0;	2.466666666666667;	0.4;	86.6
1376315146;	4;	11703.997536;	3043.03935936;	26.0;	1.6777216E7;	8164909.866666666;	0.0;	2.4;	0.4;	86.86666666666666
1376315446;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	3355441.6;	0.0;	0.0;	0.0;	1.0
1376315746;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	659903.2;	0.0;	0.2;	0.0;	1.0
1376316046;	4;	11703.997536;	6585.449280256002;	56.26666666666667;	1.6777216E7;	1890231.2;	2.8;	126.0;	103.73333333333333;	2.1333333333333333
1376316346;	4;	11703.997536;	11442.608257696;	97.76666666666667;	1.6777216E7;	3288331.7333333334;	0.0;	7.266666666666667;	0.6;	0.6666666666666666
1376316646;	4;	11703.997536;	11450.410922720002;	97.83333333333334;	1.6777216E7;	6856286.4;	0.0;	0.2;	0.6666666666666666;	0.5333333333333333
1376316946;	4;	11703.997536;	4771.329662176;	40.766666666666666;	1.6777216E7;	9026140.266666668;	0.0;	1.1333333333333333;	0.13333333333333333;	0.8
1376317246;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	6341784.8;	0.0;	0.0;	0.6666666666666666;	1.0
1376317546;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	1275067.2;	0.0;	0.0;	0.0;	1.0
1376317846;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	335544.0;	0.0;	0.0;	0.0;	1.0
1376318146;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	100663.2;	0.0;	0.0;	0.0;	1.0
1376318446;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	167772.0;	0.0;	0.0;	1.4;	1.0
1376318746;	4;	11703.997536;	1583.940999872;	13.533333333333333;	1.6777216E7;	301989.6;	2.8666666666666667;	95.46666666666667;	73.33333333333333;	1.5333333333333334
1376319046;	4;	11703.997536;	11319.716283568;	96.71666666666665;	1.6777216E7;	5077901.866666666;	0.0;	0.7333333333333333;	0.2;	0.6
1376319346;	4;	11703.997536;	11440.65759144;	97.75;	1.6777216E7;	9082065.6;	0.0;	0.8;	0.13333333333333333;	0.5333333333333333
1376319646;	4;	11703.997536;	11452.361588975999;	97.85;	1.6777216E7;	7326048.266666667;	0.0;	1.3333333333333333;	0.0;	0.5333333333333333
1376319946;	4;	11703.997536;	11460.164254000001;	97.91666666666666;	1.6777216E7;	4294965.066666666;	0.0;	1.6;	0.26666666666666666;	41.333333333333336
1376320246;	4;	11703.997536;	4433.864399888001;	37.88333333333333;	1.6777216E7;	1.0726231466666667E7;	0.0;	4.733333333333333;	1.4;	125.4
1376320546;	4;	11703.997536;	29.259993840000003;	0.25;	1.6777216E7;	3981790.6666666665;	0.0;	0.0;	0.8;	1.0
1376320846;	4;	11703.997536;	1228.91974128;	10.5;	1.6777216E7;	1118480.0;	2.8;	106.93333333333334;	72.93333333333334;	1.6666666666666667
1376321146;	4;	11703.997536;	10952.991027440003;	93.58333333333334;	1.6777216E7;	3657431.2;	0.0;	2.2666666666666666;	0.0;	0.4666666666666667
1376321446;	4;	11703.997536;	11464.065586512;	97.95;	1.6777216E7;	8657042.666666666;	0.0;	0.7333333333333333;	0.9333333333333333;	0.5333333333333333
1376321746;	4;	11703.997536;	11462.114920256001;	97.93333333333334;	1.6777216E7;	7203015.733333333;	0.0;	0.0;	1.6666666666666667;	0.4
1376322046;	4;	11703.997536;	11454.312255231998;	97.86666666666666;	1.6777216E7;	3467289.6;	0.0;	0.0;	2.066666666666667;	0.5333333333333333
1376322346;	4;	11703.997536;	4131.511130208;	35.3;	1.6777216E7;	1.04466112E7;	0.0;	4.733333333333333;	3.0;	163.8
1376322647;	4;	11703.997536;	1384.9730417600001;	11.833333333333332;	1.6777216E7;	4451552.533333333;	0.06666666666666667;	31.866666666666667;	20.466666666666665;	1.2
1376322947;	4;	11703.997536;	3224.4513211680005;	27.55;	1.6777216E7;	1342176.0;	0.0;	1.0;	1.1333333333333333;	1.0
1376323247;	4;	11703.997536;	3220.5499886560006;	27.516666666666666;	1.6777216E7;	548055.2;	0.0;	1.0666666666666667;	1.2666666666666666;	1.0
1376323547;	4;	11703.997536;	4320.72575704;	36.916666666666664;	1.6777216E7;	637533.6;	0.06666666666666667;	27.4;	20.2;	42.06666666666667
1376323847;	4;	11703.997536;	4100.300470112;	35.03333333333333;	1.6777216E7;	1297436.8;	0.0;	49.13333333333333;	38.333333333333336;	1.5333333333333334
1376324147;	4;	11703.997536;	9564.116653168001;	81.71666666666667;	1.6777216E7;	1454024.0;	0.0;	1.0666666666666667;	1.8;	1.0
1376324447;	4;	11703.997536;	9589.475314496001;	81.93333333333334;	1.6777216E7;	1040186.4;	0.0;	0.0;	1.8666666666666667;	1.0
1376324747;	4;	11703.997536;	7010.694524064;	59.9;	1.6777216E7;	1107295.2;	0.0;	1.4;	1.4;	41.733333333333334
1376325047;	4;	11703.997536;	2223.75953184;	19.0;	1.6777216E7;	1073740.8;	0.0;	2.8;	1.6666666666666667;	81.8
1376325347;	4;	11703.997536;	1336.2063853600002;	11.416666666666668;	1.6777216E7;	749381.6;	0.0;	49.0;	38.13333333333333;	1.2666666666666666
1376325647;	4;	11703.997536;	6993.13852776;	59.75;	1.6777216E7;	939523.2;	0.06666666666666667;	49.93333333333333;	38.266666666666666;	1.5333333333333334
1376325947;	4;	11703.997536;	11370.433606224002;	97.15;	1.6777216E7;	5480554.933333334;	0.0;	2.1333333333333333;	1.9333333333333333;	0.6
1376326247;	4;	11703.997536;	11464.065586512;	97.95;	1.6777216E7;	7460266.666666667;	0.0;	0.0;	1.7333333333333334;	0.26666666666666666
1376326547;	4;	11703.997536;	10340.481823056;	88.35;	1.6777216E7;	6610222.133333334;	0.0;	2.7333333333333334;	1.7333333333333334;	82.13333333333334
1376326847;	4;	11703.997536;	6101.684048768;	52.13333333333333;	1.6777216E7;	9406423.2;	0.0;	0.5333333333333333;	1.1333333333333333;	1.0
1376327147;	4;	11703.997536;	105.335977824;	0.9;	1.6777216E7;	2919233.6;	0.0;	1.8;	2.6;	82.2
1376327447;	4;	11703.997536;	56.569321424;	0.48333333333333334;	1.6777216E7;	883599.2;	0.06666666666666667;	86.66666666666667;	74.0;	1.6
1376327747;	4;	11703.997536;	8108.919626192;	69.28333333333333;	1.6777216E7;	2203406.1333333333;	0.0;	9.733333333333333;	2.6666666666666665;	0.7333333333333333
1376328047;	4;	11703.997536;	11432.854926416001;	97.68333333333334;	1.6777216E7;	8008323.2;	0.0;	0.9333333333333333;	1.3333333333333333;	0.6
1376328347;	4;	11703.997536;	11432.854926416001;	97.68333333333334;	1.6777216E7;	8254389.066666666;	0.0;	0.7333333333333333;	1.1333333333333333;	0.6666666666666666
1376328647;	4;	11703.997536;	11440.65759144;	97.75;	1.6777216E7;	4843021.066666666;	0.4;	0.0;	0.0;	0.5333333333333333
1376328947;	4;	11703.997536;	7047.7571829280005;	60.21666666666667;	1.6777216E7;	8287942.4;	0.0;	43.06666666666667;	1.6666666666666667;	162.86666666666667
1376329247;	4;	11703.997536;	42.914657632;	0.36666666666666664;	1.6777216E7;	5167380.8;	0.0;	27.666666666666668;	18.8;	1.2666666666666666
1376329547;	4;	11703.997536;	5846.146769232;	49.95;	1.6777216E7;	1923785.6;	0.0;	76.8;	55.0;	1.4
