Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376406353;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376406653;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376406954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407254;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407554;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376407854;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408154;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408454;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376408754;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409054;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409354;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409654;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376409954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410254;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410554;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376410854;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411154;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411454;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376411754;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412054;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412354;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412654;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376412954;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413255;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413555;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376413855;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414155;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414455;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376414755;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415055;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415355;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415655;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376415955;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376416255;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1376416555;	2;	5199.9989;	0.0;	0.0;	249856.0;	6291456.0;	0.0;	0.0;	0.0;	0.0
1376416855;	2;	5199.9989;	1925.7329259666665;	37.03333333333333;	1040529.3333333334;	5145012.0;	2649.9333333333334;	4391.266666666666;	810.5333333333333;	9.8
1376417155;	2;	5199.9989;	592.7998746;	11.4;	2134016.0;	2432694.1333333333;	149.13333333333335;	1339.2;	17.466666666666665;	0.7333333333333333
1376417455;	2;	5199.9989;	355.3332581666666;	6.833333333333334;	2134016.0;	855636.0;	0.13333333333333333;	881.4000000000001;	51.13333333333333;	1.6
1376417755;	2;	5199.9989;	2255.066189633333;	43.36666666666667;	3126203.7333333334;	1392507.2;	11.6;	7680.533333333333;	1972.8666666666666;	234.2
1376418055;	2;	5199.9989;	83.1999824;	1.6;	4235264.0;	1711274.6666666667;	3.533333333333333;	26.533333333333335;	0.06666666666666667;	1.0666666666666667
1376418355;	2;	5199.9989;	376.13325376666666;	7.233333333333333;	4860586.666666667;	1744828.5333333334;	146.13333333333335;	8610.866666666667;	0.26666666666666666;	1.5333333333333334
1376418655;	2;	5199.9989;	83.1999824;	1.6;	5269504.0;	2757053.066666667;	3.4000000000000004;	262.66666666666663;	0.06666666666666667;	1.1333333333333333
1376418955;	2;	5199.9989;	83.1999824;	1.6;	5269504.0;	637533.3333333334;	0.0;	13.666666666666666;	0.13333333333333333;	1.2
1376419255;	2;	5199.9989;	77.9999835;	1.5;	5269504.0;	156586.13333333333;	0.0;	12.2;	0.0;	1.0666666666666667
1376419555;	2;	5199.9989;	81.46664943333332;	1.5666666666666667;	5269504.0;	72699.46666666666;	0.0;	12.933333333333334;	0.13333333333333333;	1.1333333333333333
1376419855;	2;	5199.9989;	77.9999835;	1.5;	5269504.0;	83884.8;	0.0;	11.799999999999999;	0.0;	1.0666666666666667
1376420155;	2;	5199.9989;	83.1999824;	1.6;	5269504.0;	178955.73333333334;	0.0;	12.933333333333334;	0.06666666666666667;	1.1333333333333333
1376420455;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	223695.2;	0.0;	12.733333333333333;	0.0;	1.0666666666666667
1376420755;	2;	5199.9989;	547.7332174666666;	10.533333333333333;	5269504.0;	257249.06666666668;	58.2;	390.8;	0.2;	1.2666666666666666
1376421055;	2;	5199.9989;	514.7998911;	9.9;	5269504.0;	240471.73333333334;	4.066666666666666;	34.6;	0.0;	1.0666666666666667
1376421355;	2;	5199.9989;	71.06665163333332;	1.3666666666666665;	5269504.0;	329949.86666666664;	0.0;	14.333333333333332;	0.13333333333333333;	1.1333333333333333
1376421655;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	134216.26666666666;	0.0;	12.4;	0.0;	1.0666666666666667
1376421955;	2;	5199.9989;	62.39998679999999;	1.2;	5269504.0;	11184.533333333333;	0.0;	13.2;	0.13333333333333333;	1.1333333333333333
1376422255;	2;	5199.9989;	51.999989;	1.0;	5269504.0;	55922.666666666664;	0.0;	13.266666666666666;	0.0;	1.0666666666666667
1376422555;	2;	5199.9989;	62.39998679999999;	1.2;	5269504.0;	33553.6;	0.0;	12.399999999999999;	0.13333333333333333;	1.1333333333333333
1376422856;	2;	5199.9989;	55.46665493333333;	1.0666666666666667;	5269504.0;	50330.4;	0.0;	13.133333333333333;	0.0;	1.0666666666666667
1376423156;	2;	5199.9989;	67.59998569999999;	1.3;	5269504.0;	150993.6;	0.0;	14.133333333333333;	0.13333333333333333;	1.1333333333333333
1376423456;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	106254.13333333333;	0.0;	12.466666666666667;	0.0;	1.0666666666666667
1376423756;	2;	5199.9989;	62.39998679999999;	1.2;	5269504.0;	106255.2;	0.0;	14.133333333333335;	0.13333333333333333;	1.1333333333333333
1376424056;	2;	5199.9989;	72.79998459999999;	1.4;	5269504.0;	128624.26666666666;	0.0;	13.333333333333332;	0.0;	1.0
1376424356;	2;	5199.9989;	81.46664943333332;	1.5666666666666667;	5269504.0;	307580.8;	0.0;	21.8;	0.2;	1.2
1376424656;	2;	5199.9989;	55.46665493333333;	1.0666666666666667;	5269504.0;	61515.46666666667;	0.0;	13.266666666666666;	0.0;	1.0
1376424956;	2;	5199.9989;	62.39998679999999;	1.2;	5269504.0;	89476.53333333334;	0.0;	12.866666666666665;	0.13333333333333333;	1.1333333333333333
1376425256;	2;	5199.9989;	51.999989;	1.0;	5269504.0;	134216.8;	0.0;	12.733333333333333;	0.0;	1.0666666666666667
1376425556;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	95069.06666666667;	0.0;	13.0;	0.13333333333333333;	1.1333333333333333
1376425856;	2;	5199.9989;	55.46665493333333;	1.0666666666666667;	5269504.0;	145401.86666666667;	0.0;	13.266666666666666;	0.0;	1.0
1376426156;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	11184.533333333333;	0.0;	12.799999999999999;	0.13333333333333333;	1.1333333333333333
1376426456;	2;	5199.9989;	51.999989;	1.0;	5269504.0;	67108.0;	0.0;	12.933333333333334;	0.0;	1.0666666666666667
1376426756;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	44738.13333333333;	0.0;	12.733333333333333;	0.13333333333333333;	1.1333333333333333
1376427056;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	83884.8;	0.0;	13.133333333333333;	0.0;	1.0
1376427356;	2;	5199.9989;	57.199987899999996;	1.1;	5269504.0;	83884.0;	0.0;	12.6;	0.13333333333333333;	1.1333333333333333
1376427656;	2;	5199.9989;	55.46665493333333;	1.0666666666666667;	5269504.0;	78291.73333333334;	0.0;	13.133333333333333;	0.0;	1.0
1376427956;	2;	5199.9989;	77.9999835;	1.5;	5269504.0;	150993.6;	0.0;	22.46666666666667;	0.2;	1.2
1376428256;	2;	5199.9989;	65.86665273333332;	1.2666666666666666;	5269504.0;	33553.6;	0.0;	12.533333333333333;	0.0;	1.0
1376428556;	2;	5199.9989;	67.59998569999999;	1.3;	5269504.0;	111847.46666666666;	0.0;	13.866666666666667;	0.13333333333333333;	1.1333333333333333
1376428856;	2;	5199.9989;	53.73332196666665;	1.0333333333333332;	5269504.0;	100661.6;	0.0;	12.733333333333333;	0.0;	1.0666666666666667
