Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	8;	20799.99376;	3087.065740546667;	14.841666666666667;	4.0758604E7;	3663024.0;	0.0;	1.0;	0.0;	1.0
1376315146;	8;	20799.99376;	7706.39768808;	37.05;	4.0758604E7;	5424631.733333333;	2.6666666666666665;	2.4;	422.53333333333336;	9.6
1376315446;	8;	20799.99376;	14147.462422426666;	68.01666666666667;	4.0758604E7;	2.264924E7;	0.0;	1.3333333333333333;	9.933333333333334;	10.466666666666667
1376315746;	8;	20799.99376;	3100.9324030533335;	14.908333333333333;	4.0758604E7;	1.76160752E7;	0.0;	1.1333333333333333;	0.0;	1.0
1376316046;	8;	20799.99376;	3099.1990702400003;	14.9;	4.0758604E7;	4613733.6;	0.0;	0.9333333333333333;	0.0;	1.0
1376316346;	8;	20799.99376;	9103.463935626669;	43.76666666666667;	4.0758604E7;	6039795.733333333;	2.6;	2.533333333333333;	733.6;	12.666666666666666
1376316646;	8;	20799.99376;	12407.19627784;	59.65;	4.0758604E7;	2.4187151733333334E7;	0.0;	7.533333333333333;	8.933333333333334;	9.2
1376316946;	8;	20799.99376;	6051.064851346667;	29.091666666666665;	4.0758604E7;	1.2303290666666666E7;	0.0;	1.1333333333333333;	0.0;	1.0
1376317246;	8;	20799.99376;	6051.064851346667;	29.091666666666665;	4.0758604E7;	3607100.2666666666;	0.0;	1.0;	0.0;	1.0
1376317546;	8;	20799.99376;	6052.798184160001;	29.1;	4.0758604E7;	1342175.4666666666;	0.0;	1.0;	0.0;	1.0
1376317846;	8;	20799.99376;	6056.264849786667;	29.116666666666664;	4.0758604E7;	1342175.7333333334;	0.0;	1.0;	0.0;	1.0
1376318146;	8;	20799.99376;	3724.9322158533328;	17.90833333333333;	4.0758604E7;	3607100.2666666666;	0.06666666666666667;	2.933333333333333;	1.3333333333333333;	3.0
1376318446;	8;	20799.99376;	866.6664066666667;	4.166666666666667;	4.0758604E7;	4110416.533333333;	0.0;	1.7333333333333334;	1.2666666666666666;	2.3333333333333335
1376318746;	8;	20799.99376;	3220.532367173333;	15.483333333333333;	4.0758604E7;	4669656.8;	2.6;	2.2666666666666666;	361.8666666666667;	7.4
1376319046;	8;	20799.99376;	109.19996724;	0.525;	4.0758604E7;	4362074.133333334;	0.0;	1.2;	0.0;	1.0
1376319346;	8;	20799.99376;	95.33330473333335;	0.45833333333333337;	4.0758604E7;	727011.2;	0.0;	0.8666666666666667;	0.0;	1.0
1376319646;	8;	20799.99376;	98.79997036;	0.475;	4.0758604E7;	0.0;	0.0;	1.0;	0.0;	1.0
