Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	234879.2;	0.06666666666666667;	4.066666666666666;	0.06666666666666667;	0.6666666666666666
1376315146;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	201325.6;	0.0;	8.666666666666666;	0.26666666666666666;	0.4666666666666667
1376315446;	2;	5199.999204;	41.59999363199999;	0.8;	4194304.0;	190139.73333333334;	0.0;	4.733333333333333;	0.26666666666666666;	0.4
1376315746;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	268433.6;	0.2;	3.8;	0.3333333333333333;	0.4
1376316046;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	198529.06666666668;	0.13333333333333333;	4.333333333333333;	0.3333333333333333;	0.4
1376316346;	2;	5199.999204;	88.399986468;	1.7;	4194304.0;	534072.8;	0.06666666666666667;	8.4;	0.2;	0.8
1376316646;	2;	5199.999204;	29.466662155999998;	0.5666666666666667;	4194304.0;	629143.2;	0.06666666666666667;	6.933333333333334;	0.26666666666666666;	0.3333333333333333
1376316946;	2;	5199.999204;	204.53330202399997;	3.933333333333333;	4194304.0;	522888.26666666666;	0.0;	418.26666666666665;	0.4;	0.4666666666666667
1376317246;	2;	5199.999204;	60.66665738;	1.1666666666666667;	4194304.0;	335543.2;	1616.7333333333333;	1497.8;	0.13333333333333333;	0.4
1376317546;	2;	5199.999204;	38.133327496;	0.7333333333333333;	4194304.0;	248859.73333333334;	0.13333333333333333;	4.533333333333333;	0.2;	0.4666666666666667
1376317846;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	243267.2;	0.06666666666666667;	4.133333333333334;	0.13333333333333333;	0.6666666666666666
1376318146;	2;	5199.999204;	25.999996019999998;	0.5;	4194304.0;	204121.86666666667;	0.0;	4.333333333333333;	0.13333333333333333;	0.6666666666666666
