Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.998156;	1221.99956666;	23.5;	1.2529664E7;	880800.8;	0.0;	79.93333333333334;	75.6;	36.4
1376315146;	2;	5199.998156;	908.2663445813334;	17.46666666666667;	1.2529664E7;	729807.2;	0.0;	70.0;	6.666666666666667;	5.6
1376315446;	2;	5199.998156;	889.1996846760001;	17.1;	1.2529664E7;	805303.2;	0.0;	72.46666666666667;	6.8;	5.6
1376315746;	2;	5199.998156;	908.2663445813334;	17.46666666666667;	1.2529664E7;	880802.4;	0.0;	69.53333333333333;	6.533333333333333;	5.466666666666667
1376316046;	2;	5199.998156;	958.5329934226667;	18.433333333333334;	1.2529664E7;	654309.6;	0.0;	83.73333333333333;	83.6;	37.333333333333336
1376316346;	2;	5199.998156;	2495.99911488;	48.0;	1.2529664E7;	1115683.7333333334;	0.2;	104.73333333333333;	477.8;	214.86666666666667
1376316646;	2;	5199.998156;	1313.866200749333;	25.266666666666666;	1.2529664E7;	1132460.8;	0.0;	78.73333333333333;	81.26666666666667;	39.0
1376316946;	2;	5199.998156;	899.599680988;	17.3;	1.2529664E7;	989852.8;	0.0;	70.60000000000001;	6.666666666666667;	5.6
1376317246;	2;	5199.998156;	904.7996791439998;	17.4;	1.2529664E7;	746583.4666666667;	0.0;	75.53333333333335;	17.266666666666666;	8.6
1376317546;	2;	5199.998156;	932.5330026426667;	17.933333333333334;	1.2529664E7;	796914.6666666666;	0.0;	70.53333333333333;	18.866666666666667;	9.6
1376317846;	2;	5199.998156;	979.3329860466665;	18.833333333333332;	1.2529664E7;	889190.6666666666;	0.0;	88.0;	7.8;	6.333333333333333
1376318146;	2;	5199.998156;	2518.532440222666;	48.43333333333333;	1.2529664E7;	981465.3333333334;	0.0;	107.8;	460.2;	207.0
1376318446;	2;	5199.998156;	1346.7995224039998;	25.9;	1.2529664E7;	998242.4;	0.0;	80.86666666666666;	107.26666666666667;	49.53333333333333
1376318746;	2;	5199.998156;	906.5330118626666;	17.433333333333334;	1.2529664E7;	855635.7333333333;	0.0;	70.33333333333333;	10.866666666666667;	7.0
1376319046;	2;	5199.998156;	883.99968652;	17.0;	1.2529664E7;	805304.0;	0.0;	71.26666666666667;	10.2;	6.933333333333334
1376319346;	2;	5199.998156;	875.3330229266666;	16.833333333333332;	1.2529664E7;	905967.7333333333;	0.0;	70.53333333333333;	10.666666666666666;	7.0
1376319646;	2;	5199.998156;	909.9996772999999;	17.5;	1.2529664E7;	956298.4;	0.0;	81.39999999999999;	13.333333333333334;	8.133333333333333
1376319946;	2;	5199.998156;	2411.065811665333;	46.36666666666667;	1.2529664E7;	629144.0;	0.0;	103.99999999999999;	480.53333333333336;	215.86666666666667
1376320246;	2;	5199.998156;	1279.199546376;	24.6;	1.2529664E7;	981464.8;	0.0;	78.39999999999999;	78.53333333333333;	37.733333333333334
1376320546;	2;	5199.998156;	861.4663611773333;	16.566666666666666;	1.2529664E7;	763360.5333333333;	0.0;	69.46666666666667;	6.666666666666667;	5.666666666666667
1376320846;	2;	5199.998156;	911.7330100186665;	17.53333333333333;	1.2529664E7;	822080.2666666667;	0.0;	73.73333333333333;	6.8;	5.733333333333333
1376321146;	2;	5199.998156;	880.5330210826667;	16.933333333333334;	1.2529664E7;	822081.8666666667;	0.0;	69.6;	6.666666666666667;	5.666666666666667
1376321446;	2;	5199.998156;	885.7330192386664;	17.03333333333333;	1.2529664E7;	721418.4;	0.0;	81.86666666666667;	7.4;	6.133333333333334
1376321746;	2;	5199.998156;	2409.332478946666;	46.33333333333333;	1.2529664E7;	1006631.4666666667;	0.0;	105.66666666666667;	468.4;	210.66666666666666
1376322046;	2;	5199.998156;	1334.666193373333;	25.666666666666664;	1.2529664E7;	1191180.5333333334;	0.0;	78.60000000000001;	90.66666666666667;	43.13333333333333
1376322346;	2;	5199.998156;	882.2663538013334;	16.96666666666667;	1.2529664E7;	989853.8666666667;	0.0;	70.86666666666667;	6.733333333333333;	5.666666666666667
1376322647;	2;	5199.998156;	838.9330358346665;	16.133333333333333;	1.2529664E7;	838857.8666666667;	0.0;	73.2;	6.8;	5.666666666666667
1376322947;	2;	5199.998156;	849.3330321466665;	16.333333333333332;	1.2529664E7;	754972.5333333333;	0.0;	70.2;	6.666666666666667;	5.666666666666667
1376323247;	2;	5199.998156;	925.599671768;	17.8;	1.2529664E7;	998241.6;	0.0;	84.33333333333333;	82.53333333333333;	36.93333333333333
1376323547;	2;	5199.998156;	2390.265819041333;	45.96666666666667;	1.2529664E7;	1082128.0;	0.0;	104.53333333333333;	432.53333333333336;	194.26666666666668
1376323847;	2;	5199.998156;	1414.3994984319997;	27.2;	1.2529664E7;	905966.4;	0.0;	77.53333333333333;	128.2;	59.93333333333333
1376324147;	2;	5199.998156;	927.3330044866666;	17.833333333333332;	1.2529664E7;	1006631.2;	0.0;	69.46666666666667;	6.733333333333333;	5.666666666666667
1376324447;	2;	5199.998156;	819.8663759293333;	15.766666666666667;	1.2529664E7;	931132.8;	0.0;	71.13333333333334;	6.866666666666666;	5.666666666666667
1376324747;	2;	5199.998156;	866.6663593333334;	16.666666666666668;	1.2529664E7;	780138.4;	0.0;	69.86666666666667;	6.733333333333333;	5.666666666666667
1376325047;	2;	5199.998156;	958.5329934226667;	18.433333333333334;	1.2529664E7;	931133.6;	0.0;	86.0;	7.266666666666667;	5.933333333333334
1376325347;	2;	5199.998156;	2341.7325029186663;	45.03333333333333;	1.2529664E7;	922745.0666666667;	0.0;	113.73333333333333;	424.8;	191.53333333333333
1376325647;	2;	5199.998156;	1520.1327942706664;	29.233333333333334;	1.2529664E7;	1006630.4;	0.0;	76.66666666666667;	135.0;	62.86666666666667
1376325947;	2;	5199.998156;	847.599699428;	16.3;	1.2529664E7;	1124071.4666666666;	0.0;	71.26666666666667;	6.733333333333333;	5.666666666666667
1376326247;	2;	5199.998156;	835.4663703973332;	16.066666666666666;	1.2529664E7;	939521.6;	0.0;	72.73333333333333;	6.8;	5.666666666666667
1376326547;	2;	5199.998156;	863.199693896;	16.6;	1.2529664E7;	704640.8;	0.0;	68.26666666666667;	6.666666666666667;	5.666666666666667
1376326847;	2;	5199.998156;	894.3996828319999;	17.2;	1.2529664E7;	872413.0666666667;	0.0;	81.53333333333333;	7.4;	6.066666666666666
1376327147;	2;	5199.998156;	2260.265865141333;	43.46666666666667;	1.2529664E7;	973075.4666666667;	0.0;	101.53333333333333;	442.2;	199.0
1376327447;	2;	5199.998156;	1407.4661675573332;	27.066666666666666;	1.2529664E7;	830468.8;	0.0;	79.19999999999999;	116.66666666666667;	54.733333333333334
1376327747;	2;	5199.998156;	870.1330247706667;	16.733333333333334;	1.2529664E7;	805303.4666666667;	0.0;	71.4;	6.733333333333333;	5.666666666666667
1376328047;	2;	5199.998156;	852.7996975839998;	16.4;	1.2529664E7;	864023.4666666667;	0.0;	70.6;	6.733333333333333;	5.666666666666667
1376328347;	2;	5199.998156;	870.1330247706667;	16.733333333333334;	1.2529664E7;	830468.8;	0.0;	69.06666666666666;	6.666666666666667;	5.666666666666667
1376328647;	2;	5199.998156;	953.3329952666666;	18.333333333333332;	1.2529664E7;	914356.2666666667;	0.0;	82.53333333333333;	7.533333333333333;	6.066666666666666
1376328947;	2;	5199.998156;	2272.399194172;	43.7;	1.2529664E7;	1132460.0;	0.0;	102.66666666666666;	445.0;	200.26666666666668
1376329247;	2;	5199.998156;	1372.7995131839998;	26.4;	1.2529664E7;	973075.4666666667;	0.0;	78.73333333333333;	113.8;	53.4
1376329547;	2;	5199.998156;	909.9996772999999;	17.5;	1.2529664E7;	956297.6;	0.0;	71.26666666666665;	6.666666666666667;	5.666666666666667
1376329847;	2;	5199.998156;	897.8663482693332;	17.266666666666666;	1.2529664E7;	771749.0666666667;	0.0;	71.13333333333333;	6.8;	5.666666666666667
1376330147;	2;	5199.998156;	904.7996791439998;	17.4;	1.2529664E7;	830470.1333333333;	0.5333333333333333;	70.8;	6.666666666666667;	5.6
1376330447;	2;	5199.998156;	909.9996772999999;	17.5;	1.2529664E7;	855635.4666666667;	0.0;	81.93333333333334;	71.13333333333334;	32.06666666666667
1376330747;	2;	5199.998156;	2362.5324955426663;	45.43333333333333;	1.2529664E7;	838858.1333333333;	0.0;	107.0;	432.53333333333336;	194.33333333333334
1376331047;	2;	5199.998156;	1473.3328108666665;	28.333333333333336;	1.2529664E7;	1015018.6666666666;	0.0;	75.73333333333333;	138.66666666666666;	64.53333333333333
1376331347;	2;	5199.998156;	922.1330063306667;	17.733333333333334;	1.2529664E7;	922744.8;	0.0;	71.06666666666666;	6.8;	5.733333333333333
1376331647;	2;	5199.998156;	913.4663427373333;	17.566666666666666;	1.2529664E7;	763360.5333333333;	0.0;	73.73333333333335;	6.866666666666666;	5.666666666666667
1376331947;	2;	5199.998156;	906.5330118626666;	17.433333333333334;	1.2529664E7;	595588.8;	0.0;	69.06666666666666;	6.666666666666667;	5.666666666666667
1376332247;	2;	5199.998156;	934.2663353613333;	17.96666666666667;	1.2529664E7;	830470.6666666666;	0.0;	81.2;	7.2;	5.933333333333334
1376332547;	2;	5199.998156;	2249.8658688293335;	43.26666666666667;	1.2529664E7;	1006630.4;	0.0;	104.53333333333335;	418.53333333333336;	188.4
1376332847;	2;	5199.998156;	1488.9328053346667;	28.633333333333336;	1.2529664E7;	889190.1333333333;	0.0;	77.86666666666666;	140.53333333333333;	65.4
1376333147;	2;	5199.998156;	892.6663501133334;	17.166666666666668;	1.2529664E7;	1006631.2;	0.0;	69.6;	6.733333333333333;	5.666666666666667
1376333447;	2;	5199.998156;	864.9330266146666;	16.633333333333333;	1.2529664E7;	964688.2666666667;	0.0;	70.86666666666667;	6.8;	5.6
1376333747;	2;	5199.998156;	920.3996736119999;	17.7;	1.2529664E7;	1006632.0;	0.0;	71.06666666666668;	6.6;	5.6
1376334047;	2;	5199.998156;	823.3330413666666;	15.833333333333332;	1.2529664E7;	629144.0;	0.0;	70.0;	6.466666666666667;	5.333333333333333
1376334347;	2;	5199.998156;	889.1996846760001;	17.1;	1.2529664E7;	847246.6666666666;	0.0;	72.33333333333334;	6.8;	5.866666666666666
1376334647;	2;	5199.998156;	927.3330044866666;	17.833333333333332;	1.2529664E7;	905967.2;	0.0;	71.19999999999999;	6.4;	5.2
1376334947;	2;	5199.998156;	897.8663482693332;	17.266666666666666;	1.2529664E7;	1006630.4;	0.0;	71.66666666666667;	6.933333333333334;	5.933333333333334
