Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1378295640;	1;	2599.9993;	980.9088268181819;	37.72727272727273;	841056.0;	1982760.3636363635;	1683.5;	5241.1;	1109.9;	26.2
1378295940;	1;	2599.9993;	1759.3328596666668;	67.66666666666667;	2413909.3333333335;	2091558.4;	218.4;	3459.733333333333;	158.2;	4.333333333333333
1378296240;	1;	2599.9993;	454.1332110666667;	17.46666666666667;	2453504.0;	1537909.0666666667;	249.6;	514.4666666666667;	88.8;	13.133333333333333
1378296540;	2;	5199.9986;	118.18178636363636;	2.272727272727273;	2062522.1818181819;	1235411.2727272727;	651.3000000000001;	248.39999999999998;	0.45454545454545453;	2.909090909090909
1378296840;	2;	5199.9986;	43.33332166666666;	0.8333333333333333;	609211.7333333333;	5234490.133333334;	16.266666666666666;	3.8666666666666667;	0.0;	0.2
1378297140;	2;	5199.9986;	5.1999986;	0.1;	616448.0;	1498762.9333333333;	0.0;	0.2;	0.06666666666666667;	0.0
1378297441;	2;	5199.9986;	8.666664333333335;	0.16666666666666669;	620544.0;	318765.6;	1.2;	0.2;	0.0;	0.0
1378297741;	2;	5199.9986;	17.33332866666667;	0.33333333333333337;	727995.7333333333;	123032.0;	11.866666666666665;	2638.733333333333;	0.06666666666666667;	0.0
1378298041;	2;	5199.9986;	12.133330066666666;	0.2333333333333333;	1413120.0;	598385.6;	4.466666666666667;	0.9333333333333333;	0.0;	0.0
1378298341;	2;	5199.9986;	1.7333328666666665;	0.03333333333333333;	1413120.0;	111846.66666666667;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667
1378298641;	2;	5199.9986;	3.466665733333333;	0.06666666666666667;	1414348.8;	33554.4;	0.0;	0.13333333333333333;	0.0;	0.0
1378298941;	2;	5199.9986;	5.1999986;	0.1;	1415168.0;	16776.8;	0.0;	1.0;	0.06666666666666667;	0.06666666666666667
1378299241;	2;	5199.9986;	3.466665733333333;	0.06666666666666667;	1415168.0;	27961.333333333332;	0.0;	0.26666666666666666;	0.0;	0.0
1378299541;	2;	5199.9986;	1.7333328666666665;	0.03333333333333333;	1416123.7333333334;	0.0;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667
1378299841;	2;	5199.9986;	10.3999972;	0.2;	1417216.0;	0.0;	11.733333333333333;	4.866666666666666;	0.0;	0.06666666666666667
1378300141;	2;	5199.9986;	0.0;	0.0;	1418990.9333333333;	11184.8;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667
1378300441;	2;	5199.9986;	5.1999986;	0.1;	1419810.1333333333;	89478.4;	0.0;	0.3333333333333333;	0.0;	0.0
1378300741;	2;	5199.9986;	5.1999986;	0.1;	1421312.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378301041;	2;	5199.9986;	8.666664333333335;	0.16666666666666669;	1422813.8666666667;	0.0;	0.5333333333333333;	0.5333333333333333;	0.0;	0.0
1378301341;	2;	5199.9986;	3.466665733333333;	0.06666666666666667;	1423633.0666666667;	0.0;	0.0;	0.0;	0.0;	0.0
1378301641;	2;	5199.9986;	15.599995799999999;	0.3;	1425408.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378301941;	2;	5199.9986;	0.0;	0.0;	1426500.2666666666;	22369.066666666666;	0.0;	0.0;	0.0;	0.0
1378302241;	2;	5199.9986;	228.79993840000003;	4.4;	1491763.2;	95070.4;	934.9333333333334;	327.8;	0.2;	0.2
1378302541;	2;	5199.9986;	55.46665173333333;	1.0666666666666667;	1748992.0;	324358.6666666667;	0.0;	2.4;	0.0;	0.0
1378302841;	2;	5199.9986;	5.1999986;	0.1;	1748992.0;	78291.73333333334;	0.0;	0.26666666666666666;	0.06666666666666667;	0.0
1378303141;	2;	5199.9986;	0.0;	0.0;	1748992.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378303441;	2;	5199.9986;	10.3999972;	0.2;	1748992.0;	0.0;	0.0;	5.066666666666666;	0.13333333333333333;	0.06666666666666667
1378303741;	2;	5199.9986;	0.0;	0.0;	1748992.0;	0.0;	0.2;	0.06666666666666667;	0.0;	0.0
1378304041;	2;	5199.9986;	5.1999986;	0.1;	1748992.0;	55922.666666666664;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378304341;	2;	5199.9986;	5.1999986;	0.1;	1748992.0;	16776.8;	0.0;	0.13333333333333333;	0.0;	0.0
1378304642;	2;	5199.9986;	5.1999986;	0.1;	1749128.5333333334;	27961.333333333332;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378304942;	2;	5199.9986;	0.0;	0.0;	1751040.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378305242;	2;	5199.9986;	5.1999986;	0.1;	1751995.7333333334;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378305542;	2;	5199.9986;	0.0;	0.0;	1753088.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378305842;	2;	5199.9986;	5.1999986;	0.1;	1753088.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378306142;	2;	5199.9986;	5.1999986;	0.1;	1753088.0;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1378306442;	2;	5199.9986;	5.1999986;	0.1;	1753088.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378306742;	2;	5199.9986;	0.0;	0.0;	1754589.8666666667;	5592.266666666666;	0.0;	0.0;	0.0;	0.0
1378307042;	2;	5199.9986;	10.3999972;	0.2;	1755409.0666666667;	78291.73333333334;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378307342;	2;	5199.9986;	0.0;	0.0;	1757184.0;	44738.933333333334;	0.0;	0.0;	0.0;	0.0
1378307641;	2;	5199.9986;	5.1999986;	0.1;	1758276.2666666666;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378307941;	2;	5199.9986;	5.1999986;	0.1;	1759232.0;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1378308241;	2;	5199.9986;	5.1999986;	0.1;	1759232.0;	50330.4;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378308541;	2;	5199.9986;	0.0;	0.0;	1760051.2;	16776.8;	0.0;	0.0;	0.0;	0.0
1378308841;	2;	5199.9986;	5.1999986;	0.1;	1761280.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378309141;	2;	5199.9986;	0.0;	0.0;	1762918.4;	0.0;	0.0;	0.0;	0.0;	0.0
1378309441;	2;	5199.9986;	5.1999986;	0.1;	1763737.6;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378309741;	2;	5199.9986;	5.1999986;	0.1;	1765376.0;	0.0;	0.0;	0.9333333333333333;	0.0;	0.0
1378310041;	2;	5199.9986;	5.1999986;	0.1;	1766741.3333333333;	83884.8;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378310341;	2;	5199.9986;	0.0;	0.0;	1767424.0;	16776.8;	0.0;	0.0;	0.0;	0.0
1378310641;	2;	5199.9986;	10.3999972;	0.2;	1767424.0;	33553.6;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378310941;	2;	5199.9986;	0.0;	0.0;	1768379.7333333334;	0.0;	0.0;	0.0;	0.0;	0.0
1378311241;	2;	5199.9986;	5.1999986;	0.1;	1769472.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378311541;	2;	5199.9986;	5.1999986;	0.1;	1771246.9333333333;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1378311842;	2;	5199.9986;	5.1999986;	0.1;	1772202.6666666667;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378312142;	2;	5199.9986;	0.0;	0.0;	1773568.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378312442;	2;	5199.9986;	5.1999986;	0.1;	1773568.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378312742;	2;	5199.9986;	0.0;	0.0;	1773568.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378313042;	2;	5199.9986;	5.1999986;	0.1;	1773568.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378313342;	2;	5199.9986;	5.1999986;	0.1;	1774660.2666666666;	16776.8;	0.0;	0.2;	0.0;	0.0
1378313642;	2;	5199.9986;	5.1999986;	0.1;	1775616.0;	61514.933333333334;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378313942;	2;	5199.9986;	0.0;	0.0;	1777527.4666666666;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378314242;	2;	5199.9986;	10.3999972;	0.2;	1778483.2;	0.0;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378314542;	2;	5199.9986;	0.0;	0.0;	1779712.0;	16776.8;	0.0;	0.06666666666666667;	0.0;	0.0
1378314842;	2;	5199.9986;	5.1999986;	0.1;	1780121.6;	44738.666666666664;	0.0;	0.4;	0.06666666666666667;	0.0
1378315142;	2;	5199.9986;	5.1999986;	0.1;	1784081.0666666667;	11184.8;	0.0;	0.26666666666666666;	0.0;	0.0
1378315442;	2;	5199.9986;	5.1999986;	0.1;	1786948.2666666666;	95069.33333333333;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378315742;	2;	5199.9986;	0.0;	0.0;	1789132.8;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378316042;	2;	5199.9986;	6.933331466666666;	0.13333333333333333;	1789952.0;	33554.4;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378316342;	2;	5199.9986;	0.0;	0.0;	1789952.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378316642;	2;	5199.9986;	5.1999986;	0.1;	1789952.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378316942;	2;	5199.9986;	5.1999986;	0.1;	1789952.0;	0.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378317242;	2;	5199.9986;	5.1999986;	0.1;	1791453.8666666667;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1378317542;	2;	5199.9986;	0.0;	0.0;	1792000.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378317842;	2;	5199.9986;	10.3999972;	0.2;	1792000.0;	89477.06666666667;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378318142;	2;	5199.9986;	0.0;	0.0;	1792955.7333333334;	39146.666666666664;	0.0;	0.06666666666666667;	0.0;	0.0
1378318442;	2;	5199.9986;	5.1999986;	0.1;	1794048.0;	50331.2;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378318742;	2;	5199.9986;	5.1999986;	0.1;	1795822.9333333333;	0.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378319042;	2;	5199.9986;	5.1999986;	0.1;	1796642.1333333333;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378319342;	2;	5199.9986;	0.0;	0.0;	1798144.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378319642;	2;	5199.9986;	5.1999986;	0.1;	1799372.8;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378319942;	2;	5199.9986;	0.0;	0.0;	1800192.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378320243;	2;	5199.9986;	5.1999986;	0.1;	1800192.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378320543;	2;	5199.9986;	5.1999986;	0.1;	1801011.2;	0.0;	0.0;	0.7333333333333333;	0.0;	0.0
1378320843;	2;	5199.9986;	6.933331466666666;	0.13333333333333333;	1803605.3333333333;	16776.8;	0.0;	0.4666666666666667;	0.06666666666666667;	0.0
1378321143;	2;	5199.9986;	0.0;	0.0;	1805926.4;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378321443;	2;	5199.9986;	10.3999972;	0.2;	1806745.6;	0.0;	0.0;	4.866666666666666;	0.06666666666666667;	0.06666666666666667
1378321743;	2;	5199.9986;	0.0;	0.0;	1808384.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378322043;	2;	5199.9986;	5.1999986;	0.1;	1809476.2666666666;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378322343;	2;	5199.9986;	5.1999986;	0.1;	1810432.0;	33553.6;	0.0;	0.26666666666666666;	0.0;	0.0
1378322643;	2;	5199.9986;	5.1999986;	0.1;	1812343.4666666666;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378322943;	2;	5199.9986;	0.0;	0.0;	1813026.1333333333;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378323243;	2;	5199.9986;	5.1999986;	0.1;	1814528.0;	83885.6;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378323543;	2;	5199.9986;	0.0;	0.0;	1815893.3333333333;	33554.4;	0.0;	0.06666666666666667;	0.0;	0.0
1378323843;	2;	5199.9986;	5.1999986;	0.1;	1816712.5333333334;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378324143;	2;	5199.9986;	5.1999986;	0.1;	1818624.0;	0.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378324443;	2;	5199.9986;	5.1999986;	0.1;	1819579.7333333334;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378324743;	2;	5199.9986;	0.0;	0.0;	1820672.0;	16776.8;	0.0;	0.06666666666666667;	0.0;	0.0
1378325043;	2;	5199.9986;	10.3999972;	0.2;	1820672.0;	0.0;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378325343;	2;	5199.9986;	0.0;	0.0;	1821081.6;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378325643;	2;	5199.9986;	5.1999986;	0.1;	1822720.0;	16776.8;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378325943;	2;	5199.9986;	5.1999986;	0.1;	1823948.8;	0.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378326243;	2;	5199.9986;	5.1999986;	0.1;	1824768.0;	89478.4;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378326543;	2;	5199.9986;	0.0;	0.0;	1826816.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378326843;	2;	5199.9986;	5.1999986;	0.1;	1827635.2;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378327143;	2;	5199.9986;	0.0;	0.0;	1830365.8666666667;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378327443;	2;	5199.9986;	5.1999986;	0.1;	1830912.0;	0.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378327743;	2;	5199.9986;	5.1999986;	0.1;	1831185.0666666667;	16776.8;	0.0;	0.26666666666666666;	0.0;	0.0
1378328043;	2;	5199.9986;	5.1999986;	0.1;	1832960.0;	83884.0;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1378328343;	2;	5199.9986;	0.0;	0.0;	1834052.2666666666;	50330.4;	0.0;	0.06666666666666667;	0.0;	0.0
1378328643;	2;	5199.9986;	10.3999972;	0.2;	1835008.0;	33553.6;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378328943;	2;	5199.9986;	0.0;	0.0;	1836919.4666666666;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
