Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.9972;	10571.5971538;	101.65;	1.6330752E7;	8321497.6;	0.0;	0.9333333333333333;	0.0;	0.4666666666666667
1376315146;	4;	10399.9972;	10663.463795733336;	102.53333333333335;	1.6330752E7;	3903496.533333333;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
1376315446;	4;	10399.9972;	10699.863785933332;	102.88333333333334;	1.6330752E7;	1487578.4;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
1376315746;	4;	10399.9972;	8162.2644691333335;	78.48333333333333;	1.6330752E7;	6688515.2;	0.0;	43.266666666666666;	0.6;	122.93333333333334
1376316046;	4;	10399.9972;	2747.3325936666665;	26.416666666666664;	1.6330752E7;	9831446.933333334;	0.0;	77.0;	60.2;	42.2
1376316346;	4;	10399.9972;	8271.464439733334;	79.53333333333333;	1.6330752E7;	3120559.2;	0.0;	3.8666666666666667;	0.26666666666666666;	1.0
1376316646;	4;	10399.9972;	9195.330857666666;	88.41666666666666;	1.6330752E7;	1767198.4;	0.0;	29.266666666666666;	20.6;	1.1333333333333333
1376316946;	4;	10399.9972;	4508.3987862;	43.35;	1.6330752E7;	4787097.066666666;	0.0;	1.3333333333333333;	0.06666666666666667;	0.8666666666666667
1376317246;	4;	10399.9972;	25.999993;	0.25;	1.6330752E7;	2427102.1333333333;	0.0;	0.4;	0.3333333333333333;	0.7333333333333333
1376317546;	4;	10399.9972;	25.999993;	0.25;	1.6330752E7;	447392.0;	0.0;	0.6666666666666666;	0.0;	1.0
1376317846;	4;	10399.9972;	25.999993;	0.25;	1.6330752E7;	33554.4;	0.0;	0.2;	0.0;	1.0
1376318146;	4;	10399.9972;	25.999993;	0.25;	1.6330752E7;	0.0;	0.0;	0.13333333333333333;	0.0;	1.0
1376318446;	4;	10399.9972;	25.999993;	0.25;	1.6330752E7;	33554.4;	10.2;	6.866666666666666;	1.2666666666666666;	1.0666666666666667
1376318746;	4;	10399.9972;	4274.3988492;	41.1;	1.6330752E7;	782936.0;	2.8;	99.0;	72.66666666666667;	1.6
1376319046;	4;	10399.9972;	10514.3971692;	101.1;	1.6330752E7;	6319416.266666667;	0.0;	1.2;	0.06666666666666667;	0.4
1376319346;	4;	10399.9972;	10542.130495066665;	101.36666666666666;	1.6330752E7;	7818180.8;	0.0;	0.3333333333333333;	0.13333333333333333;	0.4666666666666667
1376319646;	4;	10399.9972;	10606.263811133334;	101.98333333333333;	1.6330752E7;	3321886.1333333333;	0.0;	0.0;	0.0;	0.4
1376319946;	4;	10399.9972;	10131.330605666666;	97.41666666666666;	1.6330752E7;	3388996.0;	0.0;	2.4;	0.4666666666666667;	81.93333333333334
1376320246;	4;	10399.9972;	277.3332586666667;	2.666666666666667;	1.6330752E7;	1.0994666666666666E7;	2.8;	96.26666666666667;	72.46666666666667;	1.5333333333333334
1376320546;	4;	10399.9972;	5959.1983956;	57.3;	1.6330752E7;	3903496.533333333;	0.0;	97.4;	72.6;	1.1333333333333333
1376320846;	4;	10399.9972;	10611.463809733335;	102.03333333333335;	1.6330752E7;	7527376.0;	0.0;	1.6;	0.26666666666666666;	0.4
1376321146;	4;	10399.9972;	10474.530513266665;	100.71666666666665;	1.6330752E7;	7739886.666666667;	0.0;	0.26666666666666666;	0.0;	0.4666666666666667
1376321446;	4;	10399.9972;	10625.330472666665;	102.16666666666666;	1.6330752E7;	3713354.6666666665;	0.0;	2.3333333333333335;	0.0;	0.5333333333333333
1376321746;	4;	10399.9972;	8616.3976802;	82.85;	1.6330752E7;	6677329.866666666;	0.0;	84.53333333333333;	1.0;	122.93333333333334
1376322046;	4;	10399.9972;	369.1999006;	3.55;	1.6330752E7;	1.0435426133333333E7;	0.0;	3.0;	1.1333333333333333;	42.333333333333336
1376322346;	4;	10399.9972;	2755.999258;	26.5;	1.6330752E7;	2717906.6666666665;	0.0;	51.93333333333333;	36.46666666666667;	1.4666666666666666
1376322647;	4;	10399.9972;	8474.264385133334;	81.48333333333333;	1.6330752E7;	2438287.466666667;	0.0;	52.2;	36.53333333333333;	0.9333333333333333
1376322947;	4;	10399.9972;	10628.797138400001;	102.2;	1.6330752E7;	7527376.266666667;	0.0;	0.8666666666666667;	0.0;	0.4
1376323247;	4;	10399.9972;	10611.463809733335;	102.03333333333335;	1.6330752E7;	6375340.0;	0.0;	0.3333333333333333;	0.0;	0.4666666666666667
1376323547;	4;	10399.9972;	9957.997319;	95.75;	1.6330752E7;	5391076.0;	0.8;	42.13333333333333;	0.5333333333333333;	82.13333333333334
1376323847;	4;	10399.9972;	4669.5987428;	44.9;	1.6330752E7;	1.22473656E7;	0.0;	2.8666666666666667;	1.4;	41.86666666666667
1376324147;	4;	10399.9972;	62.399983199999994;	0.6;	1.6330752E7;	4026529.6;	0.0;	49.266666666666666;	36.666666666666664;	42.266666666666666
1376324447;	4;	10399.9972;	6375.198283599999;	61.3;	1.6330752E7;	1543502.4;	0.0;	38.0;	18.4;	1.0666666666666667
1376324747;	4;	10399.9972;	8968.264252133333;	86.23333333333333;	1.6330752E7;	872414.4;	0.0;	0.9333333333333333;	0.0;	1.0
1376325047;	4;	10399.9972;	8952.664256333333;	86.08333333333334;	1.6330752E7;	671088.0;	0.0;	1.6;	0.0;	1.0
1376325347;	4;	10399.9972;	9443.1974576;	90.8;	1.6330752E7;	928338.4;	0.0;	27.333333333333332;	18.4;	1.0
1376325647;	4;	10399.9972;	4241.465524733333;	40.78333333333333;	1.6330752E7;	3053451.2;	0.0;	5.866666666666666;	1.1333333333333333;	122.86666666666666
1376325947;	4;	10399.9972;	3022.9325194666667;	29.066666666666666;	1.6330752E7;	1029001.6;	0.0;	25.0;	18.333333333333332;	1.2
1376326247;	4;	10399.9972;	7772.264574133334;	74.73333333333333;	1.6330752E7;	1252697.6;	0.0;	28.2;	18.266666666666666;	1.1333333333333333
1376326547;	4;	10399.9972;	7181.1980666;	69.05;	1.6330752E7;	850044.8;	0.0;	2.6666666666666665;	0.2;	41.733333333333334
1376326847;	4;	10399.9972;	5985.198388599999;	57.55;	1.6330752E7;	861229.6;	0.0;	0.13333333333333333;	0.0;	1.0
1376327147;	4;	10399.9972;	6194.931665466666;	59.56666666666667;	1.6330752E7;	615164.0;	0.0;	69.73333333333333;	19.0;	43.4
1376327447;	4;	10399.9972;	3038.5325152666665;	29.216666666666665;	1.6330752E7;	838860.0;	0.0;	23.933333333333334;	18.666666666666668;	1.1333333333333333
1376327747;	4;	10399.9972;	5484.265190133333;	52.73333333333333;	1.6330752E7;	782936.0;	0.0;	31.0;	18.866666666666667;	1.1333333333333333
1376328047;	4;	10399.9972;	8886.7976074;	85.45;	1.6330752E7;	883599.2;	0.0;	1.4;	0.0;	1.0
1376328347;	4;	10399.9972;	6057.998369;	58.25;	1.6330752E7;	961892.8;	0.0;	2.3333333333333335;	0.2;	41.4
1376328647;	4;	10399.9972;	5901.998411;	56.75;	1.6330752E7;	480946.4;	0.0;	0.8;	0.06666666666666667;	1.0
1376328947;	4;	10399.9972;	3024.6658523333335;	29.083333333333336;	1.6330752E7;	1286252.0;	0.0;	32.46666666666667;	19.466666666666665;	84.06666666666666
1376329247;	4;	10399.9972;	3029.865850933334;	29.133333333333336;	1.6330752E7;	1062556.0;	0.0;	24.666666666666668;	18.4;	1.1333333333333333
1376329547;	4;	10399.9972;	6096.131692066667;	58.61666666666667;	1.6330752E7;	760566.4;	0.0;	28.866666666666667;	18.733333333333334;	1.1333333333333333
1376329847;	4;	10399.9972;	8645.864338933334;	83.13333333333334;	1.6330752E7;	905968.8;	0.06666666666666667;	4.133333333333334;	0.06666666666666667;	1.0666666666666667
1376330147;	4;	10399.9972;	6021.5983788;	57.9;	1.6330752E7;	1252697.6;	0.0;	2.2666666666666666;	0.2;	41.4
1376330447;	4;	10399.9972;	5544.931840466667;	53.31666666666667;	1.6330752E7;	581609.6;	0.0;	2.2;	0.2;	41.4
1376330747;	4;	10399.9972;	821.5997788000001;	7.9;	1.6330752E7;	883599.2;	0.0;	1.9333333333333333;	0.26666666666666666;	41.46666666666667
1376331047;	4;	10399.9972;	457.59987680000006;	4.4;	1.6330752E7;	357913.6;	0.0;	51.46666666666667;	36.53333333333333;	1.4666666666666666
1376331347;	4;	10399.9972;	7500.131314066667;	72.11666666666667;	1.6330752E7;	905968.8;	0.0;	27.133333333333333;	18.866666666666667;	1.1333333333333333
1376331647;	4;	10399.9972;	8959.5975878;	86.15;	1.6330752E7;	659903.2;	0.0;	0.8;	0.0;	1.0
1376331947;	4;	10399.9972;	8949.197590599999;	86.05;	1.6330752E7;	592794.4;	0.0;	0.06666666666666667;	0.0;	1.0
1376332247;	4;	10399.9972;	6955.864793933332;	66.88333333333333;	1.6330752E7;	961892.8;	0.0;	68.33333333333333;	18.866666666666667;	82.0
1376332547;	4;	10399.9972;	3627.865689933333;	34.88333333333333;	1.6330752E7;	1543502.4;	0.0;	2.533333333333333;	0.3333333333333333;	41.46666666666667
1376332847;	4;	10399.9972;	3038.5325152666665;	29.216666666666665;	1.6330752E7;	738196.8;	0.0;	47.4;	36.4;	1.4
1376333147;	4;	10399.9972;	8859.064281533334;	85.18333333333334;	1.6330752E7;	1789568.2666666666;	0.0;	30.4;	18.733333333333334;	0.8
1376333447;	4;	10399.9972;	9717.064050533334;	93.43333333333334;	1.6330752E7;	7124722.666666667;	0.0;	2.8;	0.2;	41.2
1376333747;	4;	10399.9972;	8956.130922066666;	86.11666666666666;	1.6330752E7;	4999608.266666667;	0.0;	0.13333333333333333;	0.0;	1.0
1376334047;	4;	10399.9972;	7933.464530733332;	76.28333333333333;	1.6330752E7;	1353360.8;	0.0;	3.066666666666667;	1.1333333333333333;	83.4
1376334347;	4;	10399.9972;	103.999972;	1.0;	1.6330752E7;	1465208.8;	0.0;	0.8;	0.2;	1.0
1376334647;	4;	10399.9972;	2322.6660413333334;	22.333333333333336;	1.6330752E7;	827675.2;	0.0;	77.66666666666667;	54.86666666666667;	1.4
1376334947;	4;	10399.9972;	8917.997599;	85.75;	1.6330752E7;	1017816.8;	0.0;	1.4666666666666666;	0.13333333333333333;	1.0
1376335247;	4;	10399.9972;	8954.3975892;	86.1;	1.6330752E7;	805305.6;	0.0;	1.0;	0.06666666666666667;	1.0
1376335547;	4;	10399.9972;	8937.064260533334;	85.93333333333334;	1.6330752E7;	514500.8;	0.0;	26.0;	18.4;	1.1333333333333333
1376335847;	4;	10399.9972;	6967.998124;	67.0;	1.6330752E7;	1442839.2;	0.0;	5.8;	0.6666666666666666;	122.4
