Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.999232;	272.13329314133335;	5.233333333333333;	8388608.0;	419429.3333333333;	12.733333333333333;	29.733333333333334;	0.4666666666666667;	1.2
1376315146;	2;	5199.999232;	155.99997696;	3.0;	8388608.0;	363505.06666666665;	0.0;	3.6;	0.0;	0.0
1376315446;	2;	5199.999232;	161.199976192;	3.1;	8388608.0;	307581.3333333333;	0.0;	3.0;	0.0;	0.0
1376315746;	2;	5199.999232;	157.73331003733333;	3.033333333333333;	8388608.0;	257249.6;	0.0;	3.666666666666667;	0.0;	0.0
1376316046;	2;	5199.999232;	168.13330850133332;	3.233333333333333;	8388608.0;	279618.13333333336;	0.0;	2.7333333333333334;	0.0;	0.0
1376316346;	2;	5199.999232;	162.93330926933334;	3.1333333333333333;	8388608.0;	274026.93333333335;	1.1333333333333333;	3.8;	0.0;	0.0
1376316646;	2;	5199.999232;	159.46664311466668;	3.066666666666667;	8388608.0;	201326.13333333333;	0.0;	2.933333333333333;	0.0;	0.0
1376316946;	2;	5199.999232;	159.46664311466668;	3.066666666666667;	8388608.0;	296396.5333333333;	0.0;	3.333333333333333;	0.0;	0.0
1376317246;	2;	5199.999232;	930.799862528;	17.9;	8388608.0;	989853.6;	102.73333333333332;	10224.8;	2140.733333333333;	18.6
1376317546;	2;	5199.999232;	812.9332132693334;	15.633333333333333;	8388608.0;	1705681.0666666667;	1.6666666666666667;	14559.133333333333;	2609.4;	15.333333333333334
1376317846;	2;	5199.999232;	1488.9331134293336;	28.633333333333336;	8388608.0;	2432694.4;	0.8666666666666667;	13480.0;	1669.8666666666666;	9.466666666666667
1376318146;	2;	5199.999232;	175.06664081066668;	3.3666666666666667;	8388608.0;	1605018.4;	0.0;	4.6;	0.06666666666666667;	0.13333333333333333
1376318446;	2;	5199.999232;	169.86664157866667;	3.266666666666667;	8388608.0;	475353.3333333333;	0.0;	3.8000000000000003;	0.0;	0.0
1376318746;	2;	5199.999232;	175.06664081066668;	3.3666666666666667;	8388608.0;	190141.06666666668;	0.0;	4.066666666666666;	0.0;	0.0
1376319046;	2;	5199.999232;	168.13330850133332;	3.233333333333333;	8388608.0;	296396.26666666666;	0.0;	3.9333333333333336;	0.0;	0.0
1376319346;	2;	5199.999232;	201.06663697066665;	3.8666666666666667;	8388608.0;	234880.0;	1.4;	5.333333333333333;	0.4666666666666667;	1.6666666666666667
1376319646;	2;	5199.999232;	353.59994777599996;	6.8;	8388608.0;	900375.2;	19.733333333333334;	10.8;	2.4;	2.3333333333333335
1376319946;	2;	5199.999232;	523.4665893546667;	10.066666666666666;	8388608.0;	1554685.8666666667;	0.7333333333333333;	16457.666666666664;	0.4;	0.8666666666666667
1376320246;	2;	5199.999232;	171.59997465599997;	3.3;	8388608.0;	1146440.8;	0.0;	4.066666666666666;	0.0;	0.0
1376320546;	2;	5199.999232;	175.06664081066668;	3.3666666666666667;	8388608.0;	492130.13333333336;	27.933333333333334;	17.333333333333336;	0.8666666666666667;	0.8666666666666667
1376320846;	2;	5199.999232;	164.6666423466667;	3.166666666666667;	8388608.0;	492130.6666666667;	0.06666666666666667;	5.866666666666667;	0.06666666666666667;	0.5333333333333333
1376321146;	2;	5199.999232;	161.199976192;	3.1;	8388608.0;	268433.6;	0.0;	4.6;	0.0;	0.0
1376321446;	2;	5199.999232;	162.93330926933334;	3.1333333333333333;	8388608.0;	190140.8;	0.0;	3.8;	0.0;	0.0
1376321746;	2;	5199.999232;	155.99997696;	3.0;	8388608.0;	201325.6;	0.0;	4.133333333333333;	0.0;	0.0
1376322046;	2;	5199.999232;	150.799977728;	2.9;	8388608.0;	262841.6;	0.0;	3.9333333333333336;	0.0;	0.0
1376322346;	2;	5199.999232;	169.86664157866667;	3.266666666666667;	8388608.0;	307581.3333333333;	0.0;	4.133333333333333;	0.0;	0.0
1376322647;	2;	5199.999232;	171.59997465599997;	3.3;	8388608.0;	240472.8;	0.0;	4.066666666666666;	0.0;	0.0
1376322947;	2;	5199.999232;	175.06664081066668;	3.3666666666666667;	8388608.0;	268434.13333333336;	0.0;	4.266666666666667;	0.0;	0.0
1376323247;	2;	5199.999232;	169.86664157866667;	3.266666666666667;	8388608.0;	229286.93333333332;	0.0;	4.0;	0.0;	0.0
1376323547;	2;	5199.999232;	166.399975424;	3.2;	8388608.0;	251656.8;	0.0;	4.0;	0.0;	0.0
1376323847;	2;	5199.999232;	176.79997388799998;	3.4;	8388608.0;	363504.8;	0.8666666666666667;	4.6000000000000005;	0.06666666666666667;	0.2
1376324147;	2;	5199.999232;	176.79997388799998;	3.4;	8388608.0;	274026.13333333336;	0.0;	4.466666666666667;	0.0;	0.0
1376324447;	2;	5199.999232;	180.2666400426667;	3.466666666666667;	8388608.0;	251656.8;	0.0;	5.800000000000001;	0.06666666666666667;	0.5333333333333333
1376324747;	2;	5199.999232;	173.3333077333333;	3.333333333333333;	8388608.0;	246064.53333333333;	0.0;	4.2;	0.0;	0.0
1376325047;	2;	5199.999232;	183.73330619733332;	3.533333333333333;	8388608.0;	156586.93333333332;	0.0;	4.0;	0.0;	0.0
1376325347;	2;	5199.999232;	183.73330619733332;	3.533333333333333;	8388608.0;	201325.6;	0.0;	4.066666666666666;	0.0;	0.0
1376325647;	2;	5199.999232;	178.5333069653333;	3.433333333333333;	8388608.0;	268434.4;	0.0;	3.8;	0.0;	0.0
1376325947;	2;	5199.999232;	183.73330619733332;	3.533333333333333;	8388608.0;	201325.6;	0.0;	4.2;	0.0;	0.0
1376326247;	2;	5199.999232;	194.1333046613333;	3.733333333333333;	8388608.0;	134217.6;	0.0;	4.0;	0.0;	0.0
1376326547;	2;	5199.999232;	188.93330542933333;	3.6333333333333333;	8388608.0;	156585.6;	0.0;	4.133333333333334;	0.0;	0.0
1376326847;	2;	5199.999232;	190.6666385066667;	3.666666666666667;	8388608.0;	285211.2;	0.06666666666666667;	8.333333333333334;	0.4666666666666667;	0.4
1376327147;	2;	5199.999232;	183.73330619733332;	3.533333333333333;	8388608.0;	251657.6;	0.0;	4.2;	0.0;	0.0
1376327447;	2;	5199.999232;	181.99997312;	3.5;	8388608.0;	162179.2;	0.0;	3.933333333333333;	0.0;	0.0
1376327747;	2;	5199.998616;	320.66658132;	6.166666666666666;	8388608.0;	251656.0;	0.0;	3.5;	0.0;	0.0
1376328047;	2;	5199.998616;	306.799918344;	5.9;	8388608.0;	480945.06666666665;	804.8666666666667;	267.9333333333333;	122.53333333333333;	4.933333333333334
1376328347;	2;	5199.998616;	202.79994602399998;	3.9;	8388608.0;	1196772.5333333334;	0.0;	9.0;	0.0;	0.0
1376328647;	2;	5199.998616;	192.399948792;	3.7;	8388608.0;	576016.0;	39.53333333333333;	8.333333333333334;	0.0;	0.06666666666666667
1376328947;	2;	5199.998616;	190.66661592;	3.666666666666667;	8388608.0;	268434.6666666667;	0.0;	5.2;	0.0;	0.0
1376329247;	2;	5199.998616;	194.13328166399998;	3.733333333333333;	8388608.0;	212509.86666666667;	0.06666666666666667;	3.8666666666666667;	0.0;	0.0
1376329547;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	285212.26666666666;	0.0;	4.133333333333334;	0.0;	0.0
1376329847;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	206917.86666666667;	0.0;	4.333333333333333;	0.0;	0.0
1376330147;	2;	5199.998616;	194.13328166399998;	3.733333333333333;	8388608.0;	240472.53333333333;	0.06666666666666667;	4.133333333333333;	0.0;	0.0
1376330447;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	324357.3333333333;	0.0;	4.266666666666667;	0.0;	0.0
1376330747;	2;	5199.998616;	199.33328027999997;	3.833333333333333;	8388608.0;	385874.4;	0.0;	4.266666666666667;	0.06666666666666667;	0.13333333333333333
1376331047;	2;	5199.998616;	187.199950176;	3.6;	8388608.0;	212509.86666666667;	0.0;	3.7333333333333334;	0.0;	0.0
1376331347;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	190141.06666666668;	0.0;	4.066666666666666;	0.0;	0.0
1376331647;	2;	5199.998616;	195.86661453600001;	3.766666666666667;	8388608.0;	268434.4;	0.0;	5.533333333333334;	0.06666666666666667;	0.5333333333333333
1376331947;	2;	5199.998616;	192.399948792;	3.7;	8388608.0;	301988.0;	0.0;	4.333333333333333;	0.0;	0.0
1376332247;	2;	5199.998616;	197.59994740799996;	3.8;	8388608.0;	156586.4;	0.0;	4.133333333333333;	0.0;	0.0
1376332547;	2;	5199.998616;	211.46661038399998;	4.066666666666666;	8388608.0;	301989.06666666665;	0.0;	3.933333333333333;	0.0;	0.0
1376332847;	2;	5199.998616;	185.46661730399998;	3.566666666666667;	8388608.0;	318765.86666666664;	0.0;	3.8666666666666667;	0.0;	0.0
1376333147;	2;	5199.998616;	187.199950176;	3.6;	8388608.0;	262841.06666666665;	0.0;	4.4;	0.0;	0.0
1376333447;	2;	5199.998616;	181.99995156;	3.5;	8388608.0;	218102.93333333332;	0.0;	4.066666666666666;	0.0;	0.0
1376333747;	2;	5199.998616;	181.99995156;	3.5;	8388608.0;	274026.6666666667;	0.06666666666666667;	8.2;	0.4666666666666667;	0.4666666666666667
1376334047;	2;	5199.998616;	194.13328166399998;	3.733333333333333;	8388608.0;	335544.0;	0.0;	4.133333333333334;	0.0;	0.0
1376334347;	2;	5199.998616;	194.13328166399998;	3.733333333333333;	8388608.0;	240472.8;	0.0;	4.0;	0.0;	0.0
1376334647;	2;	5199.998616;	218.39994187200003;	4.2;	8388608.0;	234880.53333333333;	1.0666666666666667;	5.8;	0.3333333333333333;	1.2666666666666666
1376334947;	2;	5199.998616;	209.73327751199997;	4.033333333333333;	8388608.0;	514499.4666666667;	0.3333333333333333;	6.666666666666666;	0.0;	0.06666666666666667
1376335247;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	352320.0;	0.0;	5.4;	0.06666666666666667;	0.5333333333333333
1376335547;	2;	5199.998616;	861.4664373840001;	16.566666666666666;	8388608.0;	1856676.8;	0.6666666666666666;	3904.7999999999997;	0.13333333333333333;	0.3333333333333333
1376335847;	2;	5199.998616;	190.66661592;	3.666666666666667;	8388608.0;	1437245.3333333333;	0.0;	4.2;	0.0;	0.06666666666666667
1376336147;	2;	5199.998616;	187.199950176;	3.6;	8388608.0;	402651.2;	0.0;	4.2;	0.0;	0.0
1376336447;	2;	5199.998616;	197.59994740799996;	3.8;	8388608.0;	279618.6666666667;	0.0;	4.0;	0.0;	0.06666666666666667
1376336747;	2;	5199.998616;	188.93328304799996;	3.6333333333333333;	8388608.0;	223695.46666666667;	0.0;	4.133333333333334;	0.0;	0.0
1376337047;	2;	5199.998616;	2060.9327848079997;	39.63333333333333;	8388608.0;	2661983.7333333334;	0.5333333333333333;	46845.333333333336;	0.26666666666666666;	1.5333333333333334
1376337347;	2;	5199.999232;	831.9998771200001;	16.0;	8388608.0;	2348808.0;	0.0;	4.5;	0.0;	0.0
1376337647;	2;	5199.999232;	2426.666308266667;	46.66666666666667;	8388608.0;	3388995.7333333334;	10.8;	11498.199999999999;	1.2666666666666666;	4.6
1376337947;	2;	5199.999232;	1715.99974656;	33.0;	8388608.0;	5603587.466666667;	24.666666666666664;	28284.666666666668;	2709.2;	19.266666666666666
1376338248;	2;	5199.998616;	2357.3327059199996;	45.33333333333333;	8388608.0;	4194304.0;	1.5;	40639.5;	0.0;	1.0
1376338548;	2;	5199.998616;	1870.266168888;	35.96666666666667;	8388608.0;	4009754.1333333333;	1.0666666666666667;	43663.46666666667;	0.0;	1.0
1376338848;	2;	5199.999226;	2894.6662358066665;	55.66666666666667;	8388608.0;	2936012.0;	84.0;	12775.5;	0.5;	5.0
1376339148;	2;	5199.999226;	1112.799834364;	21.4;	8388608.0;	3103783.2;	3.8666666666666667;	2946.5333333333333;	0.6;	2.7333333333333334
1376339448;	2;	5199.999226;	877.0665361186667;	16.866666666666667;	8388608.0;	4518661.066666666;	105.26666666666667;	26813.8;	1.1333333333333333;	2.2666666666666666
1376339748;	2;	5199.999226;	1263.5998119180001;	24.3;	8388608.0;	3623876.2666666666;	5.6;	58597.53333333333;	0.3333333333333333;	1.9333333333333333
1376340048;	2;	5199.999226;	2005.4663681606662;	38.56666666666666;	8388608.0;	2706722.4;	1.2;	50247.8;	0.06666666666666667;	0.5333333333333333
1376340348;	2;	5199.998592;	435.49988208;	8.375;	8388608.0;	2768240.0;	1.0;	39991.333333333336;	0.0;	1.0
1376340648;	2;	5199.998592;	1693.4662081279998;	32.56666666666666;	8388608.0;	2717907.7333333334;	0.7333333333333334;	48599.666666666664;	0.0;	1.0
1376340948;	2;	5199.998592;	695.0664784639999;	13.366666666666667;	8388608.0;	2438287.466666667;	4.8;	11123.733333333334;	0.3333333333333333;	2.7333333333333334
1376341248;	2;	5199.998592;	2865.199224192;	55.1;	8388608.0;	3031081.8666666667;	0.5333333333333333;	24734.266666666666;	0.26666666666666666;	3.933333333333333
1376341548;	2;	5199.998592;	1374.532961152;	26.433333333333334;	8388608.0;	2891272.8;	3.0666666666666664;	12984.199999999999;	0.4;	2.533333333333333
1376341848;	2;	5199.998592;	1005.3330611199999;	19.333333333333332;	8388608.0;	2080373.0666666667;	13.733333333333333;	37637.8;	0.0;	1.0666666666666667
1376342148;	2;	5199.998592;	799.066450304;	15.366666666666667;	8388608.0;	2880086.6666666665;	12493.866666666665;	24274.6;	0.13333333333333333;	1.4666666666666666
1376342448;	2;	5199.998592;	384.799895808;	7.4;	8388608.0;	4194302.4;	998.3333333333334;	297.1333333333333;	2.6;	368.73333333333335
1376342748;	2;	5199.998592;	1646.6662207999998;	31.666666666666664;	8388608.0;	1795159.2;	24211.86666666667;	12.466666666666665;	129.26666666666668;	24562.733333333334
1376343048;	2;	5199.998592;	603.199836672;	11.6;	8388608.0;	2365585.066666667;	15222.066666666668;	21.266666666666666;	0.4666666666666667;	3.6
1376343348;	2;	5199.998592;	1424.7996142079999;	27.4;	8388608.0;	7527374.666666667;	32510.000000000004;	5013.666666666666;	1.4;	5.666666666666667
1376343648;	2;	5199.998592;	2343.4660321280003;	45.06666666666667;	8388608.0;	6626999.2;	784.3999999999999;	11423.666666666668;	0.6666666666666666;	2.3333333333333335
1376343948;	2;	5199.998592;	2241.199393152;	43.1;	8388608.0;	3942644.0;	1415.2666666666669;	38975.53333333333;	1.8;	4.0
1376344248;	2;	5199.997992;	1542.6660709599996;	29.666666666666664;	8388608.0;	4026528.0;	947.5;	36457.5;	0.0;	0.0
1376344548;	2;	5199.997992;	1655.33269412;	31.833333333333336;	8388608.0;	4261409.6;	11176.466666666669;	37929.53333333333;	2.8;	4.666666666666667
1376344848;	2;	5199.997992;	1856.399283144;	35.7;	8388608.0;	5721027.733333333;	38764.13333333333;	21675.133333333335;	190.93333333333334;	322.8
1376345148;	2;	5199.997992;	1554.799399608;	29.9;	8388608.0;	5172973.066666666;	30739.600000000002;	9373.866666666667;	1801.4666666666667;	1776.8
1376345448;	2;	5199.997992;	946.3996345439998;	18.2;	8388608.0;	4529847.2;	18557.866666666665;	11545.266666666666;	0.0;	0.06666666666666667
1376345748;	2;	5199.997992;	845.8663400319998;	16.266666666666666;	8388608.0;	4417999.733333333;	21966.933333333334;	6151.666666666667;	0.6666666666666666;	0.8
1376346048;	2;	5199.997992;	230.533244312;	4.433333333333334;	8388608.0;	3612691.7333333334;	13.933333333333334;	4.2;	0.3333333333333333;	1.0
1376346348;	2;	5199.999206;	228.4285365492857;	4.392857142857142;	8388608.0;	1366141.7142857143;	0.0;	3.3846153846153846;	0.3076923076923077;	0.46153846153846156
1376346648;	2;	5199.999206;	197.59996982799998;	3.8;	8388608.0;	581608.2666666667;	208.13333333333333;	4.933333333333334;	0.26666666666666666;	0.4
1376346948;	2;	5199.999206;	435.0666002353334;	8.366666666666667;	8388608.0;	430614.4;	660.3333333333334;	86.0;	0.26666666666666666;	0.4
1376347248;	2;	5199.999206;	188.9333044846667;	3.6333333333333333;	8388608.0;	352319.73333333334;	0.0;	2.933333333333333;	0.26666666666666666;	0.4666666666666667
1376347548;	2;	5199.999206;	185.46663834733334;	3.566666666666667;	8388608.0;	296395.4666666667;	0.0;	3.0;	0.26666666666666666;	0.4
1376347848;	2;	5199.999206;	188.9333044846667;	3.6333333333333333;	8388608.0;	369096.8;	0.0;	3.2666666666666666;	0.26666666666666666;	0.4666666666666667
1376348148;	2;	5199.999206;	187.199971416;	3.6;	8388608.0;	223695.2;	0.0;	3.066666666666667;	0.26666666666666666;	0.4
1376348448;	2;	5199.999206;	195.86663675933337;	3.766666666666667;	8388608.0;	301988.8;	18.333333333333336;	3.6;	0.5333333333333333;	6.2
1376348749;	2;	5199.999206;	195.86663675933337;	3.766666666666667;	8388608.0;	335544.0;	0.0;	3.0;	0.26666666666666666;	0.4
1376349049;	2;	5199.999206;	188.9333044846667;	3.6333333333333333;	8388608.0;	240471.46666666667;	0.0;	2.933333333333333;	0.26666666666666666;	0.4666666666666667
1376349349;	2;	5199.999206;	187.199971416;	3.6;	8388608.0;	385874.4;	0.0;	3.1333333333333333;	0.26666666666666666;	0.4
1376349649;	2;	5199.999206;	197.59996982799998;	3.8;	8388608.0;	268434.4;	11.333333333333334;	8.866666666666667;	0.8666666666666667;	1.5333333333333334
1376349949;	2;	5199.999206;	190.66663755333335;	3.666666666666667;	8388608.0;	307581.6;	0.0;	3.2666666666666666;	0.26666666666666666;	0.4
1376350249;	2;	5199.999206;	197.59996982799998;	3.8;	8388608.0;	301988.5333333333;	9.866666666666667;	3.466666666666667;	0.4666666666666667;	1.8666666666666667
1376350549;	2;	5199.999206;	197.59996982799998;	3.8;	8388608.0;	458576.0;	0.0;	2.933333333333333;	0.26666666666666666;	0.4
1376350849;	2;	5199.999206;	195.86663675933337;	3.766666666666667;	8388608.0;	296395.2;	0.0;	3.066666666666667;	0.26666666666666666;	0.4666666666666667
1376351149;	2;	5199.999206;	204.53330210266668;	3.933333333333333;	8388608.0;	318765.6;	0.0;	3.066666666666667;	0.26666666666666666;	0.4
1376351449;	2;	5199.999206;	199.33330289666668;	3.833333333333333;	8388608.0;	246065.06666666668;	0.0;	3.1333333333333333;	0.26666666666666666;	0.4666666666666667
1376351749;	2;	5199.999206;	188.9333044846667;	3.6333333333333333;	8388608.0;	285212.0;	0.0;	3.1333333333333333;	0.26666666666666666;	0.4
1376352049;	2;	5199.999206;	190.66663755333335;	3.666666666666667;	8388608.0;	452984.0;	89.73333333333333;	3.6;	2.933333333333333;	3.066666666666667
1376352349;	2;	5199.999206;	216.66663358333335;	4.166666666666667;	8388608.0;	699049.3333333334;	67.6;	5.4;	1.0;	0.9333333333333333
1376352649;	2;	5199.999206;	185.46663834733334;	3.566666666666667;	8388608.0;	335542.6666666667;	0.0;	3.2;	0.26666666666666666;	0.4666666666666667
