Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	905966.4;	0.0;	0.9333333333333333;	1.2666666666666666;	2.8666666666666667
1376315146;	4;	9599.998716;	25.599996576;	0.26666666666666666;	4063232.0;	285210.6666666667;	0.0;	10.466666666666667;	1.4;	3.0
1376315446;	4;	9599.998716;	14.399998074;	0.15;	4063232.0;	184548.0;	0.0;	21.8;	1.2;	2.933333333333333
1376315746;	4;	9599.998716;	19.199997432;	0.2;	4063232.0;	215306.13333333333;	0.0;	1.2666666666666666;	1.4666666666666666;	2.933333333333333
1376316046;	4;	9599.998716;	62.399991654000004;	0.65;	4063232.0;	153789.86666666667;	0.0;	526.6666666666666;	1.4666666666666666;	4.666666666666667
1376316346;	4;	9599.998716;	1561.5997911359998;	16.266666666666666;	4063232.0;	1462412.5333333334;	4.333333333333334;	370.5333333333333;	4.666666666666667;	9.066666666666666
1376316646;	4;	9599.998716;	292.79996083799995;	3.05;	4063232.0;	959095.4666666667;	0.9333333333333333;	51.733333333333334;	27.666666666666668;	77.8
1376316946;	4;	9599.998716;	236.799968328;	2.466666666666667;	4063232.0;	377485.6;	0.06666666666666667;	25.6;	17.666666666666668;	44.733333333333334
1376317246;	4;	9599.998716;	7.99999893;	0.08333333333333334;	4063232.0;	184548.0;	0.0;	1.0;	1.2;	2.6666666666666665
1376317546;	4;	9599.998716;	20.799997217999998;	0.21666666666666667;	4063232.0;	123031.73333333334;	0.0;	1.4;	1.5333333333333334;	3.066666666666667
1376317846;	4;	9599.998716;	49.599993366;	0.5166666666666666;	4063232.0;	95068.8;	9.666666666666668;	494.1333333333333;	1.3333333333333333;	3.533333333333333
1376318146;	4;	9599.998716;	1783.9997613899998;	18.583333333333332;	4063232.0;	1339379.2;	8.466666666666667;	335.8;	1.5333333333333334;	3.466666666666667
1376318446;	4;	9599.998716;	11.199998501999998;	0.11666666666666665;	4063232.0;	855636.0;	0.06666666666666667;	1.5999999999999999;	1.4;	2.933333333333333
1376318746;	4;	9599.998716;	30.399995934;	0.31666666666666665;	4063232.0;	209713.6;	0.6666666666666666;	2.066666666666667;	1.5333333333333334;	3.0
1376319046;	4;	9599.998716;	20.799997217999998;	0.21666666666666667;	4063232.0;	142605.6;	0.13333333333333333;	22.4;	1.4666666666666666;	3.466666666666667
1376319346;	4;	9599.998716;	27.199996362;	0.2833333333333333;	4063232.0;	218101.6;	0.0;	13.6;	1.6;	2.8666666666666667
1376319646;	4;	9599.998716;	57.599992296;	0.6;	4063232.0;	159382.66666666666;	3.0;	493.93333333333334;	1.2666666666666666;	2.933333333333333
1376319946;	4;	9599.998716;	1751.99976567;	18.25;	4063232.0;	1445635.2;	0.13333333333333333;	320.06666666666666;	1.5333333333333334;	3.066666666666667
1376320246;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	984261.6;	0.0;	0.9333333333333333;	1.2;	2.8
1376320546;	4;	9599.998716;	23.99999679;	0.25;	4063232.0;	260045.06666666668;	0.0;	1.8;	1.6;	3.0
1376320846;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	195733.06666666668;	0.0;	1.1333333333333333;	1.4;	2.8666666666666667
1376321146;	4;	9599.998716;	28.799996148;	0.3;	4063232.0;	232082.93333333332;	0.0;	1.4;	1.6;	3.1333333333333333
1376321446;	4;	9599.998716;	41.599994435999996;	0.43333333333333335;	4063232.0;	162178.66666666666;	0.0;	1.7999999999999998;	1.2;	2.7333333333333334
1376321746;	4;	9599.998716;	1660.799777868;	17.3;	4063232.0;	1398099.4666666666;	0.0;	813.8666666666667;	1.5333333333333334;	2.933333333333333
1376322046;	4;	9599.998716;	19.199997432;	0.2;	4063232.0;	1065351.4666666666;	0.8666666666666667;	16.0;	1.3333333333333333;	3.533333333333333
1376322346;	4;	9599.998716;	25.599996576;	0.26666666666666666;	4063232.0;	321561.6;	0.0;	2.0;	1.4666666666666666;	3.066666666666667
1376322647;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	145401.06666666668;	0.0;	1.0666666666666667;	1.2;	2.7333333333333334
1376322947;	4;	9599.998716;	28.799996148;	0.3;	4063232.0;	195732.0;	0.0;	9.666666666666666;	1.5333333333333334;	3.2666666666666666
1376323247;	4;	9599.998716;	47.99999358;	0.5;	4063232.0;	159382.13333333333;	0.0;	492.33333333333337;	1.2666666666666666;	2.7333333333333334
1376323547;	4;	9599.998716;	1729.5997686659998;	18.016666666666666;	4063232.0;	1258289.3333333333;	0.0;	325.0;	1.5333333333333334;	2.8666666666666667
1376323847;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	947910.4;	0.0;	0.8666666666666667;	1.2666666666666666;	2.7333333333333334
1376324147;	4;	9599.998716;	23.99999679;	0.25;	4063232.0;	276822.4;	0.0;	1.2666666666666666;	1.4666666666666666;	2.933333333333333
1376324447;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	109050.4;	0.0;	0.8666666666666667;	1.3333333333333333;	2.8
1376324747;	4;	9599.998716;	25.599996576;	0.26666666666666666;	4063232.0;	75495.2;	0.0;	1.2;	1.5333333333333334;	3.0
1376325047;	4;	9599.998716;	47.99999358;	0.5;	4063232.0;	120234.93333333333;	0.0;	1.7333333333333334;	1.3333333333333333;	2.8
1376325347;	4;	9599.998716;	1726.3997690940002;	17.983333333333334;	4063232.0;	1269473.8666666667;	0.0;	819.6;	1.5333333333333334;	2.8666666666666667
1376325647;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	847248.0;	0.0;	0.9333333333333333;	1.2;	2.6666666666666665
1376325947;	4;	9599.998716;	25.599996576;	0.26666666666666666;	4063232.0;	234879.2;	0.0;	1.2666666666666666;	1.5333333333333334;	3.0
1376326247;	4;	9599.998716;	4.799999358;	0.05;	4063232.0;	131420.26666666666;	0.0;	0.8666666666666667;	1.3333333333333333;	2.8666666666666667
1376326547;	4;	9599.998716;	27.199996362;	0.2833333333333333;	4063232.0;	134215.2;	0.0;	1.2666666666666666;	1.6;	3.0
1376326847;	4;	9599.998716;	49.599993366;	0.5166666666666666;	4063232.0;	137011.46666666667;	0.0;	492.20000000000005;	1.2666666666666666;	2.8666666666666667
1376327147;	4;	9599.998716;	1681.599775086;	17.516666666666666;	4063232.0;	1336582.9333333333;	2.1333333333333333;	324.1333333333333;	1.4666666666666666;	3.066666666666667
