Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	246065.06666666668;	0.0;	41.0;	0.0;	0.3333333333333333
1376315146;	2;	5199.998668;	81.46664579866666;	1.5666666666666667;	6150144.0;	206918.4;	0.0;	39.53333333333333;	0.0;	0.3333333333333333
1376315446;	2;	5199.998668;	81.46664579866666;	1.5666666666666667;	6150144.0;	212509.86666666667;	0.0;	40.4;	0.06666666666666667;	0.3333333333333333
1376315746;	2;	5199.998668;	81.46664579866666;	1.5666666666666667;	6150144.0;	201324.8;	0.0;	39.4;	0.0;	0.3333333333333333
1376316046;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	251657.06666666668;	0.0;	39.733333333333334;	0.0;	0.3333333333333333
1376316346;	2;	5199.998668;	98.79997469199999;	1.9;	6150144.0;	425021.06666666665;	0.0;	40.06666666666667;	0.0;	0.3333333333333333
1376316646;	2;	5199.998668;	98.79997469199999;	1.9;	6150144.0;	251656.8;	0.0;	40.733333333333334;	0.0;	0.3333333333333333
1376316946;	2;	5199.998668;	90.13331024533335;	1.7333333333333334;	6150144.0;	363505.06666666665;	0.0;	45.6;	0.06666666666666667;	0.3333333333333333
1376317246;	2;	5199.998668;	84.93331157733336;	1.6333333333333335;	6150144.0;	397059.2;	0.0;	39.86666666666667;	0.0;	0.3333333333333333
1376317546;	2;	5199.998668;	79.73331290933335;	1.5333333333333334;	6150144.0;	257249.33333333334;	0.0;	39.53333333333333;	0.0;	0.3333333333333333
1376317846;	2;	5199.998668;	95.33330891333335;	1.8333333333333335;	6150144.0;	279618.93333333335;	0.0;	40.53333333333333;	0.0;	0.3333333333333333
1376318146;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	268435.2;	0.0;	40.266666666666666;	0.06666666666666667;	0.3333333333333333
1376318446;	2;	5199.998668;	88.399977356;	1.7;	6150144.0;	229286.66666666666;	0.0;	40.06666666666667;	0.0;	0.3333333333333333
1376318746;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	268434.4;	0.0;	39.86666666666667;	0.0;	0.3333333333333333
1376319046;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	274026.13333333336;	0.0;	40.0;	0.0;	0.3333333333333333
1376319346;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	268433.3333333333;	0.0;	39.93333333333333;	0.0;	0.3333333333333333
1376319646;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	240471.46666666667;	0.0;	42.93333333333333;	0.06666666666666667;	0.3333333333333333
1376319946;	2;	5199.998668;	90.13331024533335;	1.7333333333333334;	6150144.0;	447391.4666666667;	0.0;	39.93333333333333;	0.0;	0.3333333333333333
1376320246;	2;	5199.998668;	93.599976024;	1.8;	6150144.0;	346728.26666666666;	0.0;	40.13333333333333;	0.0;	0.3333333333333333
1376320546;	2;	5199.998668;	86.66664446666665;	1.6666666666666665;	6150144.0;	223694.4;	0.0;	39.8;	0.0;	0.3333333333333333
1376320846;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	173363.73333333334;	0.0;	39.733333333333334;	0.0;	0.3333333333333333
1376321146;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	246065.6;	0.0;	39.93333333333333;	0.0;	0.3333333333333333
1376321446;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	246064.8;	0.0;	40.4;	0.0;	0.3333333333333333
1376321746;	2;	5199.998668;	84.93331157733336;	1.6333333333333335;	6150144.0;	464168.26666666666;	0.0;	39.0;	0.0;	0.3333333333333333
1376322046;	2;	5199.998668;	81.46664579866666;	1.5666666666666667;	6150144.0;	251656.8;	0.0;	40.2;	0.0;	0.3333333333333333
1376322346;	2;	5199.998668;	79.73331290933335;	1.5333333333333334;	6150144.0;	268433.6;	0.0;	39.8;	0.0;	0.3333333333333333
1376322647;	2;	5199.998668;	86.66664446666665;	1.6666666666666665;	6150144.0;	234880.0;	0.0;	40.93333333333333;	0.06666666666666667;	0.3333333333333333
1376322947;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	201326.4;	0.0;	39.46666666666667;	0.0;	0.3333333333333333
1376323247;	2;	5199.998668;	79.73331290933335;	1.5333333333333334;	6150144.0;	218102.4;	0.0;	40.0;	0.0;	0.3333333333333333
1376323547;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	184547.2;	0.0;	40.6;	0.0;	0.3333333333333333
1376323847;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	234879.2;	0.0;	40.53333333333333;	0.0;	0.3333333333333333
1376324147;	2;	5199.998668;	81.46664579866666;	1.5666666666666667;	6150144.0;	274026.6666666667;	0.0;	39.6;	0.0;	0.3333333333333333
1376324447;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	218102.4;	0.0;	46.53333333333333;	0.0;	0.3333333333333333
1376324747;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	447390.6666666667;	0.0;	39.333333333333336;	0.0;	0.3333333333333333
1376325047;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	274026.6666666667;	0.0;	39.86666666666667;	0.0;	0.3333333333333333
1376325347;	2;	5199.998668;	84.93331157733336;	1.6333333333333335;	6150144.0;	335542.4;	0.0;	39.46666666666667;	0.06666666666666667;	0.3333333333333333
1376325647;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	436205.6;	0.0;	40.13333333333333;	0.0;	0.3333333333333333
1376325947;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	301988.8;	0.0;	39.733333333333334;	0.0;	0.3333333333333333
1376326247;	2;	5199.998668;	95.33330891333335;	1.8333333333333335;	6150144.0;	190140.53333333333;	0.0;	39.666666666666664;	0.0;	0.3333333333333333
1376326547;	2;	5199.998668;	95.33330891333335;	1.8333333333333335;	6150144.0;	318766.4;	0.0;	39.666666666666664;	0.0;	0.3333333333333333
1376326847;	2;	5199.998668;	84.93331157733336;	1.6333333333333335;	6150144.0;	212510.93333333332;	0.0;	40.13333333333333;	0.0;	0.3333333333333333
1376327147;	2;	5199.998668;	84.93331157733336;	1.6333333333333335;	6150144.0;	285211.2;	0.13333333333333333;	43.2;	0.06666666666666667;	0.3333333333333333
1376327447;	2;	5199.998668;	83.19997868800002;	1.6;	6150144.0;	324358.13333333336;	0.0;	39.8;	0.0;	0.3333333333333333
1376327747;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	234880.0;	0.0;	40.2;	0.0;	0.3333333333333333
1376328047;	2;	5199.998668;	77.99998002000001;	1.5;	6150144.0;	313173.6;	0.0;	39.93333333333333;	0.0;	0.3333333333333333
