Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376314846;	4;	10399.997772;	10715.464371084003;	103.03333333333335;	1.6347136E7;	8287941.866666666;	0.0;	0.9333333333333333;	0.0;	0.4
1376315146;	4;	10399.997772;	10803.864352146;	103.88333333333334;	1.6347136E7;	5234489.6;	0.0;	0.0;	0.0;	0.4666666666666667
1376315446;	4;	10399.997772;	10739.731032552;	103.26666666666667;	1.6347136E7;	2997526.4;	0.0;	0.13333333333333333;	0.0;	0.4666666666666667
1376315746;	4;	10399.997772;	10781.33102364;	103.66666666666666;	1.6347136E7;	1207958.4;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
1376316046;	4;	10399.997772;	10025.597852208;	96.4;	1.6347136E7;	5402262.133333334;	135.73333333333332;	68.6;	1.4;	123.13333333333334
1376316346;	4;	10399.997772;	1672.66630833;	16.083333333333332;	1.6347136E7;	1.0334762933333334E7;	0.0;	3.466666666666667;	0.4;	41.733333333333334
1376316646;	4;	10399.997772;	100.53331179599999;	0.9666666666666667;	1.6347136E7;	2852124.2666666666;	31.533333333333335;	218.2;	186.93333333333334;	2.7333333333333334
1376316946;	4;	10399.997772;	1617.1996535460003;	15.55;	1.6347136E7;	1744828.8;	0.0;	16.333333333333332;	0.06666666666666667;	1.0
1376317246;	4;	10399.997772;	25.99999443;	0.25;	1.6347136E7;	1129664.8;	0.0;	0.9333333333333333;	0.3333333333333333;	0.7333333333333333
1376317546;	4;	10399.997772;	25.99999443;	0.25;	1.6347136E7;	223696.0;	0.0;	3.466666666666667;	0.06666666666666667;	0.9333333333333333
1376317846;	4;	10399.997772;	25.99999443;	0.25;	1.6347136E7;	11184.8;	0.0;	0.8;	0.0;	1.0
1376318146;	4;	10399.997772;	25.99999443;	0.25;	1.6347136E7;	0.0;	0.0;	0.6;	0.0;	1.0
1376318446;	4;	10399.997772;	1319.066384082;	12.683333333333332;	1.6347136E7;	346728.8;	2.8;	98.93333333333334;	73.33333333333333;	1.5333333333333334
1376318746;	4;	10399.997772;	10469.33109048;	100.66666666666666;	1.6347136E7;	4697618.4;	0.0;	2.533333333333333;	0.6666666666666666;	0.7333333333333333
1376319046;	4;	10399.997772;	10809.064351032;	103.93333333333334;	1.6347136E7;	8310312.533333333;	0.0;	1.6666666666666667;	0.06666666666666667;	0.3333333333333333
1376319346;	4;	10399.997772;	10710.264372198;	102.98333333333333;	1.6347136E7;	4708803.733333333;	0.0;	0.3333333333333333;	0.13333333333333333;	0.4
1376319646;	4;	10399.997772;	10679.064378882002;	102.68333333333334;	1.6347136E7;	3802833.6;	0.0;	1.7333333333333334;	0.2;	41.266666666666666
1376319946;	4;	10399.997772;	3021.199352766;	29.05;	1.6347136E7;	1.2191441333333334E7;	0.0;	4.6;	0.7333333333333333;	123.2
1376320246;	4;	10399.997772;	4848.132294714001;	46.61666666666667;	1.6347136E7;	4283780.533333333;	2.8;	100.53333333333333;	72.46666666666667;	1.4666666666666666
1376320546;	4;	10399.997772;	10679.064378882002;	102.68333333333334;	1.6347136E7;	7091168.266666667;	0.0;	1.5333333333333334;	0.7333333333333333;	0.6
1376320846;	4;	10399.997772;	10729.33103478;	103.16666666666666;	1.6347136E7;	7963583.466666667;	0.0;	0.3333333333333333;	0.26666666666666666;	0.6
1376321146;	4;	10399.997772;	10763.997694020001;	103.5;	1.6347136E7;	3635061.6;	0.0;	1.5333333333333334;	0.0;	0.5333333333333333
1376321446;	4;	10399.997772;	9467.464638444002;	91.03333333333335;	1.6347136E7;	5167380.533333333;	0.0;	44.4;	0.6666666666666666;	122.93333333333334
1376321746;	4;	10399.997772;	573.7332104220001;	5.516666666666667;	1.6347136E7;	1.19118216E7;	0.0;	67.26666666666667;	18.533333333333335;	41.86666666666667
1376322046;	4;	10399.997772;	3681.5992112880003;	35.4;	1.6347136E7;	3254777.6;	0.0;	93.0;	54.4;	1.3333333333333333
