Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1378282138;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378282438;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378282739;	2;	5199.99922;	363.9999454;	7.0;	664429.7142857143;	6291456.0;	1877.0;	83.83333333333333;	148.83333333333334;	2.8333333333333335
1378283039;	2;	5199.99922;	2137.19967942;	41.1;	2148926.6666666665;	4563400.8;	423.73333333333335;	5955.2;	716.6;	17.2
1378283339;	2;	5199.99922;	263.46662714666667;	5.066666666666666;	2606694.4;	2248144.8;	278.73333333333335;	748.2666666666667;	126.0;	7.0
1378283639;	2;	5199.99922;	0.0;	0.0;	2613248.0;	973076.8;	0.13333333333333333;	0.0;	0.0;	0.0
1378283939;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	167771.2;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
1378284239;	2;	5199.99922;	77.9999883;	1.5;	2613248.0;	67108.0;	133.53333333333333;	423.1333333333333;	76.4;	2.0
1378284539;	2;	5199.99922;	379.59994305999993;	7.3;	2613248.0;	274027.2;	11.866666666666667;	203.73333333333335;	8.866666666666667;	5.733333333333333
1378284839;	2;	5199.99922;	53.73332527333332;	1.0333333333333332;	2613248.0;	1006631.2;	13.799999999999999;	2639.5333333333333;	0.0;	0.0
1378285139;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	520092.0;	0.0;	0.06666666666666667;	0.06666666666666667;	0.06666666666666667
1378285439;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	83884.8;	11.733333333333333;	5.0;	0.0;	0.06666666666666667
1378285739;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	44738.933333333334;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
1378286039;	2;	5199.99922;	3.4666661466666664;	0.06666666666666667;	2613248.0;	67107.2;	0.0;	0.26666666666666666;	0.0;	0.0
1378286339;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667;	0.06666666666666667
1378286639;	2;	5199.99922;	0.0;	0.0;	2613248.0;	16776.8;	0.0;	0.0;	0.0;	0.0
1378286939;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	0.0;	0.5333333333333333;	0.4;	0.06666666666666667;	0.06666666666666667
1378287239;	2;	5199.99922;	0.0;	0.0;	2613248.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378287539;	2;	5199.99922;	98.79998517999998;	1.9;	2613248.0;	67108.8;	658.6;	309.93333333333334;	0.2;	0.2
1378287839;	2;	5199.99922;	157.7333096733333;	3.033333333333333;	2613248.0;	352320.0;	0.0;	18.066666666666666;	0.0;	0.0
1378288139;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	83884.8;	0.0;	0.4;	0.06666666666666667;	0.06666666666666667
1378288439;	2;	5199.99922;	0.0;	0.0;	2613248.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378288739;	2;	5199.99922;	5.19999922;	0.1;	2613248.0;	27961.333333333332;	0.0;	0.06666666666666667;	0.06666666666666667;	0.06666666666666667
1378289039;	2;	5199.99922;	0.0;	0.0;	2613248.0;	16776.8;	0.0;	4.733333333333333;	0.0;	0.06666666666666667
1378289340;	2;	5199.99922;	5.571427735714285;	0.10714285714285714;	2613248.0;	0.0;	0.0;	0.35714285714285715;	0.07142857142857142;	0.07142857142857142
1378289640;	2;	5199.99922;	3.7142851571428577;	0.07142857142857144;	2613248.0;	17975.14285714286;	0.0;	0.14285714285714285;	0.0;	0.0
